id,mapping_id,rxn_id,rxn_description,reactants_stoichiometry_tracked,products_stoichiometry_tracked,reactants_ids_tracked,products_ids_tracked,reactants_mapping,products_mapping,rxn_equation,used_,comment_,reactants_elements_tracked,products_elements_tracked,reactants_positions_tracked,products_positions_tracked,corrected
681,central03,RBK,,{-1},{1},{rib_DASH_D_c},{r5p_c},{abcde},{abcde},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4]]",
1583,full02,RBK,,{-1},{1},{rib_DASH_D_c},{r5p_c},{abcde},{abcde},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4]]",
682,central03,RBP4E,,{-1},{1},{ru5p_DASH_L_c},{xu5p_DASH_D_c},{abcde},{abcde},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4]]",
1584,full02,RBP4E,,{-1},{1},{ru5p_DASH_L_c},{xu5p_DASH_D_c},{abcde},{abcde},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4]]",
683,central03,RBP4E_reverse,,{-1},{1},{xu5p_DASH_D_c},{ru5p_DASH_L_c},{abcde},{abcde},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4]]",
1585,full02,RBP4E_reverse,,{-1},{1},{xu5p_DASH_D_c},{ru5p_DASH_L_c},{abcde},{abcde},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4]]",
684,central03,REPHACCOAI,,{},{},{},{},"{""""}","{""""}",,f,,[],[],[],[],
1586,full02,REPHACCOAI,,{},{},{},{},"{""""}","{""""}",,f,,[],[],[],[],
685,central03,REPHACCOAI_reverse,,{},{},{},{},"{""""}","{""""}",,f,,[],[],[],[],
1587,full02,REPHACCOAI_reverse,,{},{},{},{},"{""""}","{""""}",,f,,[],[],[],[],
686,central03,RMI,,{-1},{1},{rmn_c},{rml_c},{abcdef},{abcdef},,f,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5]]","[[0, 1, 2, 3, 4, 5]]",
1588,full02,RMI,,{-1},{1},{rmn_c},{rml_c},{abcdef},{abcdef},,f,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5]]","[[0, 1, 2, 3, 4, 5]]",
687,central03,RMI_reverse,,{-1},{1},{rml_c},{rmn_c},{abcdef},{abcdef},,f,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5]]","[[0, 1, 2, 3, 4, 5]]",
1589,full02,RMI_reverse,,{-1},{1},{rml_c},{rmn_c},{abcdef},{abcdef},,f,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5]]","[[0, 1, 2, 3, 4, 5]]",
688,central03,RMPA,,{},{},{},{},"{""""}","{""""}",,f,,[],[],[],[],
1590,full02,RMPA,,{},{},{},{},"{""""}","{""""}",,f,,[],[],[],[],
689,central03,RMPA_reverse,,{},{},{},{},"{""""}","{""""}",,f,,[],[],[],[],
1591,full02,RMPA_reverse,,{},{},{},{},"{""""}","{""""}",,f,,[],[],[],[],
690,central03,RNDR1,ribonucleoside-diphosphate reductase (ADP),{},{},{},{},"{""""}","{""""}",,t,,[],[],[],[],
1592,full02,RNDR1,ribonucleoside-diphosphate reductase (ADP),{},{},{},{},"{""""}","{""""}",,f,,[],[],[],[],
1593,full02,RNDR1,ribonucleoside-diphosphate reductase (ADP),{-1},{1},{adp_c},{dadp_c},{abcdefghij},{abcdefghij},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]",
691,central03,RNDR1_Full,ribonucleoside-diphosphate reductase (ADP),{-1},{1},{adp_c},{dadp_c},{abcdefghij},{abcdefghij},,f,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]",
692,central03,RNDR1b,ribonucleoside-diphosphate reductase (ADP) (glutaredoxin),{},{},{},{},"{""""}","{""""}",,t,,[],[],[],[],
1594,full02,RNDR1b,ribonucleoside-diphosphate reductase (ADP) (glutaredoxin),{},{},{},{},"{""""}","{""""}",,f,,[],[],[],[],
1595,full02,RNDR1b,ribonucleoside-diphosphate reductase (ADP) (glutaredoxin),{-1},{1},{adp_c},{dadp_c},{abcdefghij},{abcdefghij},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]",
693,central03,RNDR1b_Full,ribonucleoside-diphosphate reductase (ADP) (glutaredoxin),{-1},{1},{adp_c},{dadp_c},{abcdefghij},{abcdefghij},,f,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]",
694,central03,RNDR2,ribonucleoside-diphosphate reductase (GDP),{},{},{},{},"{""""}","{""""}",,t,,[],[],[],[],
1596,full02,RNDR2,ribonucleoside-diphosphate reductase (GDP),{},{},{},{},"{""""}","{""""}",,f,,[],[],[],[],
1597,full02,RNDR2,ribonucleoside-diphosphate reductase (GDP),{-1},{1},{gdp_c},{dgdp_c},{abcdefghij},{abcdefghij},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]",
695,central03,RNDR2_Full,ribonucleoside-diphosphate reductase (GDP),{-1},{1},{gdp_c},{dgdp_c},{abcdefghij},{abcdefghij},,f,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]",
696,central03,RNDR2b,ribonucleoside-diphosphate reductase (GDP) (glutaredoxin),{},{},{},{},"{""""}","{""""}",,t,,[],[],[],[],
1598,full02,RNDR2b,ribonucleoside-diphosphate reductase (GDP) (glutaredoxin),{},{},{},{},"{""""}","{""""}",,f,,[],[],[],[],
1599,full02,RNDR2b,ribonucleoside-diphosphate reductase (GDP) (glutaredoxin),{-1},{1},{gdp_c},{dgdp_c},{abcdefghij},{abcdefghij},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]",
697,central03,RNDR2b_Full,ribonucleoside-diphosphate reductase (GDP) (glutaredoxin),{-1},{1},{gdp_c},{dgdp_c},{abcdefghij},{abcdefghij},,f,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]",
698,central03,RNDR3,ribonucleoside-diphosphate reductase (CDP),{},{},{},{},"{""""}","{""""}",,t,,[],[],[],[],
1600,full02,RNDR3,ribonucleoside-diphosphate reductase (CDP),{},{},{},{},"{""""}","{""""}",,f,,[],[],[],[],
1601,full02,RNDR3,ribonucleoside-diphosphate reductase (CDP),{-1},{1},{cdp_c},{dcdp_c},{abcdefghij},{abcdefghij},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]",
699,central03,RNDR3_Full,ribonucleoside-diphosphate reductase (CDP),{-1},{1},{cdp_c},{dcdp_c},{abcdefghij},{abcdefghij},,f,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]",
700,central03,RNDR3b,ribonucleoside-diphosphate reductase (CDP) (glutaredoxin),{},{},{},{},"{""""}","{""""}",,t,,[],[],[],[],
1602,full02,RNDR3b,ribonucleoside-diphosphate reductase (CDP) (glutaredoxin),{},{},{},{},"{""""}","{""""}",,f,,[],[],[],[],
1604,full02,RNDR3b,ribonucleoside-diphosphate reductase (CDP) (glutaredoxin),{-1},{1},{cdp_c},{dcdp_c},{abcdefghij},{abcdefghij},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]",
701,central03,RNDR3b_Full,ribonucleoside-diphosphate reductase (CDP) (glutaredoxin),{-1},{1},{cdp_c},{dcdp_c},{abcdefghij},{abcdefghij},,f,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]",
702,central03,RNDR4,ribonucleoside-diphosphate reductase (UDP),{},{},{},{},"{""""}","{""""}",,t,,[],[],[],[],
1440,full02,RNDR4,ribonucleoside-diphosphate reductase (UDP),{},{},{},{},"{""""}","{""""}",,f,,[],[],[],[],
1605,full02,RNDR4,ribonucleoside-diphosphate reductase (UDP),{-1},{1},{udp_c},{dudp_c},{abcdefghi},{abcdefghi},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",
703,central03,RNDR4_Full,ribonucleoside-diphosphate reductase (UDP),{-1},{1},{udp_c},{dudp_c},{abcdefghi},{abcdefghi},,f,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",
704,central03,RNDR4b,ribonucleoside-diphosphate reductase (UDP) (glutaredoxin),{},{},{},{},"{""""}","{""""}",,t,,[],[],[],[],
1606,full02,RNDR4b,ribonucleoside-diphosphate reductase (UDP) (glutaredoxin),{},{},{},{},"{""""}","{""""}",,f,,[],[],[],[],
1607,full02,RNDR4b,ribonucleoside-diphosphate reductase (UDP) (glutaredoxin),{-1},{1},{udp_c},{dudp_c},{abcdefghi},{abcdefghi},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",
705,central03,RNDR4b_Full,ribonucleoside-diphosphate reductase (UDP) (glutaredoxin),{-1},{1},{udp_c},{dudp_c},{abcdefghi},{abcdefghi},,f,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",
706,central03,RNTR1c2,ribonucleoside-triphosphate reductase (ATP) (flavodoxin),{},{},{},{},"{""""}","{""""}",,t,,[],[],[],[],
1608,full02,RNTR1c2,ribonucleoside-triphosphate reductase (ATP) (flavodoxin),{},{},{},{},"{""""}","{""""}",,f,,[],[],[],[],
1609,full02,RNTR1c2,ribonucleoside-triphosphate reductase (ATP) (flavodoxin),{-1},{1},{atp_c},{datp_c},{abcdefghij},{abcdefghij},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]",
707,central03,RNTR1c2_Full,ribonucleoside-triphosphate reductase (ATP) (flavodoxin),{-1},{1},{atp_c},{datp_c},{abcdefghij},{abcdefghij},,f,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]",
568,central03,RNTR2c2,ribonucleoside-triphosphate reductase (GTP) (flavodoxin),{},{},{},{},"{""""}","{""""}",,t,,[],[],[],[],
1610,full02,RNTR2c2,ribonucleoside-triphosphate reductase (GTP) (flavodoxin),{},{},{},{},"{""""}","{""""}",,f,,[],[],[],[],
1611,full02,RNTR2c2,ribonucleoside-triphosphate reductase (GTP) (flavodoxin),{-1},{1},{gtp_c},{dgtp_c},{abcdefghij},{abcdefghij},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]",
708,central03,RNTR2c2_Full,ribonucleoside-triphosphate reductase (GTP) (flavodoxin),{-1},{1},{gtp_c},{dgtp_c},{abcdefghij},{abcdefghij},,f,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]",
709,central03,RNTR3c2,ribonucleoside-triphosphate reductase (CTP) (flavodoxin),{},{},{},{},"{""""}","{""""}",,t,,[],[],[],[],
1612,full02,RNTR3c2,ribonucleoside-triphosphate reductase (CTP) (flavodoxin),{},{},{},{},"{""""}","{""""}",,f,,[],[],[],[],
1613,full02,RNTR3c2,ribonucleoside-triphosphate reductase (CTP) (flavodoxin),{-1},{1},{ctp_c},{dctp_c},{abcdefghi},{abcdefghi},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",
710,central03,RNTR3c2_Full,ribonucleoside-triphosphate reductase (CTP) (flavodoxin),{-1},{1},{ctp_c},{dctp_c},{abcdefghi},{abcdefghi},,f,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",
711,central03,RNTR4c2,ribonucleoside-triphosphate reductase (UTP) (flavodoxin),{},{},{},{},"{""""}","{""""}",,t,,[],[],[],[],
1614,full02,RNTR4c2,ribonucleoside-triphosphate reductase (UTP) (flavodoxin),{},{},{},{},"{""""}","{""""}",,f,,[],[],[],[],
1615,full02,RNTR4c2,ribonucleoside-triphosphate reductase (UTP) (flavodoxin),{-1},{1},{utp_c},{dutp_c},{abcdefghi},{abcdefghi},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",
713,central03,RNTR4c2_Full,ribonucleoside-triphosphate reductase (UTP) (flavodoxin),{-1},{1},{utp_c},{dutp_c},{abcdefghi},{abcdefghi},,f,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",
810,central03,RPE,,{-1},{1},{ru5p_DASH_D_c},{xu5p_DASH_D_c},{abcde},{abcde},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4]]",
1709,full02,RPE,,{-1},{1},{ru5p_DASH_D_c},{xu5p_DASH_D_c},{abcde},{abcde},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4]]",
811,central03,RPE_reverse,,{-1},{1},{xu5p_DASH_D_c},{ru5p_DASH_D_c},{abcde},{abcde},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4]]",
1710,full02,RPE_reverse,,{-1},{1},{xu5p_DASH_D_c},{ru5p_DASH_D_c},{abcde},{abcde},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4]]",
812,central03,RPI,,{-1},{1},{r5p_c},{ru5p_DASH_D_c},{abcde},{abcde},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4]]",
1711,full02,RPI,,{-1},{1},{r5p_c},{ru5p_DASH_D_c},{abcde},{abcde},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4]]",
813,central03,RPI_reverse,,{-1},{1},{ru5p_DASH_D_c},{r5p_c},{abcde},{abcde},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4]]",
1712,full02,RPI_reverse,,{-1},{1},{ru5p_DASH_D_c},{r5p_c},{abcde},{abcde},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4]]",
714,central03,SADH,Succinylarginine dihydrolase,{},{},{},{},"{""""}","{""""}",,t,,[],[],[],[],
1616,full02,SADH,Succinylarginine dihydrolase,{},{},{},{},"{""""}","{""""}",,t,,[],[],[],[],
715,central03,SBTPD,,{-1},{1},{sbt6p_c},{f6p_c},{abcdef},{abcdef},,f,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5]]","[[0, 1, 2, 3, 4, 5]]",
1617,full02,SBTPD,,{-1},{1},{sbt6p_c},{f6p_c},{abcdef},{abcdef},,f,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5]]","[[0, 1, 2, 3, 4, 5]]",
716,central03,SBTPD_reverse,,{-1},{1},{f6p_c},{sbt6p_c},{abcdef},{abcdef},,f,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5]]","[[0, 1, 2, 3, 4, 5]]",
1618,full02,SBTPD_reverse,,{-1},{1},{f6p_c},{sbt6p_c},{abcdef},{abcdef},,f,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5]]","[[0, 1, 2, 3, 4, 5]]",
814,central03,SDPDS,,{-1},"{1,1}",{sl26da_c},"{26dap_DASH_LL_c,succ_c}",{abcdefghijk},"{abcdefg,hijk}",,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]","[[0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3]]",TRUE
1713,full02,SDPDS,,{-1},"{1,1}",{sl26da_c},"{26dap_DASH_LL_c,succ_c}",{abcdefghijk},"{abcdefg,hijk}",,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]","[[0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3]]",TRUE
815,central03,SDPTA,,"{-1,-1}","{1,1}","{akg_c,sl26da_c}","{glu_DASH_L_c,sl2a6o_c}","{abcde,fghijklmnop}","{abcde,fghijklmnop}",,t,,"[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]","[[0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",
1714,full02,SDPTA,,"{-1,-1}","{1,1}","{akg_c,sl26da_c}","{glu_DASH_L_c,sl2a6o_c}","{abcde,fghijklmnop}","{abcde,fghijklmnop}",,t,,"[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]","[[0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",
816,central03,SDPTA_reverse,,"{-1,-1}","{1,1}","{glu_DASH_L_c,sl2a6o_c}","{akg_c,sl26da_c}","{abcde,fghijklmnop}","{abcde,fghijklmnop}",,t,,"[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]","[[0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",
1715,full02,SDPTA_reverse,,"{-1,-1}","{1,1}","{glu_DASH_L_c,sl2a6o_c}","{akg_c,sl26da_c}","{abcde,fghijklmnop}","{abcde,fghijklmnop}",,t,,"[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]","[[0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",
818,central03,SERAT,,"{-1,-1}",{1},"{accoa_c,ser_DASH_L_c}",{acser_c},"{ab,cde}",{cdeab},,t,,"[[""C"", ""C""], [""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1], [0, 1, 2]]","[[0, 1, 2, 3, 4]]",
