sample_name_short,met_id,sample_id,time [hr],OD600,culture_density [gDW*L-1],concentration [mM],growth_rate [hr-1],,,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-1,glc-D,140811_6_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-1,17664224.27,0.979716492,0.440872421,14.11173,0.483209304,-19.42522067,-18.53623177,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-1,lac-L,140811_3_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-1,17664221.24,0.226224609,0.101801074,0.21078,0.483209304,,,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-1,lac-L,140811_4_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-1,17664222.62,0.441407235,0.198633256,0.76212,0.483209304,,5.693768221,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-1,lac-L,140811_5_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-1,17664223.29,0.609176119,0.274129254,1.16902,0.483209304,,5.389689672,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-1,lac-L,140811_6_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-1,17664224.27,0.979716492,0.440872421,2.09764,0.483209304,5.5533422,5.569163723,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-2,ac,140811_2_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2,17664219.82,0.112290653,0.050530794,0.34533,0.495947222,,,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-2,ac,140811_3_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2,17664221.24,0.226712461,0.102020607,0.85765,0.495947222,,9.949929194,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-2,ac,140811_4_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2,17664222.62,0.450222923,0.202600316,1.62172,0.495947222,,7.59666154,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-2,ac,140811_5_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2,17664223.29,0.626641323,0.281988596,2.02984,0.495947222,,5.140809196,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-2,ac,140811_6_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2,17664224.27,1.020507938,0.459228572,2.42786,0.495947222,5.037919033,2.245655907,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-2,glc-D,140811_1_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2,17664218.55,0.059912838,0.026960777,21.99341,0.495947222,,,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-2,glc-D,140811_2_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2,17664219.82,0.112290653,0.050530794,21.52488,0.495947222,,-19.87822107,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-2,glc-D,140811_3_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2,17664221.24,0.226712461,0.102020607,20.56975,0.495947222,,-18.54988263,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-2,glc-D,140811_4_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2,17664222.62,0.450222923,0.202600316,18.5631,0.495947222,,-19.95084335,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-2,glc-D,140811_5_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2,17664223.29,0.626641323,0.281988596,16.91506,0.495947222,,-20.75923549,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-2,glc-D,140811_6_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2,17664224.27,1.020507938,0.459228572,13.61594,0.495947222,-19.48646419,-18.61385939,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-2,lac-L,140811_3_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2,17664221.24,0.226712461,0.102020607,0.2552,0.495947222,,,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-2,lac-L,140811_4_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2,17664222.62,0.450222923,0.202600316,0.85013,0.495947222,,5.915010208,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-2,lac-L,140811_5_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2,17664223.29,0.626641323,0.281988596,1.35669,0.495947222,,6.380790714,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-2,lac-L,140811_6_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2,17664224.27,1.020507938,0.459228572,2.57795,0.495947222,6.532719335,6.890431971,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-3,ac,140811_2_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-3,17664219.82,0.10774886,0.048486987,0.31819,0.452201942,,,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-3,ac,140811_3_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-3,17664221.24,0.204470267,0.09201162,0.80476,0.452201942,,11.17918677,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-3,ac,140811_4_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-3,17664222.62,0.382209385,0.171994223,1.48096,0.452201942,,8.45433845,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-3,ac,140811_5_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-3,17664223.29,0.516686624,0.232508981,1.81954,0.452201942,,5.594998886,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-3,ac,140811_6_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-3,17664224.27,0.806014548,0.362706546,2.35004,0.452201942,6.368833968,4.074576951,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-3,glc-D,140811_1_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-3,17664218.55,0.060765004,0.027344252,22.055,0.452201942,,,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-3,glc-D,140811_2_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-3,17664219.82,0.10774886,0.048486987,21.64284,0.452201942,,-19.49416627,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-3,glc-D,140811_3_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-3,17664221.24,0.204470267,0.09201162,20.78733,0.452201942,,-19.65576602,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-3,glc-D,140811_4_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-3,17664222.62,0.382209385,0.171994223,19.04849,0.452201942,,-21.74022755,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-3,glc-D,140811_5_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-3,17664223.29,0.516686624,0.232508981,17.65398,0.452201942,,-23.04413106,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-3,glc-D,140811_6_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-3,17664224.27,0.806014548,0.362706546,14.94323,0.452201942,-21.3712257,-20.82028176,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-3,lac-L,140811_3_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-3,17664221.24,0.204470267,0.09201162,0.28834,0.452201942,,,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-3,lac-L,140811_4_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-3,17664222.62,0.382209385,0.171994223,0.97761,0.452201942,,8.617748985,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-3,lac-L,140811_5_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-3,17664223.29,0.516686624,0.232508981,1.51379,0.452201942,,8.860318101,
OxicEvo04tpiAEvo03EPEcoliGlc_Broth-3,lac-L,140811_6_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-3,17664224.27,0.806014548,0.362706546,2.65947,0.452201942,8.769458852,8.799550088,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-1,ac,140811_2_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-1,17664219.89,0.111686868,0.050259091,0.2676,0.5018403,,,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-1,ac,140811_3_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-1,17664221.32,0.229293666,0.10318215,0.72643,0.5018403,,8.669755847,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-1,ac,140811_4_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-1,17664222.69,0.455252393,0.204863577,1.45589,0.5018403,,7.173974843,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-1,ac,140811_5_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-1,17664223.35,0.63613587,0.286261142,1.84367,0.5018403,,4.764024581,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-1,ac,140811_6_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-1,17664224.02,0.888889004,0.400000052,2.18772,0.5018403,5.522084447,3.024910285,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-1,glc-D,140811_1_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-1,17664218.62,0.059147525,0.026616386,22.123,0.5018403,,,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-1,glc-D,140811_2_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-1,17664219.89,0.111686868,0.050259091,21.65857,0.5018403,,-19.6436921,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-1,glc-D,140811_3_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-1,17664221.32,0.229293666,0.10318215,20.67476,0.5018403,,-18.58943944,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-1,glc-D,140811_4_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-1,17664222.69,0.455252393,0.204863577,18.5211,0.5018403,,-21.18046591,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-1,glc-D,140811_5_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-1,17664223.35,0.63613587,0.286261142,16.85101,0.5018403,,-20.51768996,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-1,glc-D,140811_6_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-1,17664224.02,0.888889004,0.400000052,14.69957,0.5018403,-20.06602781,-18.91560233,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-1,lac-L,140811_2_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-1,17664219.89,0.111686868,0.050259091,0.06438,0.5018403,,,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-1,lac-L,140811_3_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-1,17664221.32,0.229293666,0.10318215,0.3242,0.5018403,,4.9093912,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-1,lac-L,140811_4_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-1,17664222.69,0.455252393,0.204863577,1.0543,0.5018403,,7.180269011,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-1,lac-L,140811_5_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-1,17664223.35,0.63613587,0.286261142,1.67269,0.5018403,,7.597156018,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-1,lac-L,140811_6_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-1,17664224.02,0.888889004,0.400000052,2.60626,0.5018403,7.337230527,8.208008994,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-2,ac,140811_2_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-2,17664219.89,0.108022847,0.048610281,0.29285,0.507607322,,,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-2,ac,140811_4_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-2,17664222.69,0.447485104,0.201368297,1.48601,0.507607322,,7.810784873,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-2,ac,140811_5_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-2,17664223.35,0.627691077,0.282460985,1.88711,0.507607322,,4.946191963,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-2,ac,140811_6_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-2,17664224.02,0.880467496,0.396210373,2.31105,0.507607322,5.844570853,3.726965081,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-2,glc-D,140811_1_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-2,17664218.62,0.056790751,0.025555838,21.46829,0.507607322,,,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-2,glc-D,140811_2_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-2,17664219.89,0.108022847,0.048610281,21.64081,0.507607322,,7.483156241,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-2,glc-D,140811_4_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-2,17664222.69,0.447485104,0.201368297,18.32006,0.507607322,,-21.73863008,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-2,glc-D,140811_5_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-2,17664223.35,0.627691077,0.282460985,16.14388,0.507607322,,-26.83571186,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-2,glc-D,140811_6_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-2,17664224.02,0.880467496,0.396210373,14.53934,0.507607322,-20.03956387,-14.10592195,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-2,lac-L,140811_2_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-2,17664219.89,0.108022847,0.048610281,0.07108,0.507607322,,,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-2,lac-L,140811_4_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-2,17664222.69,0.447485104,0.201368297,1.08745,0.507607322,,6.653464264,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-2,lac-L,140811_5_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-2,17664223.35,0.627691077,0.282460985,1.60592,0.507607322,,6.393548111,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-2,lac-L,140811_6_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-2,17664224.02,0.880467496,0.396210373,2.60033,0.507607322,7.191172503,8.742112908,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-3,ac,140811_2_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-3,17664219.89,0.109956931,0.049480619,0.26465,0.511746609,,,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-3,ac,140811_3_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-3,17664221.32,0.228970283,0.103036627,0.74056,0.511746609,,8.886211177,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-3,ac,140811_4_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-3,17664222.69,0.460806981,0.207363142,1.51478,0.511746609,,7.421124016,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-3,ac,140811_5_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-3,17664223.35,0.648163944,0.291673775,1.80215,0.511746609,,3.40846687,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-3,ac,140811_6_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-3,17664224.02,0.91169734,0.410263803,2.22982,0.511746609,5.390073617,3.606289726,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-3,glc-D,140811_1_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-3,17664218.62,0.057505258,0.025877366,22.06544,0.511746609,,,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-3,glc-D,140811_2_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-3,17664219.89,0.109956931,0.049480619,21.16404,0.511746609,,-38.18965114,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-3,glc-D,140811_3_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-3,17664221.32,0.228970283,0.103036627,19.91888,0.511746609,,-23.24967895,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-3,glc-D,140811_4_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-3,17664222.69,0.460806981,0.207363142,18.46937,0.511746609,,-13.89397519,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-3,glc-D,140811_5_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-3,17664223.35,0.648163944,0.291673775,16.23433,0.511746609,,-26.50958623,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-3,glc-D,140811_6_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-3,17664224.02,0.91169734,0.410263803,14.504,0.511746609,-19.32070191,-14.5908558,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-3,lac-L,140811_2_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-3,17664219.89,0.109956931,0.049480619,0.07026,0.511746609,,,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-3,lac-L,140811_3_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-3,17664221.32,0.228970283,0.103036627,0.33299,0.511746609,,4.905705412,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-3,lac-L,140811_4_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-3,17664222.69,0.460806981,0.207363142,1.10265,0.511746609,,7.377415089,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-3,lac-L,140811_5_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-3,17664223.35,0.648163944,0.291673775,1.62792,0.511746609,,6.230175011,
OxicEvo04tpiAEvo04EPEcoliGlc_Broth-3,lac-L,140811_6_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-3,17664224.02,0.91169734,0.410263803,2.56151,0.511746609,6.939632198,7.872415707,
OxicEvo04gndEvo01EPEcoliGlc_Broth-1,ac,140812_2_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-1,17664584.94,0.109197084,0.049138688,0.48946,0.861465727,,,
OxicEvo04gndEvo01EPEcoliGlc_Broth-1,ac,140812_3_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-1,17664585.81,0.230386421,0.10367389,1.15294,0.861465727,,,
OxicEvo04gndEvo01EPEcoliGlc_Broth-1,ac,140812_4_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-1,17664586.76,0.522252105,0.235013447,2.98301,0.861465727,,,
OxicEvo04gndEvo01EPEcoliGlc_Broth-1,ac,140812_5_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-1,17664587.24,0.791971601,0.35638722,4.60296,0.861465727,,,
OxicEvo04gndEvo01EPEcoliGlc_Broth-1,ac,140812_6_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-1,17664587.53,1.010911307,0.454910088,5.69994,0.861465727,,,
OxicEvo04gndEvo01EPEcoliGlc_Broth-1,glc-D,140812_1_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-1,17664583.79,0.040547283,0.018246277,22.53738,0.861465727,,,
OxicEvo04gndEvo01EPEcoliGlc_Broth-1,glc-D,140812_2_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-1,17664584.94,0.109197084,0.049138688,22.25947,0.861465727,,-8.996060698,
OxicEvo04gndEvo01EPEcoliGlc_Broth-1,glc-D,140812_3_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-1,17664585.81,0.230386421,0.10367389,21.49649,0.861465727,,-13.99059645,
OxicEvo04gndEvo01EPEcoliGlc_Broth-1,glc-D,140812_4_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-1,17664586.76,0.522252105,0.235013447,19.54334,0.861465727,,-14.87099572,
OxicEvo04gndEvo01EPEcoliGlc_Broth-1,glc-D,140812_5_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-1,17664587.24,0.791971601,0.35638722,17.66414,0.861465727,,-15.48275176,
OxicEvo04gndEvo01EPEcoliGlc_Broth-1,glc-D,140812_6_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-1,17664587.53,1.010911307,0.454910088,16.20838,0.861465727,-14.72960302,-14.77585897,
OxicEvo04gndEvo01EPEcoliGlc_Broth-2,ac,140812_2_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-2,17664584.94,0.110604497,0.049772024,0.52527,0.843073696,,,
OxicEvo04gndEvo01EPEcoliGlc_Broth-2,ac,140812_3_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-2,17664585.81,0.229665665,0.103349549,1.18765,0.843073696,,,
OxicEvo04gndEvo01EPEcoliGlc_Broth-2,ac,140812_4_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-2,17664586.76,0.511600799,0.230220359,3.00222,0.843073696,,,
OxicEvo04gndEvo01EPEcoliGlc_Broth-2,ac,140812_5_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-2,17664587.24,0.768953309,0.346028989,4.65813,0.843073696,,,
OxicEvo04gndEvo01EPEcoliGlc_Broth-2,ac,140812_6_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-2,17664587.53,0.976428112,0.43939265,5.76839,0.843073696,,,
OxicEvo04gndEvo01EPEcoliGlc_Broth-2,glc-D,140812_1_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-2,17664583.79,0.0419478,0.01887651,22.53769,0.843073696,,,
OxicEvo04gndEvo01EPEcoliGlc_Broth-2,glc-D,140812_2_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-2,17664584.94,0.110604497,0.049772024,22.23877,0.843073696,,-9.675191212,
OxicEvo04gndEvo01EPEcoliGlc_Broth-2,glc-D,140812_3_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-2,17664585.81,0.229665665,0.103349549,21.43611,0.843073696,,-14.98128167,
OxicEvo04gndEvo01EPEcoliGlc_Broth-2,glc-D,140812_4_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-2,17664586.76,0.511600799,0.230220359,19.49403,0.843073696,,-15.30753997,
OxicEvo04gndEvo01EPEcoliGlc_Broth-2,glc-D,140812_5_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-2,17664587.24,0.768953309,0.346028989,17.58996,0.843073696,,-16.44152083,
OxicEvo04gndEvo01EPEcoliGlc_Broth-2,glc-D,140812_6_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-2,17664587.53,0.976428112,0.43939265,16.17808,0.843073696,-15.37758171,-15.12237184,
OxicEvo04gndEvo01EPEcoliGlc_Broth-3,ac,140812_2_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-3,17664584.94,0.110636971,0.049786637,0.48833,0.824024646,,,
OxicEvo04gndEvo01EPEcoliGlc_Broth-3,ac,140812_3_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-3,17664585.81,0.225971528,0.101687187,1.2107,0.824024646,,,
OxicEvo04gndEvo01EPEcoliGlc_Broth-3,ac,140812_4_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-3,17664586.76,0.494344391,0.222454976,2.98225,0.824024646,,,
OxicEvo04gndEvo01EPEcoliGlc_Broth-3,ac,140812_5_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-3,17664587.24,0.736206758,0.331293041,4.5194,0.824024646,,,
OxicEvo04gndEvo01EPEcoliGlc_Broth-3,ac,140812_6_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-3,17664587.53,0.929814076,0.418416334,5.4613,0.824024646,,,
OxicEvo04gndEvo01EPEcoliGlc_Broth-3,glc-D,140812_1_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-3,17664583.79,0.042889454,0.019300254,22.53142,0.824024646,,,
OxicEvo04gndEvo01EPEcoliGlc_Broth-3,glc-D,140812_2_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-3,17664584.94,0.110636971,0.049786637,22.28203,0.824024646,,-8.180373576,
OxicEvo04gndEvo01EPEcoliGlc_Broth-3,glc-D,140812_3_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-3,17664585.81,0.225971528,0.101687187,21.54027,0.824024646,,-14.29194864,
OxicEvo04gndEvo01EPEcoliGlc_Broth-3,glc-D,140812_4_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-3,17664586.76,0.494344391,0.222454976,19.58147,0.824024646,,-16.21955678,
OxicEvo04gndEvo01EPEcoliGlc_Broth-3,glc-D,140812_5_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-3,17664587.24,0.736206758,0.331293041,17.76513,0.824024646,,-16.68846276,
OxicEvo04gndEvo01EPEcoliGlc_Broth-3,glc-D,140812_6_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-3,17664587.53,0.929814076,0.418416334,16.35252,0.824024646,-15.80000057,-16.2139188,
OxicEvo04gndEvo02EPEcoliGlc_Broth-1,ac,140812_2_OxicEvo04gndEvo02EPEcoliGlcM9_Broth-1,17664585.14,0.089170238,0.040126607,0.44494,0.856958562,,,
OxicEvo04gndEvo02EPEcoliGlc_Broth-1,ac,140812_3_OxicEvo04gndEvo02EPEcoliGlcM9_Broth-1,17664586.26,0.232173373,0.104478018,1.34372,0.856958562,,13.96674894,
OxicEvo04gndEvo02EPEcoliGlc_Broth-1,ac,140812_4_OxicEvo04gndEvo02EPEcoliGlcM9_Broth-1,17664587.03,0.447862361,0.201538063,2.83571,0.856958562,,15.3718248,
OxicEvo04gndEvo02EPEcoliGlc_Broth-1,ac,140812_5_OxicEvo04gndEvo02EPEcoliGlcM9_Broth-1,17664587.41,0.622029014,0.279913056,3.95187,0.856958562,,14.2412771,
OxicEvo04gndEvo02EPEcoliGlc_Broth-1,ac,140812_6_OxicEvo04gndEvo02EPEcoliGlcM9_Broth-1,17664587.91,0.954765747,0.429644586,5.69578,0.856958562,13.62498426,11.6469123,
OxicEvo04gndEvo02EPEcoliGlc_Broth-1,glc-D,140812_1_OxicEvo04gndEvo02EPEcoliGlcM9_Broth-1,17664583.88,0.030116298,0.013552334,22.63218,0.856958562,,,
OxicEvo04gndEvo02EPEcoliGlc_Broth-1,glc-D,140812_2_OxicEvo04gndEvo02EPEcoliGlcM9_Broth-1,17664585.14,0.089170238,0.040126607,22.36482,0.856958562,,-10.06085846,
OxicEvo04gndEvo02EPEcoliGlc_Broth-1,glc-D,140812_3_OxicEvo04gndEvo02EPEcoliGlcM9_Broth-1,17664586.26,0.232173373,0.104478018,21.28788,0.856958562,,-16.73529741,
OxicEvo04gndEvo02EPEcoliGlc_Broth-1,glc-D,140812_4_OxicEvo04gndEvo02EPEcoliGlcM9_Broth-1,17664587.03,0.447862361,0.201538063,19.95623,0.856958562,,-13.7198577,
OxicEvo04gndEvo02EPEcoliGlc_Broth-1,glc-D,140812_5_OxicEvo04gndEvo02EPEcoliGlcM9_Broth-1,17664587.41,0.622029014,0.279913056,18.47565,0.856958562,,-18.89097445,
OxicEvo04gndEvo02EPEcoliGlc_Broth-1,glc-D,140812_6_OxicEvo04gndEvo02EPEcoliGlcM9_Broth-1,17664587.91,0.954765747,0.429644586,16.65978,0.856958562,-14.72134415,-12.1275058,
OxicEvo04gndEvo02EPEcoliGlc_Broth-2,ac,140812_2_OxicEvo04gndEvo02EPEcoliGlcM9_Broth-2,17664586.26,0.110888977,0.049900039,0.46875,0.829617309,,,
OxicEvo04gndEvo02EPEcoliGlc_Broth-2,ac,140812_3_OxicEvo04gndEvo02EPEcoliGlcM9_Broth-2,17664587.03,0.209467674,0.094260453,1.02096,0.829617309,,12.44826078,
OxicEvo04gndEvo02EPEcoliGlc_Broth-2,ac,140812_4_OxicEvo04gndEvo02EPEcoliGlcM9_Broth-2,17664587.46,0.300086348,0.135038857,1.82513,0.829617309,,19.7204877,
OxicEvo04gndEvo02EPEcoliGlc_Broth-2,ac,140812_5_OxicEvo04gndEvo02EPEcoliGlcM9_Broth-2,17664588.44,0.678483808,0.305317714,3.89819,0.829617309,,12.17450032,
