component_group_name,actual_concentration,sample_type,sample_name
ser-L,0.0,Standard,140826_CM1_Level13
ser-L,0.0,Standard,140826_CM1_Level13
citr-L,0.0,Standard,140826_CM1_Level13
gln-L,0.0,Standard,140826_CM1_Level13
gln-L,0.0,Standard,140826_CM1_Level13
Hexose_Pool_fru_glc-D,0.01,Standard,140826_CM1_Level13
Hexose_Pool_fru_glc-D,0.01,Standard,140826_CM1_Level13
Lcystin,0.0,Standard,140826_CM1_Level13
thr-L,0.0,Standard,140826_CM1_Level13
ala-L,0.0,Standard,140826_CM1_Level13
ala-L,0.0,Standard,140826_CM1_Level13
cytd,0.001,Standard,140826_CM1_Level13
ura,0.04,Standard,140826_CM1_Level13
AICAr,0.0002,Standard,140826_CM1_Level13
met-L,0.0,Standard,140826_CM1_Level13
uri,0.004,Standard,140826_CM1_Level13
uri,0.004,Standard,140826_CM1_Level13
gua,0.004,Standard,140826_CM1_Level13
hxan,4e-05,Standard,140826_CM1_Level13
tyr-L,0.0,Standard,140826_CM1_Level13
tyr-L,0.0,Standard,140826_CM1_Level13
xan,0.0008,Standard,140826_CM1_Level13
ins,0.002,Standard,140826_CM1_Level13
ins,0.002,Standard,140826_CM1_Level13
gsn,0.0002,Standard,140826_CM1_Level13
gsn,0.0002,Standard,140826_CM1_Level13
thym,0.002,Standard,140826_CM1_Level13
ade,0.004,Standard,140826_CM1_Level13
ade,0.004,Standard,140826_CM1_Level13
gam6p,0.004,Standard,140826_CM1_Level13
gam6p,0.004,Standard,140826_CM1_Level13
adn,0.02,Standard,140826_CM1_Level13
phe-L,0.0,Standard,140826_CM1_Level13
phe-L,0.0,Standard,140826_CM1_Level13
asp-L,0.0,Standard,140826_CM1_Level13
asp-L,0.0,Standard,140826_CM1_Level13
glu-L,0.0,Standard,140826_CM1_Level13
glu-L,0.0,Standard,140826_CM1_Level13
skm,0.0,Standard,140826_CM1_Level13
skm,0.0,Standard,140826_CM1_Level13
glx,0.0,Standard,140826_CM1_Level13
glyclt,0.0,Standard,140826_CM1_Level13
glyclt,0.0,Standard,140826_CM1_Level13
trp-L,0.0,Standard,140826_CM1_Level13
trp-L,0.0,Standard,140826_CM1_Level13
5oxpro,0.0,Standard,140826_CM1_Level13
5oxpro,0.0,Standard,140826_CM1_Level13
lac-L,0.0,Standard,140826_CM1_Level13
lac-L,0.0,Standard,140826_CM1_Level13
urate,8e-05,Standard,140826_CM1_Level13
urate,8e-05,Standard,140826_CM1_Level13
gthrd,0.02,Standard,140826_CM1_Level13
gthrd,0.02,Standard,140826_CM1_Level13
nad,0.0,Standard,140826_CM1_Level13
nad,0.0,Standard,140826_CM1_Level13
pyr,0.0,Standard,140826_CM1_Level13
pyr,0.0,Standard,140826_CM1_Level13
f6p,0.0,Standard,140826_CM1_Level13
f6p,0.0,Standard,140826_CM1_Level13
g3p,0.0,Standard,140826_CM1_Level13
g3p,0.0,Standard,140826_CM1_Level13
g6p,0.04,Standard,140826_CM1_Level13
g6p,0.04,Standard,140826_CM1_Level13
r5p,0.0,Standard,140826_CM1_Level13
r5p,0.0,Standard,140826_CM1_Level13
s7p,0.002,Standard,140826_CM1_Level13
s7p,0.002,Standard,140826_CM1_Level13
glyc3p,0.002,Standard,140826_CM1_Level13
glyc3p,0.002,Standard,140826_CM1_Level13
r5p,0.0,Standard,140826_CM1_Level13
r5p,0.0,Standard,140826_CM1_Level13
g1p,0.0,Standard,140826_CM1_Level13
g1p,0.0,Standard,140826_CM1_Level13
cmp,0.0,Standard,140826_CM1_Level13
cmp,0.0,Standard,140826_CM1_Level13
ru5p-D,0.0,Standard,140826_CM1_Level13
ru5p-D,0.0,Standard,140826_CM1_Level13
2obut,0.0,Standard,140826_CM1_Level13
2obut,0.0,Standard,140826_CM1_Level13
f1p,0.0004,Standard,140826_CM1_Level13
f1p,0.0004,Standard,140826_CM1_Level13
ru5p-D,0.0,Standard,140826_CM1_Level13
ru5p-D,0.0,Standard,140826_CM1_Level13
dcmp,0.0,Standard,140826_CM1_Level13
dcmp,0.0,Standard,140826_CM1_Level13
ump,0.0,Standard,140826_CM1_Level13
ump,0.0,Standard,140826_CM1_Level13
dhap,0.0,Standard,140826_CM1_Level13
dhap,0.0,Standard,140826_CM1_Level13
dump,0.0,Standard,140826_CM1_Level13
dump,0.0,Standard,140826_CM1_Level13
dimp,0.0,Standard,140826_CM1_Level13
dimp,0.0,Standard,140826_CM1_Level13
35cgmp,0.0,Standard,140826_CM1_Level13
35cgmp,0.0,Standard,140826_CM1_Level13
dgmp,0.0,Standard,140826_CM1_Level13
dgmp,0.0,Standard,140826_CM1_Level13
dtmp,0.0,Standard,140826_CM1_Level13
ribflv,0.0,Standard,140826_CM1_Level13
amp,0.0,Standard,140826_CM1_Level13
amp,0.0,Standard,140826_CM1_Level13
gmp,0.0,Standard,140826_CM1_Level13
gmp,0.0,Standard,140826_CM1_Level13
imp,0.0,Standard,140826_CM1_Level13
imp,0.0,Standard,140826_CM1_Level13
camp,0.0,Standard,140826_CM1_Level13
camp,0.0,Standard,140826_CM1_Level13
gthox,0.0,Standard,140826_CM1_Level13
gthox,0.0,Standard,140826_CM1_Level13
btn,0.0,Standard,140826_CM1_Level13
btn,0.0,Standard,140826_CM1_Level13
mmal,0.0,Standard,140826_CM1_Level13
mmal,0.0,Standard,140826_CM1_Level13
succ,0.0,Standard,140826_CM1_Level13
succ,0.0,Standard,140826_CM1_Level13
mal-L,0.0,Standard,140826_CM1_Level13
glutacon,0.0,Standard,140826_CM1_Level13
fum,0.0,Standard,140826_CM1_Level13
udpg,0.0,Standard,140826_CM1_Level13
damp,0.0,Standard,140826_CM1_Level13
damp,0.0,Standard,140826_CM1_Level13
oxa,0.0,Standard,140826_CM1_Level13
oxa,0.0,Standard,140826_CM1_Level13
actp,0.0,Standard,140826_CM1_Level13
actp,0.0,Standard,140826_CM1_Level13
akg,0.0,Standard,140826_CM1_Level13
oaa,0.0,Standard,140826_CM1_Level13
dtdpglu,0.0,Standard,140826_CM1_Level13
dtdpglu,0.0,Standard,140826_CM1_Level13
nadh,0.0008,Standard,140826_CM1_Level13
nadh,0.0008,Standard,140826_CM1_Level13
adpglc,0.0,Standard,140826_CM1_Level13
adpglc,0.0,Standard,140826_CM1_Level13
chor,0.0,Standard,140826_CM1_Level13
fol,0.0,Standard,140826_CM1_Level13
fol,0.0,Standard,140826_CM1_Level13
dgdp,0.0,Standard,140826_CM1_Level13
dgdp,0.0,Standard,140826_CM1_Level13
gdp,0.0,Standard,140826_CM1_Level13
gdp,0.0,Standard,140826_CM1_Level13
6pgc,0.0008,Standard,140826_CM1_Level13
Pool_2pg_3pg,0.002,Standard,140826_CM1_Level13
Pool_2pg_3pg,0.002,Standard,140826_CM1_Level13
dcdp,0.0,Standard,140826_CM1_Level13
dcdp,0.0,Standard,140826_CM1_Level13
adp,0.0,Standard,140826_CM1_Level13
adp,0.0,Standard,140826_CM1_Level13
2mcit,0.0,Standard,140826_CM1_Level13
2mcit,0.0,Standard,140826_CM1_Level13
udp,0.0,Standard,140826_CM1_Level13
udp,0.0,Standard,140826_CM1_Level13
acon-C,0.0,Standard,140826_CM1_Level13
acon-C,0.0,Standard,140826_CM1_Level13
nadp,0.0,Standard,140826_CM1_Level13
nadp,0.0,Standard,140826_CM1_Level13
pep,0.004,Standard,140826_CM1_Level13
pep,0.004,Standard,140826_CM1_Level13
dadp,0.0,Standard,140826_CM1_Level13
dadp,0.0,Standard,140826_CM1_Level13
cit,0.0,Standard,140826_CM1_Level13
cit,0.0,Standard,140826_CM1_Level13
icit,0.0,Standard,140826_CM1_Level13
icit,0.0,Standard,140826_CM1_Level13
fad,0.0,Standard,140826_CM1_Level13
fad,0.0,Standard,140826_CM1_Level13
fdp,0.0,Standard,140826_CM1_Level13
fdp,0.0,Standard,140826_CM1_Level13
udpglcur,0.0,Standard,140826_CM1_Level13
udpglcur,0.0,Standard,140826_CM1_Level13
dgtp,0.0,Standard,140826_CM1_Level13
ctp,0.0002,Standard,140826_CM1_Level13
ctp,0.0002,Standard,140826_CM1_Level13
dctp,0.002,Standard,140826_CM1_Level13
dctp,0.002,Standard,140826_CM1_Level13
ditp,0.004,Standard,140826_CM1_Level13
ditp,0.004,Standard,140826_CM1_Level13
dutp,0.02,Standard,140826_CM1_Level13
dutp,0.02,Standard,140826_CM1_Level13
itp,0.0004,Standard,140826_CM1_Level13
itp,0.0004,Standard,140826_CM1_Level13
utp,0.0008,Standard,140826_CM1_Level13
utp,0.0008,Standard,140826_CM1_Level13
23dpg,0.0,Standard,140826_CM1_Level13
23dpg,0.0,Standard,140826_CM1_Level13
atp,0.004,Standard,140826_CM1_Level13
atp,0.004,Standard,140826_CM1_Level13
datp,0.004,Standard,140826_CM1_Level13
datp,0.004,Standard,140826_CM1_Level13
dttp,0.0004,Standard,140826_CM1_Level13
dttp,0.0004,Standard,140826_CM1_Level13
gtp,0.004,Standard,140826_CM1_Level13
gtp,0.004,Standard,140826_CM1_Level13
prpp,0.0,Standard,140826_CM1_Level13
prpp,0.0,Standard,140826_CM1_Level13
nadph,0.0004,Standard,140826_CM1_Level13
nadph,0.0004,Standard,140826_CM1_Level13
phpyr,0.0,Standard,140826_CM1_Level13
phpyr,0.0,Standard,140826_CM1_Level13
coa,0.0,Standard,140826_CM1_Level13
accoa,0.0,Standard,140826_CM1_Level13
malcoa,0.0,Standard,140826_CM1_Level13
succoa,0.0,Standard,140826_CM1_Level13
arg-L,0.0,Standard,140826_CM1_Level12
orn,0.0,Standard,140826_CM1_Level12
his-L,0.0,Standard,140826_CM1_Level12
his-L,0.0,Standard,140826_CM1_Level12
asn-L,0.0,Standard,140826_CM1_Level12
asn-L,0.0,Standard,140826_CM1_Level12
ser-L,0.0,Standard,140826_CM1_Level12
ser-L,0.0,Standard,140826_CM1_Level12
citr-L,0.0,Standard,140826_CM1_Level12
gln-L,0.0,Standard,140826_CM1_Level12
gln-L,0.0,Standard,140826_CM1_Level12
Hexose_Pool_fru_glc-D,0.02,Standard,140826_CM1_Level12
Hexose_Pool_fru_glc-D,0.02,Standard,140826_CM1_Level12
Lcystin,0.0,Standard,140826_CM1_Level12
thr-L,0.0,Standard,140826_CM1_Level12
ala-L,0.0,Standard,140826_CM1_Level12
ala-L,0.0,Standard,140826_CM1_Level12
cytd,0.002,Standard,140826_CM1_Level12
ura,0.08,Standard,140826_CM1_Level12
AICAr,0.0004,Standard,140826_CM1_Level12
met-L,0.0,Standard,140826_CM1_Level12
uri,0.008,Standard,140826_CM1_Level12
uri,0.008,Standard,140826_CM1_Level12
gua,0.008,Standard,140826_CM1_Level12
hxan,8e-05,Standard,140826_CM1_Level12
tyr-L,0.0,Standard,140826_CM1_Level12
tyr-L,0.0,Standard,140826_CM1_Level12
xan,0.0016,Standard,140826_CM1_Level12
ins,0.004,Standard,140826_CM1_Level12
ins,0.004,Standard,140826_CM1_Level12
gsn,0.0004,Standard,140826_CM1_Level12
gsn,0.0004,Standard,140826_CM1_Level12
thym,0.004,Standard,140826_CM1_Level12
ade,0.008,Standard,140826_CM1_Level12
ade,0.008,Standard,140826_CM1_Level12
gam6p,0.008,Standard,140826_CM1_Level12
gam6p,0.008,Standard,140826_CM1_Level12
adn,0.04,Standard,140826_CM1_Level12
phe-L,0.0,Standard,140826_CM1_Level12
phe-L,0.0,Standard,140826_CM1_Level12
asp-L,0.0,Standard,140826_CM1_Level12
asp-L,0.0,Standard,140826_CM1_Level12
glu-L,0.0,Standard,140826_CM1_Level12
glu-L,0.0,Standard,140826_CM1_Level12
skm,0.0,Standard,140826_CM1_Level12
skm,0.0,Standard,140826_CM1_Level12
glx,0.0,Standard,140826_CM1_Level12
glyclt,0.0,Standard,140826_CM1_Level12
glyclt,0.0,Standard,140826_CM1_Level12
trp-L,0.0,Standard,140826_CM1_Level12
trp-L,0.0,Standard,140826_CM1_Level12
5oxpro,0.0,Standard,140826_CM1_Level12
5oxpro,0.0,Standard,140826_CM1_Level12
lac-L,0.0,Standard,140826_CM1_Level12
lac-L,0.0,Standard,140826_CM1_Level12
urate,0.00016,Standard,140826_CM1_Level12
urate,0.00016,Standard,140826_CM1_Level12
gthrd,0.04,Standard,140826_CM1_Level12
gthrd,0.04,Standard,140826_CM1_Level12
nad,0.0,Standard,140826_CM1_Level12
nad,0.0,Standard,140826_CM1_Level12
pyr,0.0,Standard,140826_CM1_Level12
pyr,0.0,Standard,140826_CM1_Level12
f6p,0.0,Standard,140826_CM1_Level12
f6p,0.0,Standard,140826_CM1_Level12
g3p,0.0,Standard,140826_CM1_Level12
g3p,0.0,Standard,140826_CM1_Level12
g6p,0.08,Standard,140826_CM1_Level12
g6p,0.08,Standard,140826_CM1_Level12
r5p,0.0,Standard,140826_CM1_Level12
r5p,0.0,Standard,140826_CM1_Level12
s7p,0.004,Standard,140826_CM1_Level12
s7p,0.004,Standard,140826_CM1_Level12
glyc3p,0.004,Standard,140826_CM1_Level12
glyc3p,0.004,Standard,140826_CM1_Level12
r5p,0.0,Standard,140826_CM1_Level12
r5p,0.0,Standard,140826_CM1_Level12
g1p,0.0,Standard,140826_CM1_Level12
g1p,0.0,Standard,140826_CM1_Level12
cmp,0.0,Standard,140826_CM1_Level12
cmp,0.0,Standard,140826_CM1_Level12
ru5p-D,0.0,Standard,140826_CM1_Level12
ru5p-D,0.0,Standard,140826_CM1_Level12
2obut,0.0,Standard,140826_CM1_Level12
2obut,0.0,Standard,140826_CM1_Level12
f1p,0.0008,Standard,140826_CM1_Level12
f1p,0.0008,Standard,140826_CM1_Level12
ru5p-D,0.0,Standard,140826_CM1_Level12
ru5p-D,0.0,Standard,140826_CM1_Level12
dcmp,0.0,Standard,140826_CM1_Level12
dcmp,0.0,Standard,140826_CM1_Level12
ump,0.0,Standard,140826_CM1_Level12
ump,0.0,Standard,140826_CM1_Level12
dhap,0.0,Standard,140826_CM1_Level12
dhap,0.0,Standard,140826_CM1_Level12
dump,0.0,Standard,140826_CM1_Level12
dump,0.0,Standard,140826_CM1_Level12
dimp,0.0,Standard,140826_CM1_Level12
dimp,0.0,Standard,140826_CM1_Level12
35cgmp,0.0,Standard,140826_CM1_Level12
35cgmp,0.0,Standard,140826_CM1_Level12
dgmp,0.0,Standard,140826_CM1_Level12
dgmp,0.0,Standard,140826_CM1_Level12
dtmp,0.0,Standard,140826_CM1_Level12
ribflv,0.0,Standard,140826_CM1_Level12
amp,0.0,Standard,140826_CM1_Level12
amp,0.0,Standard,140826_CM1_Level12
gmp,0.0,Standard,140826_CM1_Level12
gmp,0.0,Standard,140826_CM1_Level12
imp,0.0,Standard,140826_CM1_Level12
imp,0.0,Standard,140826_CM1_Level12
camp,0.0,Standard,140826_CM1_Level12
camp,0.0,Standard,140826_CM1_Level12
gthox,0.0,Standard,140826_CM1_Level12
gthox,0.0,Standard,140826_CM1_Level12
btn,0.0,Standard,140826_CM1_Level12
btn,0.0,Standard,140826_CM1_Level12
mmal,0.0,Standard,140826_CM1_Level12
mmal,0.0,Standard,140826_CM1_Level12
succ,0.0,Standard,140826_CM1_Level12
succ,0.0,Standard,140826_CM1_Level12
mal-L,0.0,Standard,140826_CM1_Level12
glutacon,0.0,Standard,140826_CM1_Level12
fum,0.0,Standard,140826_CM1_Level12
udpg,0.0,Standard,140826_CM1_Level12
damp,0.0,Standard,140826_CM1_Level12
damp,0.0,Standard,140826_CM1_Level12
oxa,0.0,Standard,140826_CM1_Level12
oxa,0.0,Standard,140826_CM1_Level12
actp,0.0,Standard,140826_CM1_Level12
actp,0.0,Standard,140826_CM1_Level12
akg,0.0,Standard,140826_CM1_Level12
oaa,0.0,Standard,140826_CM1_Level12
dtdpglu,0.0,Standard,140826_CM1_Level12
dtdpglu,0.0,Standard,140826_CM1_Level12
nadh,0.0016,Standard,140826_CM1_Level12
nadh,0.0016,Standard,140826_CM1_Level12
adpglc,0.0,Standard,140826_CM1_Level12
adpglc,0.0,Standard,140826_CM1_Level12
chor,0.0,Standard,140826_CM1_Level12
fol,0.0,Standard,140826_CM1_Level12
fol,0.0,Standard,140826_CM1_Level12
dgdp,0.0,Standard,140826_CM1_Level12
dgdp,0.0,Standard,140826_CM1_Level12
gdp,0.0,Standard,140826_CM1_Level12
gdp,0.0,Standard,140826_CM1_Level12
6pgc,0.0016,Standard,140826_CM1_Level12
Pool_2pg_3pg,0.004,Standard,140826_CM1_Level12
Pool_2pg_3pg,0.004,Standard,140826_CM1_Level12
dcdp,0.0,Standard,140826_CM1_Level12
dcdp,0.0,Standard,140826_CM1_Level12
adp,0.0,Standard,140826_CM1_Level12
adp,0.0,Standard,140826_CM1_Level12
2mcit,0.0,Standard,140826_CM1_Level12
2mcit,0.0,Standard,140826_CM1_Level12
udp,0.0,Standard,140826_CM1_Level12
udp,0.0,Standard,140826_CM1_Level12
acon-C,0.0,Standard,140826_CM1_Level12
acon-C,0.0,Standard,140826_CM1_Level12
nadp,0.0,Standard,140826_CM1_Level12
nadp,0.0,Standard,140826_CM1_Level12
pep,0.008,Standard,140826_CM1_Level12
pep,0.008,Standard,140826_CM1_Level12
dadp,0.0,Standard,140826_CM1_Level12
dadp,0.0,Standard,140826_CM1_Level12
cit,0.0,Standard,140826_CM1_Level12
cit,0.0,Standard,140826_CM1_Level12
icit,0.0,Standard,140826_CM1_Level12
icit,0.0,Standard,140826_CM1_Level12
fad,0.0,Standard,140826_CM1_Level12
fad,0.0,Standard,140826_CM1_Level12
fdp,0.0,Standard,140826_CM1_Level12
fdp,0.0,Standard,140826_CM1_Level12
udpglcur,0.0,Standard,140826_CM1_Level12
udpglcur,0.0,Standard,140826_CM1_Level12
dgtp,0.0,Standard,140826_CM1_Level12
ctp,0.0004,Standard,140826_CM1_Level12
ctp,0.0004,Standard,140826_CM1_Level12
dctp,0.004,Standard,140826_CM1_Level12
dctp,0.004,Standard,140826_CM1_Level12
ditp,0.008,Standard,140826_CM1_Level12
ditp,0.008,Standard,140826_CM1_Level12
dutp,0.04,Standard,140826_CM1_Level12
dutp,0.04,Standard,140826_CM1_Level12
itp,0.0008,Standard,140826_CM1_Level12
itp,0.0008,Standard,140826_CM1_Level12
utp,0.0016,Standard,140826_CM1_Level12
utp,0.0016,Standard,140826_CM1_Level12
23dpg,0.0,Standard,140826_CM1_Level12
23dpg,0.0,Standard,140826_CM1_Level12
atp,0.008,Standard,140826_CM1_Level12
atp,0.008,Standard,140826_CM1_Level12
datp,0.008,Standard,140826_CM1_Level12
datp,0.008,Standard,140826_CM1_Level12
dttp,0.0008,Standard,140826_CM1_Level12
dttp,0.0008,Standard,140826_CM1_Level12
gtp,0.008,Standard,140826_CM1_Level12
gtp,0.008,Standard,140826_CM1_Level12
prpp,0.0,Standard,140826_CM1_Level12
prpp,0.0,Standard,140826_CM1_Level12
nadph,0.0008,Standard,140826_CM1_Level12
nadph,0.0008,Standard,140826_CM1_Level12
phpyr,0.0,Standard,140826_CM1_Level12
phpyr,0.0,Standard,140826_CM1_Level12
coa,0.0,Standard,140826_CM1_Level12
accoa,0.0,Standard,140826_CM1_Level12
malcoa,0.0,Standard,140826_CM1_Level12
succoa,0.0,Standard,140826_CM1_Level12
arg-L,0.0,Standard,140826_CM1_Level11
orn,0.0,Standard,140826_CM1_Level11
his-L,0.0,Standard,140826_CM1_Level11
his-L,0.0,Standard,140826_CM1_Level11
asn-L,0.0,Standard,140826_CM1_Level11
asn-L,0.0,Standard,140826_CM1_Level11
ser-L,0.0,Standard,140826_CM1_Level11
ser-L,0.0,Standard,140826_CM1_Level11
citr-L,0.0,Standard,140826_CM1_Level11
gln-L,0.0,Standard,140826_CM1_Level11
gln-L,0.0,Standard,140826_CM1_Level11
Hexose_Pool_fru_glc-D,0.05,Standard,140826_CM1_Level11
Hexose_Pool_fru_glc-D,0.05,Standard,140826_CM1_Level11
Lcystin,0.0,Standard,140826_CM1_Level11
thr-L,0.0,Standard,140826_CM1_Level11
ala-L,0.0,Standard,140826_CM1_Level11
ala-L,0.0,Standard,140826_CM1_Level11
cytd,0.005,Standard,140826_CM1_Level11
ura,0.2,Standard,140826_CM1_Level11
AICAr,0.001,Standard,140826_CM1_Level11
met-L,0.0,Standard,140826_CM1_Level11
uri,0.02,Standard,140826_CM1_Level11
uri,0.02,Standard,140826_CM1_Level11
gua,0.02,Standard,140826_CM1_Level11
hxan,0.0002,Standard,140826_CM1_Level11
tyr-L,0.0,Standard,140826_CM1_Level11
tyr-L,0.0,Standard,140826_CM1_Level11
xan,0.004,Standard,140826_CM1_Level11
ins,0.01,Standard,140826_CM1_Level11
ins,0.01,Standard,140826_CM1_Level11
gsn,0.001,Standard,140826_CM1_Level11
gsn,0.001,Standard,140826_CM1_Level11
thym,0.01,Standard,140826_CM1_Level11
ade,0.02,Standard,140826_CM1_Level11
ade,0.02,Standard,140826_CM1_Level11
gam6p,0.02,Standard,140826_CM1_Level11
gam6p,0.02,Standard,140826_CM1_Level11
adn,0.1,Standard,140826_CM1_Level11
phe-L,0.0,Standard,140826_CM1_Level11
phe-L,0.0,Standard,140826_CM1_Level11
asp-L,0.0,Standard,140826_CM1_Level11
asp-L,0.0,Standard,140826_CM1_Level11
glu-L,0.0,Standard,140826_CM1_Level11
glu-L,0.0,Standard,140826_CM1_Level11
skm,0.0,Standard,140826_CM1_Level11
skm,0.0,Standard,140826_CM1_Level11
glx,0.0,Standard,140826_CM1_Level11
glyclt,0.0,Standard,140826_CM1_Level11
glyclt,0.0,Standard,140826_CM1_Level11
trp-L,0.0,Standard,140826_CM1_Level11
trp-L,0.0,Standard,140826_CM1_Level11
5oxpro,0.0,Standard,140826_CM1_Level11
5oxpro,0.0,Standard,140826_CM1_Level11
lac-L,0.0,Standard,140826_CM1_Level11
lac-L,0.0,Standard,140826_CM1_Level11
urate,0.0004,Standard,140826_CM1_Level11
urate,0.0004,Standard,140826_CM1_Level11
gthrd,0.1,Standard,140826_CM1_Level11
gthrd,0.1,Standard,140826_CM1_Level11
nad,0.0,Standard,140826_CM1_Level11
nad,0.0,Standard,140826_CM1_Level11
pyr,0.0,Standard,140826_CM1_Level11
pyr,0.0,Standard,140826_CM1_Level11
f6p,0.0,Standard,140826_CM1_Level11
f6p,0.0,Standard,140826_CM1_Level11
g3p,0.0,Standard,140826_CM1_Level11
g3p,0.0,Standard,140826_CM1_Level11
g6p,0.2,Standard,140826_CM1_Level11
g6p,0.2,Standard,140826_CM1_Level11
r5p,0.0,Standard,140826_CM1_Level11
r5p,0.0,Standard,140826_CM1_Level11
s7p,0.01,Standard,140826_CM1_Level11
s7p,0.01,Standard,140826_CM1_Level11
glyc3p,0.01,Standard,140826_CM1_Level11
glyc3p,0.01,Standard,140826_CM1_Level11
r5p,0.0,Standard,140826_CM1_Level11
r5p,0.0,Standard,140826_CM1_Level11
g1p,0.0,Standard,140826_CM1_Level11
g1p,0.0,Standard,140826_CM1_Level11
cmp,0.0,Standard,140826_CM1_Level11
cmp,0.0,Standard,140826_CM1_Level11
ru5p-D,0.0,Standard,140826_CM1_Level11
ru5p-D,0.0,Standard,140826_CM1_Level11
2obut,0.0,Standard,140826_CM1_Level11
2obut,0.0,Standard,140826_CM1_Level11
f1p,0.002,Standard,140826_CM1_Level11
f1p,0.002,Standard,140826_CM1_Level11
ru5p-D,0.0,Standard,140826_CM1_Level11
ru5p-D,0.0,Standard,140826_CM1_Level11
dcmp,0.0,Standard,140826_CM1_Level11
dcmp,0.0,Standard,140826_CM1_Level11
ump,0.0,Standard,140826_CM1_Level11
ump,0.0,Standard,140826_CM1_Level11
dhap,0.0,Standard,140826_CM1_Level11
dhap,0.0,Standard,140826_CM1_Level11
dump,0.0,Standard,140826_CM1_Level11
dump,0.0,Standard,140826_CM1_Level11
dimp,0.0,Standard,140826_CM1_Level11
dimp,0.0,Standard,140826_CM1_Level11
35cgmp,0.0,Standard,140826_CM1_Level11
35cgmp,0.0,Standard,140826_CM1_Level11
dgmp,0.0,Standard,140826_CM1_Level11
dgmp,0.0,Standard,140826_CM1_Level11
dtmp,0.0,Standard,140826_CM1_Level11
ribflv,0.0,Standard,140826_CM1_Level11
amp,0.0,Standard,140826_CM1_Level11
amp,0.0,Standard,140826_CM1_Level11
gmp,0.0,Standard,140826_CM1_Level11
gmp,0.0,Standard,140826_CM1_Level11
imp,0.0,Standard,140826_CM1_Level11
imp,0.0,Standard,140826_CM1_Level11
camp,0.0,Standard,140826_CM1_Level11
camp,0.0,Standard,140826_CM1_Level11
gthox,0.0,Standard,140826_CM1_Level11
gthox,0.0,Standard,140826_CM1_Level11
btn,0.0,Standard,140826_CM1_Level11
btn,0.0,Standard,140826_CM1_Level11
mmal,0.0,Standard,140826_CM1_Level11
mmal,0.0,Standard,140826_CM1_Level11
succ,0.0,Standard,140826_CM1_Level11
succ,0.0,Standard,140826_CM1_Level11
mal-L,0.0,Standard,140826_CM1_Level11
glutacon,0.0,Standard,140826_CM1_Level11
fum,0.0,Standard,140826_CM1_Level11
udpg,0.0,Standard,140826_CM1_Level11
damp,0.0,Standard,140826_CM1_Level11
damp,0.0,Standard,140826_CM1_Level11
oxa,0.0,Standard,140826_CM1_Level11
oxa,0.0,Standard,140826_CM1_Level11
actp,0.0,Standard,140826_CM1_Level11
actp,0.0,Standard,140826_CM1_Level11
akg,0.0,Standard,140826_CM1_Level11
oaa,0.0,Standard,140826_CM1_Level11
dtdpglu,0.0,Standard,140826_CM1_Level11
dtdpglu,0.0,Standard,140826_CM1_Level11
nadh,0.004,Standard,140826_CM1_Level11
nadh,0.004,Standard,140826_CM1_Level11
adpglc,0.0,Standard,140826_CM1_Level11
adpglc,0.0,Standard,140826_CM1_Level11
chor,0.0,Standard,140826_CM1_Level11
fol,0.0,Standard,140826_CM1_Level11
fol,0.0,Standard,140826_CM1_Level11
dgdp,0.0,Standard,140826_CM1_Level11
dgdp,0.0,Standard,140826_CM1_Level11
gdp,0.0,Standard,140826_CM1_Level11
gdp,0.0,Standard,140826_CM1_Level11
6pgc,0.004,Standard,140826_CM1_Level11
Pool_2pg_3pg,0.01,Standard,140826_CM1_Level11
Pool_2pg_3pg,0.01,Standard,140826_CM1_Level11
dcdp,0.0,Standard,140826_CM1_Level11
dcdp,0.0,Standard,140826_CM1_Level11
adp,0.0,Standard,140826_CM1_Level11
adp,0.0,Standard,140826_CM1_Level11
2mcit,0.0,Standard,140826_CM1_Level11
2mcit,0.0,Standard,140826_CM1_Level11
udp,0.0,Standard,140826_CM1_Level11
udp,0.0,Standard,140826_CM1_Level11
acon-C,0.0,Standard,140826_CM1_Level11
acon-C,0.0,Standard,140826_CM1_Level11
nadp,0.0,Standard,140826_CM1_Level11
nadp,0.0,Standard,140826_CM1_Level11
pep,0.02,Standard,140826_CM1_Level11
pep,0.02,Standard,140826_CM1_Level11
dadp,0.0,Standard,140826_CM1_Level11
dadp,0.0,Standard,140826_CM1_Level11
cit,0.0,Standard,140826_CM1_Level11
cit,0.0,Standard,140826_CM1_Level11
icit,0.0,Standard,140826_CM1_Level11
icit,0.0,Standard,140826_CM1_Level11
fad,0.0,Standard,140826_CM1_Level11
fad,0.0,Standard,140826_CM1_Level11
fdp,0.0,Standard,140826_CM1_Level11
fdp,0.0,Standard,140826_CM1_Level11
udpglcur,0.0,Standard,140826_CM1_Level11
udpglcur,0.0,Standard,140826_CM1_Level11
dgtp,0.0,Standard,140826_CM1_Level11
ctp,0.001,Standard,140826_CM1_Level11
ctp,0.001,Standard,140826_CM1_Level11
dctp,0.01,Standard,140826_CM1_Level11
dctp,0.01,Standard,140826_CM1_Level11
ditp,0.02,Standard,140826_CM1_Level11
ditp,0.02,Standard,140826_CM1_Level11
dutp,0.1,Standard,140826_CM1_Level11
dutp,0.1,Standard,140826_CM1_Level11
itp,0.002,Standard,140826_CM1_Level11
itp,0.002,Standard,140826_CM1_Level11
