experiment_id,model_id,sample_name_abbreviation,time_point,rxn_id,dG_r_units,dG_r_lb_base,dG_r_ub_base,dG_r_lb,dG_r_ub,displacement_lb_base,displacement_lb,displacement_ub_base,displacement_ub,feasible_base,feasible
ALEWt01,iJO1366,OxicEvo09Glc,0,GK1,kJ/mol,8.057370864,8.113223615,9.520715462,9.597491554,22.7535954,40.13391686,23.25181951,41.34685103,FALSE,FALSE
ALEWt01,iJO1366,OxicEvo09Glc,0,NADTRHD,kJ/mol,-3.028658469,-2.126982463,-2.014942941,-1.915956043,0.308960497,0.457758482,0.438294802,0.475672575,TRUE,TRUE
ALEWt01,iJO1366,OxicEvo09Glc,0,IPPS,kJ/mol,-39.35062845,-39.20910716,-39.73129498,-39.44764512,2.36E-07,2.03E-07,2.49E-07,2.27E-07,TRUE,TRUE
ALEWt01,iJO1366,OxicEvo09Glc,0,H2Otpp,kJ/mol,5.93455963,5.93455963,5.93455963,5.93455963,9.988928024,9.988928024,9.988928024,9.988928024,TRUE,TRUE
ALEWt01,iJO1366,OxicEvo09Glc,0,PGMT,kJ/mol,-1.226838483,-0.807745317,0.123549947,0.125202207,0.621400582,1.049080237,0.731066298,1.049752663,TRUE,TRUE
ALEWt01,iJO1366,OxicEvo09Glc,0,PIt2rpp,kJ/mol,3015.98598,3015.98598,3015.98598,3015.98598,3.669488396,3.669488396,3.669488396,3.669488396,TRUE,TRUE
ALEWt01,iJO1366,OxicEvo09Glc,0,PPKr,kJ/mol,-26.4498004,-26.40846024,-25.85703105,-25.61698038,3.51E-05,4.42E-05,3.57E-05,4.85E-05,TRUE,TRUE
ALEWt01,iJO1366,OxicEvo09Glc,0,ADK1,kJ/mol,-5.752892098,-5.39651615,-5.195689551,-4.992214872,0.107418278,0.133328855,0.123338949,0.144275986,TRUE,TRUE
ALEWt01,iJO1366,OxicEvo09Glc,0,NDPK1,kJ/mol,-14.6850727,-14.51872015,-14.94266043,-14.93020541,0.003362712,0.003043028,0.003586802,0.003057761,TRUE,TRUE
ALEWt01,iJO1366,OxicEvo09Glc,0,SUCFUMtpp,kJ/mol,13825.23532,13825.30977,13824.37631,13824.63299,0.215322263,0.154316087,0.221629604,0.17046765,TRUE,TRUE
ALEWt01,iJO1366,OxicEvo09Glc,0,NH4tex,kJ/mol,-3457.298763,-3457.298763,-3457.298763,-3457.298763,1,1,1,1,TRUE,TRUE
ALEWt01,iJO1366,OxicEvo09Glc,0,FUMtex,kJ/mol,6914.597525,6914.597525,6914.597525,6914.597525,1,1,1,1,TRUE,TRUE
ALEWt01,iJO1366,OxicEvo09Glc,0,GF6PTA,kJ/mol,-10.5802865,-9.996624531,-9.673297489,-8.583628243,0.01652083,0.023484973,0.020717351,0.0358357,TRUE,TRUE
