sample_name_abbreviation,time_point,met_id,fragment_formula,C_pos,scan_type,theoretical,,,,,,,,,,,,,,measured,,,,,,,,,,,,,,measured_cv,,,,,,,,,,,,,,abs_difference,,,,,,,,,,,,,
,,,,,,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13
ERQC,0,s7p,C4H8O7P-,"[False, False, False, True, True, True, True]",EPI,1,0.047,0.015,0.001,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ERQC,0,ser-L,C3H6NO3-,"[True, True, True]",EPI,1,0.038,0.007,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,1,0.038,0.007,0,,,,,,,,,,
ERQC,0,ser-L,C2H4NO2-,"[True, True, False]",EPI,1,0.027,0.004,,,,,,,,,,,,0,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
ERQC,0,ser-L,C2H4N-,"[False, True, True]",EPI,1,0.026,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
ERQC,0,ser-L,C2H3O-,"[False, True, True]",EPI,1,0.022,0.002,,,,,,,,,,,,0,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
ERQC,0,succ,C4H5O4-,"[True, True, True, True]",EPI,1,0.045,0.009,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,1,0.045,0.009,0,0,,,,,,,,,
ERQC,0,thr-L,C4H8NO3-,"[True, True, True, True]",EPI,1,0.049,0.007,0,0,,,,,,,,,,1,0.034,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,0,0.015,0.007,0,0,,,,,,,,,
ERQC,0,thr-L,C4H5O3-,"[True, True, True, True]",EPI,1,0.045,0.007,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ERQC,0,thr-L,C2H4NO2-,"[True, True, False, False]",EPI,1,0.027,0.004,,,,,,,,,,,,1,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
ERQC,0,ump,C9H12N2O9P-,"[True, True, True, True, True, True, True, True, True]",EPI,1,0.11,0.024,0.002,0,0,0,0,0,0,,,,,1,0.034,0,0,0,0,0,0,0,0,,,,,0,46.646,0,0,0,0,0,0,0,0,,,,,0,0.075,0.024,0.002,0,0,0,0,0,0,,,,
ERQC,0,ump,C9H9N2O6-,"[True, True, True, True, True, True, True, True, True]",EPI,1,0.108,0.018,0.001,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ERQC,0,ump,C4H3N2O2-,"[False, False, False, False, False, True, True, True, True]",EPI,1,0.052,0.005,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ERQC,0,accoa,C23H37N7O17P3S-,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",ER,1,0.293,0.122,0.027,0.006,0.001,0,0,0,0,0,0,0,0,1,0.381,0.144,0.05,0,0,0,0,0,0,0,0,0,0,0,2.419,11.769,0,0,0,0,0,0,0,0,0,0,0,0,-0.088,-0.022,-0.023,0.006,0.001,0,0,0,0,0,0,0,0
ERQC,0,accoa,C23H36N7O14P2S-,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",ER,1,0.292,0.115,0.025,0.005,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
ERQC,0,accoa,C13H25N2O11P2S-,"[False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True]",ER,1,0.163,0.08,0.011,0.002,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
ERQC,0,accoa,C13H23N2O10P2S-,"[False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True]",ER,1,0.162,0.078,0.011,0.002,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
ERQC,0,accoa,C10H14N5O10P2-,"[True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]",ER,1,0.132,0.029,0.003,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
ERQC,0,accoa,C10H12N5O9P2-,"[True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]",ER,1,0.131,0.027,0.003,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
ERQC,0,accoa,C10H11N5O6P-,"[True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]",ER,1,0.13,0.02,0.002,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
ERQC,0,atp,C10H15N5O13P3-,"[True, True, True, True, True, True, True, True, True, True]",ER,1,0.133,0.035,0.004,0.001,0,0,0,0,0,,,,,1,0.157,0.03,0,0,0,0,0,0,0,0,,,,0,5.436,0,0,0,0,0,0,0,0,0,,,,0,-0.023,0.005,0.004,0.001,0,0,0,0,0,,,,
ERQC,0,atp,C5H4N5-,"[False, False, False, False, False, True, True, True, True, True]",ER,1,0.073,0.002,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
ERQC,0,atp,C10H14N5O10P2-,"[True, True, True, True, True, True, True, True, True, True]",ER,1,0.132,0.029,0.003,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
ERQC,0,atp,C10H12N5O9P2-,"[True, True, True, True, True, True, True, True, True, True]",ER,1,0.131,0.027,0.003,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
ERQC,0,atp,C10H11N5O6P-,"[True, True, True, True, True, True, True, True, True, True]",ER,1,0.13,0.02,0.002,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
ERQC,0,fad,C27H32N9O15P2-,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",ER,1,0.335,0.085,0.016,0.003,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.335,0.085,0.016,0.003,0,0,0,0,0,0,,,
ERQC,0,fad,C17H18N4O8P-,None,ER,1,0.204,0.036,0.005,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
ERQC,0,fad,C10H13N5O7P-,None,ER,1,0.131,0.022,0.002,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
ERQC,0,fdp,C6H13O12P2-,"[True, True, True, True, True, True]",ER,1,0.071,0.027,0.002,0,0,0,,,,,,,,1,0.208,0.152,0.137,0,0,0,,,,,,,,0,56.116,24.844,0,0,0,0,,,,,,,,0,-0.137,-0.126,-0.135,0,0,0,,,,,,,
ERQC,0,fdp,C6H9O6-,"[True, True, True, True, True, True]",ER,1,0.068,0.014,0.001,0,0,0,,,,,,,,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
ERQC,0,fdp,C6H8O7P-,"[True, True, True, True, True, True]",ER,1,0.068,0.016,0.001,0,0,0,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
ERQC,0,fdp,C6H10O8P-,"[True, True, True, True, True, True]",ER,1,0.069,0.018,0.001,0,0,0,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
ERQC,0,fdp,C4H8O6P-,"[False, False, True, True, True, True]",ER,1,0.046,0.013,0.001,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ERQC,0,fdp,C4H7O4-,"[False, True, True, True, True, False]",ER,1,0.046,0.009,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ERQC,0,glu-L,C5H8NO4-,"[True, True, True, True, True]",ER,1,0.06,0.01,0.001,0,0,,,,,,,,,1,0.091,0,0,0,0,,,,,,,,,0,21.224,0,0,0,0,,,,,,,,,0,-0.031,0.01,0.001,0,0,,,,,,,,
ERQC,0,glu-L,C5H6NO3-,"[True, True, True, True, True]",ER,1,0.06,0.008,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
ERQC,0,glu-L,C4H8NO2-,"[True, True, True, True, False]",ER,1,0.049,0.005,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ERQC,0,glu-L,C3H6NO2-,"[True, True, True, False, False]",ER,1,0.038,0.005,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
ERQC,0,glx,C2HO3-,"[True, True]",ER,1,0.023,0.006,,,,,,,,,,,,0.157,0.043,1,,,,,,,,,,,,0,0,0,,,,,,,,,,,,0.843,-0.02,-0.994,,,,,,,,,,,
ERQC,0,glx,CHO2-,"[True, False]",ER,1,0.012,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
ERQC,0,gtp,C10H15N5O14P3-,"[True, True, True, True, True, True, True, True, True, True]",ER,1,0.134,0.037,0.004,0.001,0,0,0,0,0,,,,,1,0.116,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0.017,0.037,0.004,0.001,0,0,0,0,0,,,,
ERQC,0,gtp,C5H4N5O-,"[False, False, False, False, False, True, True, True, True, True]",ER,1,0.073,0.004,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
ERQC,0,gtp,C10H14N5O11P2-,"[True, True, True, True, True, True, True, True, True, True]",ER,1,0.132,0.031,0.003,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
ERQC,0,gtp,C10H12N5O10P2-,"[True, True, True, True, True, True, True, True, True, True]",ER,1,0.132,0.029,0.003,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
ERQC,0,gtp,C10H11N5O7P-,"[True, True, True, True, True, True, True, True, True, True]",ER,1,0.131,0.022,0.002,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
ERQC,0,icit,C6H7O7-,"[True, True, True, True, True, True]",ER,1,0.068,0.016,0.001,0,0,0,,,,,,,,1,0.036,0.012,0,0,0,0,,,,,,,,0,49.873,8.435,0,0,0,0,,,,,,,,0,0.033,0.004,0.001,0,0,0,,,,,,,
ERQC,0,icit,C6H5O6-,"[True, True, True, True, True, True]",ER,1,0.068,0.014,0.001,0,0,0,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
ERQC,0,icit,C5H3O3-,"[True, True, True, True, True, False]",ER,1,0.056,0.007,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
ERQC,0,icit,C3HO3-,"[True, True, True, False, False, False]",ER,1,0.034,0.007,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
ERQC,0,icit,C3H5O2-,"[False, False, True, True, True, False]",ER,1,0.034,0.005,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
ERQC,0,mal-L,C4H5O5-,"[True, True, True, True]",ER,1,0.046,0.011,0,0,,,,,,,,,,1,0.093,0,0,0,,,,,,,,,,0,22.202,0,0,0,,,,,,,,,,0,-0.047,0.011,0,0,,,,,,,,,
ERQC,0,mal-L,C4H3O4-,"[True, True, True, True]",ER,1,0.045,0.009,0,0,,,,,,,,,,0.286,0,0.397,0.18,1,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ERQC,0,mal-L,C3H303-,"[False, True, True, True]",ER,1,0.067,0.002,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
ERQC,0,mal-L,C2H3O3-,"[True, True, False, False]",ER,1,0.023,0.006,,,,,,,,,,,,0,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
ERQC,0,pyr,C3H3O3-,"[True, True, True]",ER,1,0.034,0.007,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,1,0.034,0.007,0,,,,,,,,,,
ERQC,0,pyr,C2H3O,"[False, True, True]",ER,1,0.022,0.002,,,,,,,,,,,,0,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
ERQC,0,ser-L,C3H6NO3-,"[True, True, True]",ER,1,0.038,0.007,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,1,0.038,0.007,0,,,,,,,,,,
ERQC,0,ser-L,C2H4NO2-,"[True, True, False]",ER,1,0.027,0.004,,,,,,,,,,,,0,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
ERQC,0,ser-L,C2H4N-,"[False, True, True]",ER,1,0.026,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
ERQC,0,ser-L,C2H3O-,"[False, True, True]",ER,1,0.022,0.002,,,,,,,,,,,,0,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
ERQC,0,succ,C4H5O4-,"[True, True, True, True]",ER,1,0.045,0.009,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,1,0.045,0.009,0,0,,,,,,,,,
ERQC,0,succ,C4H3O3-,"[True, True, True, True]",ER,1,0.045,0.007,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ERQC,0,succ,C3H5O2-,"[True, True, True, False]",ER,1,0.034,0.005,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
ERQC,0,thr-L,C4H8NO3-,"[True, True, True, True]",ER,1,0.049,0.007,0,0,,,,,,,,,,1,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,0,0.049,0.007,0,0,,,,,,,,,
ERQC,0,thr-L,C4H5O3-,"[True, True, True, True]",ER,1,0.045,0.007,0,0,,,,,,,,,,0,0,0,1,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ERQC,0,thr-L,C2H4NO2-,"[True, True, False, False]",ER,1,0.027,0.004,,,,,,,,,,,,0,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
ERQC,0,ump,C9H12N2O9P-,"[True, True, True, True, True, True, True, True, True]",ER,1,0.11,0.024,0.002,0,0,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0.11,0.024,0.002,0,0,0,0,0,0,,,,
ERQC,0,ump,C9H9N2O6-,"[True, True, True, True, True, True, True, True, True]",ER,1,0.108,0.018,0.001,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ERQC,0,ump,C4H3N2O2-,"[False, False, False, False, False, True, True, True, True]",ER,1,0.052,0.005,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,6pgc,C6H12O10P-,"[True, True, True, True, True, True]",EPI,1,0.07,0.023,0.001,0,0,0,,,,,,,,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,0.07,0.023,0.001,0,0,0,,,,,,,
MRMQC,0,6pgc,C6H10O9P-,"[True, True, True, True, True, True]",EPI,1,0.069,0.021,0.001,0,0,0,,,,,,,,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,6pgc,C5H12O8P-,"[True, True, True, True, True, False]",EPI,1,0.059,0.018,0.001,0,0,,,,,,,,,1,0,1,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,6pgc,C5H12O7P-,"[True, True, True, True, True, False]",EPI,1,0.058,0.016,0.001,0,0,,,,,,,,,1,0.104,0,0,0,0,,,,,,,,,0,43.763,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,6pgc,C4H3O4-,"[True, True, True, True, False, False]",EPI,1,0.045,0.009,0,0,,,,,,,,,,1,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,accoa,C23H37N7O17P3S-,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",EPI,1,0.293,0.122,0.027,0.006,0.001,0,0,0,0,0,0,0,0,0.979,0.741,0.483,0,0,0,0,0,0,0,0,0,0,0,3.046,27.363,0,0,0,0,0,0,0,0,0,0,0,0,0.021,-0.448,-0.361,0.027,0.006,0.001,0,0,0,0,0,0,0,0
MRMQC,0,accoa,C23H36N7O14P2S-,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",EPI,1,0.292,0.115,0.025,0.005,0.001,0,0,0,0,0,0,0,0,1,0.625,0.216,0,0,0,0,0,0,0,0,0,0,0,0,26.833,6.657,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
MRMQC,0,accoa,C13H23N2O10P2S-,"[False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True]",EPI,1,0.162,0.078,0.011,0.002,0,0,0,0,0,0,0,0,,1,0.501,0.225,0,0,0,0,0,0,0,0,0,0,0,0,19.439,32.609,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
MRMQC,0,accoa,C10H14N5O10P2-,"[True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]",EPI,1,0.132,0.029,0.003,0,0,0,0,0,0,,,,,1,0.235,0.067,0,0,0,0,0,0,0,0,,,,0,2.365,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
MRMQC,0,accoa,C10H12N5O9P2-,"[True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]",EPI,1,0.131,0.027,0.003,0,0,0,0,0,0,,,,,1,0.279,0.069,0,0,0,0,0,0,0,0,,,,0,7.237,26.626,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
MRMQC,0,accoa,C10H11N5O6P-,"[True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]",EPI,1,0.13,0.02,0.002,0,0,0,0,0,,,,,,1,0.253,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
MRMQC,0,acon-C,C6H5O6-,"[True, True, True, True, True, True]",EPI,1,0.068,0.014,0.001,0,0,0,,,,,,,,1,0.067,0.02,0.001,0,0,0,,,,,,,,0,1.695,16.82,69.196,0,0,0,,,,,,,,0,0,-0.006,-0.001,0,0,0,,,,,,,
MRMQC,0,acon-C,C6HO4-,"[True, True, True, True, True, True]",EPI,1,0.067,0.01,0.001,0,0,0,,,,,,,,0,1,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,acon-C,C6H3O5-,"[True, True, True, True, True, True]",EPI,1,0.067,0.012,0.001,0,0,0,,,,,,,,1,0.068,0.02,0.001,0,0,0,,,,,,,,0,1.681,16.821,64.701,0,0,0,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,akg,C5H5O5-,"[True, True, True, True, True]",EPI,1,0.057,0.012,0.001,0,0,,,,,,,,,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,0,0.057,0.012,0.001,0,0,,,,,,,,
MRMQC,0,akg,C4H5O3-,"[False, True, True, True, True]",EPI,1,0.045,0.007,0,0,,,,,,,,,,1,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,akg,C3H3O3-,"[True, True, True, False, False]",EPI,1,0.034,0.007,0,,,,,,,,,,,1,0,0,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,akg,C2HO3-,"[True, True, False, False, False]",EPI,1,0.023,0.006,,,,,,,,,,,,0,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,amp,C10H13N5O7P-,"[True, True, True, True, True, True, True, True, True, True]",EPI,1,0.131,0.022,0.002,0,0,0,0,0,0,,,,,1,0.761,0,0,0,0,0,0,0,0,0,,,,0,22.891,0,0,0,0,0,0,0,0,0,,,,0,-0.63,0.022,0.002,0,0,0,0,0,0,,,,
MRMQC,0,amp,C5H8O7P-,"[True, True, True, True, True, False, False, False, False, False]",EPI,1,0.058,0.016,0.001,0,0,,,,,,,,,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,amp,C5H4N5-,"[False, False, False, False, False, True, True, True, True, True]",EPI,1,0.073,0.002,0,0,0,,,,,,,,,1,0.164,0,0,0,0,,,,,,,,,0,2.465,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,asp-L,C4H6NO4-,"[True, True, True, True]",EPI,1,0.049,0.009,0,0,,,,,,,,,,1,0.039,0,0,0,,,,,,,,,,0,10.431,0,0,0,,,,,,,,,,0,0.01,0.009,0,0,,,,,,,,,
MRMQC,0,asp-L,C4H6NO2-,"[True, True, True, True]",EPI,1,0.048,0.005,0,0,,,,,,,,,,1,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,asp-L,C4H3O4-,"[True, True, True, True]",EPI,1,0.045,0.009,0,0,,,,,,,,,,1,0.039,0,0,0,,,,,,,,,,0,10.431,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,asp-L,C3H6NO2-,"[True, True, True, False]",EPI,1,0.038,0.005,0,,,,,,,,,,,1,0.039,0,0,,,,,,,,,,,0,10.431,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,asp-L,C3H3O2-,"[False, True, True, True]",EPI,1,0.034,0.004,0,,,,,,,,,,,1,0.243,0,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,atp,C10H15N5O13P3-,"[True, True, True, True, True, True, True, True, True, True]",EPI,1,0.133,0.035,0.004,0.001,0,0,0,0,0,,,,,1,0.16,0,0,0,0,0,0,0,0,0,,,,0,7.551,0,0,0,0,0,0,0,0,0,,,,0,-0.027,0.035,0.004,0.001,0,0,0,0,0,,,,
MRMQC,0,atp,C5H4N5-,"[False, False, False, False, False, True, True, True, True, True]",EPI,1,0.073,0.002,0,0,0,,,,,,,,,1,0.145,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,atp,C10H14N5O10P2-,"[True, True, True, True, True, True, True, True, True, True]",EPI,1,0.132,0.029,0.003,0,0,0,0,0,0,,,,,1,0.188,0,0,0,0,0,0,0,0,0,,,,0,29.597,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
MRMQC,0,atp,C10H12N5O9P2-,"[True, True, True, True, True, True, True, True, True, True]",EPI,1,0.131,0.027,0.003,0,0,0,0,0,0,,,,,1,0.153,0,0,0,0,0,0,0,0,0,,,,0,10.772,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
MRMQC,0,atp,C10H11N5O6P-,"[True, True, True, True, True, True, True, True, True, True]",EPI,1,0.13,0.02,0.002,0,0,0,0,0,,,,,,1,0.232,0,0,0,0,0,0.133,0,0,0,,,,0,5.423,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
MRMQC,0,fdp,C6H13O12P2-,"[True, True, True, True, True, True]",EPI,1,0.071,0.027,0.002,0,0,0,,,,,,,,1,0.077,0.021,0,0,0,0,,,,,,,,0,8.308,7.86,0,0,0,0,,,,,,,,0,-0.006,0.006,0.002,0,0,0,,,,,,,
MRMQC,0,fdp,C6H9O6-,"[True, True, True, True, True, True]",EPI,1,0.068,0.014,0.001,0,0,0,,,,,,,,1,0,0,0,0,0,0.046,,,,,,,,0,0,0,0,0,0,51.878,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,fdp,C6H8O7P-,"[True, True, True, True, True, True]",EPI,1,0.068,0.016,0.001,0,0,0,,,,,,,,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,fdp,C6H10O8P-,"[True, True, True, True, True, True]",EPI,1,0.069,0.018,0.001,0,0,0,,,,,,,,1,0.059,0.019,0.074,0,0,0,,,,,,,,0,27.26,0,10.523,0,0,0,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,fdp,C4H8O6P-,"[False, False, True, True, True, True]",EPI,1,0.046,0.013,0.001,0,,,,,,,,,,1,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
