mapping_id,rxn_id,rxn_description,used_,reactants_elements_tracked,products_elements_tracked,comments_,reactants_trackedids,reactants_mapping,products_trackedids,products_mapping
central02,NTP5_Full,nucleoside-triphosphatase (CTP),FALSE,C,C,individual,1*ctp_c,abcdefghi,1*cdp_c,abcdefghi
central02,NTPP1,,TRUE,C,C,,,,,
central02,NTPP1_Full,Nucleoside triphosphate pyrophosphorylase (dgtp),FALSE,C,C,individual,1*dgtp_c,abcdefghij,1*dgmp_c,abcdefghij
central02,NTPP10,,TRUE,C,C,,,,,
central02,NTPP10_Full,Nucleoside triphosphate pyrophosphorylase (ditp),FALSE,C,C,individual,1*ditp_c,abcdefghij,1*dimp_c,abcdefghij
central02,NTPP11,,TRUE,C,C,,,,,
central02,NTPP11_Full,Nucleoside triphosphate pyrophosphorylase (xtp),FALSE,C,C,individual,1*xtp_c,abcdefghij,1*xmp_c,abcdefghij
central02,NTPP2,,TRUE,C,C,,,,,
central02,NTPP2_Full,Nucleoside triphosphate pyrophosphorylase (gtp),FALSE,C,C,individual,1*gtp_c,abcdefghij,1*gmp_c,abcdefghij
central02,NTPP3,,TRUE,C,C,,,,,
central02,NTPP3_Full,Nucleoside triphosphate pyrophosphorylase (dctp),FALSE,C,C,individual,1*dctp_c,abcdefghi,1*dcmp_c,abcdefghi
central02,NTPP4,,TRUE,C,C,,,,,
central02,NTPP4_Full,Nucleoside triphosphate pyrophosphorylase (ctp),FALSE,C,C,individual,1*ctp_c,abcdefghi,1*cmp_c,abcdefghi
central02,NTPP5,,TRUE,C,C,,,,,
central02,NTPP5_Full,Nucleoside triphosphate pyrophosphorylase (datp),FALSE,C,C,individual,1*datp_c,abcdefghij,1*damp_c,abcdefghij
central02,NTPP7,,TRUE,C,C,,,,,
central02,NTPP7_Full,Nucleoside triphosphate pyrophosphorylase (dttp),FALSE,C,C,individual,1*dttp_c,abcdefghij,1*dtmp_c,abcdefghij
central02,NTPP8,,TRUE,C,C,,,,,
central02,NTPP8_Full,Nucleoside triphosphate pyrophosphorylase (utp),FALSE,C,C,individual,1*utp_c,abcdefghi,1*ump_c,abcdefghi
central02,NTPP9,,TRUE,C,C,,,,,
central02,NTPP9_Full,Nucleoside triphosphate pyrophosphorylase (itp),FALSE,C,C,individual,1*itp_c,abcdefghij,1*imp_c,abcdefghij
central02,NTPTP1,,TRUE,C,C,,,,,
central02,NTPTP1_Full,Nucleoside triphosphate tripolyhydrolase,FALSE,C,C,individual,1*dgtp_c,abcdefghij,1*dgsn_c,abcdefghij
central02,NTPTP2,,TRUE,C,C,,,,,
central02,NTPTP2_Full,Nucleoside triphosphate tripolyhydrolase,FALSE,C,C,individual,1*gtp_c,abcdefghij,1*gsn_c,abcdefghij
central02,OAADC,,TRUE,C,C,individual,1*oaa_c,abcd,1*pyr_c+1*co2_c,abc+d
central02,OBTFL,,TRUE,C,C,individual,1*2obut_c,abcd,1*for_c+1*ppcoa_c,a+bcd
central02,PDE1,"3',5'-cyclic-nucleotide phosphodiesterase",TRUE,C,C,,,,,
central02,PDE1_Full,"3',5'-cyclic-nucleotide phosphodiesterase",FALSE,C,C,individual,1*camp_c,abcdefghij,1*amp_c,abcdefghij
central02,PDE4,"3',5'-cyclic-nucleotide phosphodiesterase",TRUE,C,C,,,,,
central02,PDE4_Full,"3',5'-cyclic-nucleotide phosphodiesterase",FALSE,C,C,individual,1*35cgmp_c,abcdefghij,1*gmp_c,abcdefghij
central02,PE160abcpp,,TRUE,C,C,individual,,,,
central02,PE161abcpp,,TRUE,C,C,individual,,,,
central02,PE181abcpp,,TRUE,C,C,individual,,,,
central02,PFK_3,phosphofructokinase (s7p),TRUE,C,C,individual,1*s7p_c,abcdefg,1*s17bp_c,abcdefg
central02,PG160abcpp,,TRUE,C,C,individual,1*pg160_c,abc,1*pg160_p,abc
central02,PG161abcpp,,TRUE,C,C,individual,1*pg161_c,abc,1*pg161_p,abc
central02,PG181abcpp,,TRUE,C,C,individual,1*pg181_c,abc,1*pg181_p,abc
central02,PMANM,,TRUE,C,C,individual,1*man1p_c,abcdef,1*man6p_c,abcdef
central02,PMANM_reverse,,TRUE,C,C,individual,1*man6p_c,abcdef,1*man1p_c,abcdef
central02,POR5_coa,pyruvate synthase,FALSE,C,C,individual,1*coa_c+1*pyr_c,ABCDEFGHIJKLMNOPQRSTU+abc,1*accoa_c+1*co2_c,ABCDEFGHIJKLMNOPQRSTUbc+a
central02,POR5,pyruvate synthase,TRUE,C,C,individual,1*pyr_c,abc,1*accoa_c+1*co2_c,bc+a
central02,POR5_reverse_coa,,FALSE,C,C,individual,1*accoa_c+1*co2_c,ABCDEFGHIJKLMNOPQRSTUab+c,1*coa_c+1*pyr_c,ABCDEFGHIJKLMNOPQRSTU+cab
central02,POR5_reverse,,TRUE,C,C,individual,1*accoa_c+1*co2_c,ab+c,1*pyr_c,cab
central02,PPAKr,,TRUE,C,C,individual,1*ppap_c,abc,1*ppa_c,abc
central02,PPAKr_reverse,,TRUE,C,C,individual,1*ppa_c,abc,1*ppap_c,abc
central02,PPCSCT_coa,,FALSE,C,C,individual,0.5*succ_c+0.5*succ_c+1*ppcoa_c,abcd+dcba+ABCDEFGHIJKLMNOPQRSTUefg,1*ppa_c+1*succoa_c,efg+ABCDEFGHIJKLMNOPQRSTUabcd
central02,PPCSCT,,TRUE,C,C,individual,0.5*succ_c+0.5*succ_c+1*ppcoa_c,abcd+dcba+efg,1*ppa_c+1*succoa_c,efg+abcd
central02,PPM,,TRUE,C,C,individual,1*r1p_c,abcde,1*r5p_c,abcde
central02,PPM,,TRUE,C,C,individual,1*r1p_c,abcde,1*r5p_c,abcde
central02,PPM_reverse,,TRUE,C,C,individual,1*r5p_c,abcde,1*r1p_c,abcde
central02,PPM_reverse,,TRUE,C,C,individual,1*r5p_c,abcde,1*r1p_c,abcde
central02,PPM2,,FALSE,C,C,not included; growth on pyrimidine deoxyribonucleoside,1*2dr1p_c,abcde,1*2dr5p_c,abcde
central02,PPM2_reverse,,FALSE,C,C,not included; growth on pyrimidine deoxyribonucleoside,1*2dr5p_c,abcde,1*2dr1p_c,abcde
central02,PTA2,,TRUE,C,C,individual,1*ppcoa_c,abc,1*ppap_c,abc
central02,PUNP1,,TRUE,C,C,individual,,,,
central02,PUNP1_Full,,FALSE,C,C,individual,1*adn_c,abcdefghij,1*ade_c+1*r1p_c,fghij+abcde
central02,PUNP1_reverse,,TRUE,C,C,individual,1*r1p_c,abcde,,
central02,PUNP1_reverse_Full,,FALSE,C,C,individual,1*ade_c+1*r1p_c,abcde+fghij,1*adn_c,abcdefghij
central02,PUNP3,,TRUE,C,C,individual,,,,
central02,PUNP3_Full,,FALSE,C,C,individual,1*gsn_c,abcdefghij,1*gua_c+1*r1p_c,fghij+abcde
central02,PUNP3_reverse,,TRUE,C,C,individual,1*r1p_c,abcde,,
central02,PUNP3_reverse_Full,,FALSE,C,C,individual,1*gua_c+1*r1p_c,abcde+fghij,1*gsn_c,abcdefghij
central02,PUNP5,,TRUE,C,C,individual,,,,
central02,PUNP5_Full,,FALSE,C,C,individual,1*ins_c,abcdefghij,1*hxan_c+1*r1p_c,fghij+abcde
central02,PUNP5_reverse,,TRUE,C,C,individual,1*r1p_c,abcde,,
central02,PUNP5_reverse_Full,,FALSE,C,C,individual,1*hxan_c+1*r1p_c,abcde+fghij,1*ins_c,abcdefghij
central02,PUNP7,,TRUE,C,C,individual,,,,
central02,PUNP7_Full,,FALSE,C,C,individual,1*xtsn_c,abcdefghij,1*r1p_c+1*xan_c,abcde+fghij
central02,PUNP7_reverse,,TRUE,C,C,individual,1*r1p_c,abcde,,
central02,PUNP7_reverse_Full,,FALSE,C,C,individual,1*r1p_c+1*xan_c,abcde+fghij,1*xtsn_c,abcdefghij
central02,PYNP2r,,TRUE,C,C,individual,,,,
central02,PYNP2r_Full,,FALSE,C,C,individual,1*uri_c,abcdefghi,1*ura_c+1*r1p_c,fghi+abcde
central02,PYNP2r_reverse,,TRUE,C,C,individual,1*r1p_c,abcde,,
central02,PYNP2r_reverse_Full,,FALSE,C,C,individual,1*ura_c+1*r1p_c,abcd+efghi,1*uri_c,abcdefghi
central02,R15BPK,,TRUE,C,C,individual,1*r15bp_c,abcde,1*prpp_c,abcde
central02,R1PK,,TRUE,C,C,individual,1*r1p_c,abcde,1*r15bp_c,abcde
central02,R5PP,,TRUE,C,C,individual,1*r5p_c,abcde,1*rib_DASH_D_c,abcde
central02,RBK,,TRUE,C,C,individual,1*rib_DASH_D_c,abcde,1*r5p_c,abcde
central02,RBP4E,,TRUE,C,C,individual,1*ru5p_DASH_L_c,abcde,1*xu5p_DASH_D_c,abcde
central02,RBP4E_reverse,,TRUE,C,C,individual,1*xu5p_DASH_D_c,abcde,1*ru5p_DASH_L_c,abcde
central02,REPHACCOAI,,FALSE,C,C,not included,,,,
central02,REPHACCOAI_reverse,,FALSE,C,C,not included,,,,
central02,RMI,,FALSE,C,C,not included; growth on L-rhamnose,1*rmn_c,abcdef,1*rml_c,abcdef
central02,RMI_reverse,,FALSE,C,C,not included; growth on L-rhamnose,1*rml_c,abcdef,1*rmn_c,abcdef
central02,RMPA,,FALSE,C,C,not included; growth on L-rhamnose,,,,
central02,RMPA_reverse,,FALSE,C,C,not included; growth on L-rhamnose,,,,
central02,RNDR1,ribonucleoside-diphosphate reductase (ADP),TRUE,C,C,individual,,,,
central02,RNDR1_Full,ribonucleoside-diphosphate reductase (ADP),FALSE,C,C,individual,1*adp_c,abcdefghij,1*dadp_c,abcdefghij
central02,RNDR1b,ribonucleoside-diphosphate reductase (ADP) (glutaredoxin),TRUE,C,C,individual,,,,
central02,RNDR1b_Full,ribonucleoside-diphosphate reductase (ADP) (glutaredoxin),FALSE,C,C,individual,1*adp_c,abcdefghij,1*dadp_c,abcdefghij
central02,RNDR2,ribonucleoside-diphosphate reductase (GDP),TRUE,C,C,individual,,,,
central02,RNDR2_Full,ribonucleoside-diphosphate reductase (GDP),FALSE,C,C,individual,1*gdp_c,abcdefghij,1*dgdp_c,abcdefghij
central02,RNDR2b,ribonucleoside-diphosphate reductase (GDP) (glutaredoxin),TRUE,C,C,individual,,,,
central02,RNDR2b_Full,ribonucleoside-diphosphate reductase (GDP) (glutaredoxin),FALSE,C,C,individual,1*gdp_c,abcdefghij,1*dgdp_c,abcdefghij
central02,RNDR3,ribonucleoside-diphosphate reductase (CDP),TRUE,C,C,individual,,,,
central02,RNDR3_Full,ribonucleoside-diphosphate reductase (CDP),FALSE,C,C,individual,1*cdp_c,abcdefghij,1*dcdp_c,abcdefghij
central02,RNDR3b,ribonucleoside-diphosphate reductase (CDP) (glutaredoxin),TRUE,C,C,individual,,,,
central02,RNDR3b_Full,ribonucleoside-diphosphate reductase (CDP) (glutaredoxin),FALSE,C,C,individual,1*cdp_c,abcdefghij,1*dcdp_c,abcdefghij
central02,RNDR4,ribonucleoside-diphosphate reductase (UDP),TRUE,C,C,individual,,,,
central02,RNDR4_Full,ribonucleoside-diphosphate reductase (UDP),FALSE,C,C,individual,1*udp_c,abcdefghi,1*dudp_c,abcdefghi
central02,RNDR4b,ribonucleoside-diphosphate reductase (UDP) (glutaredoxin),TRUE,C,C,individual,,,,
central02,RNDR4b_Full,ribonucleoside-diphosphate reductase (UDP) (glutaredoxin),FALSE,C,C,individual,1*udp_c,abcdefghi,1*dudp_c,abcdefghi
central02,RNTR1c2,ribonucleoside-triphosphate reductase (ATP) (flavodoxin),TRUE,C,C,individual,,,,
central02,RNTR1c2_Full,ribonucleoside-triphosphate reductase (ATP) (flavodoxin),FALSE,C,C,individual,1*atp_c,abcdefghij,1*datp_c,abcdefghij
central02,RNTR2c2,ribonucleoside-triphosphate reductase (GTP) (flavodoxin),TRUE,C,C,individual,,,,
central02,RNTR2c2_Full,ribonucleoside-triphosphate reductase (GTP) (flavodoxin),FALSE,C,C,individual,1*gtp_c,abcdefghij,1*dgtp_c,abcdefghij
central02,RNTR3c2,ribonucleoside-triphosphate reductase (CTP) (flavodoxin),TRUE,C,C,individual,,,,
central02,RNTR3c2_Full,ribonucleoside-triphosphate reductase (CTP) (flavodoxin),FALSE,C,C,individual,1*ctp_c,abcdefghi,1*dctp_c,abcdefghi
central02,RNTR4c2,ribonucleoside-triphosphate reductase (UTP) (flavodoxin),TRUE,C,C,individual,,,,
central02,RNTR4c2_Full,ribonucleoside-triphosphate reductase (UTP) (flavodoxin),FALSE,C,C,individual,1*utp_c,abcdefghi,1*dutp_c,abcdefghi
central02,SADH,Succinylarginine dihydrolase,TRUE,C,C,individual,,,,
central02,SBTPD,,FALSE,C,C,not included; growth on Sorbitol,1*sbt6p_c,abcdef,1*f6p_c,abcdef
central02,SBTPD_reverse,,FALSE,C,C,not included; growth on Sorbitol,1*f6p_c,abcdef,1*sbt6p_c,abcdef
central02,SERD_D,,TRUE,C,C,individual,1*ser_DASH_D_c,abc,1*pyr_c,abc
central02,SGDS,Succinylglutamate desuccinylase,TRUE,C,C,individual,,,,
central02,SGSAD,Succinylglutamic semialdehyde dehydrogenase,TRUE,C,C,individual,,,,
central02,SOTA,Succinylornithine transaminase,TRUE,C,C,individual,,,,
central02,TAGURr,,FALSE,C,C,not included; growth on galacturonate,,,,
central02,TAGURr_reverse,,FALSE,C,C,not included; growth on galacturonate,,,,
central02,TGBPA,,FALSE,C,C,not included; growth on galactitol,,,,
central02,TGBPA_reverse,,FALSE,C,C,not included; growth on galactitol,,,,
central02,THFAT,,TRUE,C,C,individual,1*methf_c,a,1*5fthf_c,a
central02,THIAMIN,"['AMPMS3','PMPK','THZPSN3','TMPPP','TMPK']",TRUE,C,C,combo,1*air_c+1*amet_c,abcdefgh+123456789Aijklm,1*met_DASH_L_c+1*co_c+1*for_c,ijklm+d+f
central02,THIAMIN_ametNEG,"['AMPMS3','PMPK','THZPSN3','TMPPP','TMPK']",FALSE,C,C,combo,1*air_c,abcdefgh,1*co_c+1*for_c,d+f
central02,THRt2rpp_reverse,,TRUE,C,C,individual,1*thr_DASH_L_c,abcd,1*thr_DASH_L_p,abcd
central02,THRt4pp,,TRUE,C,C,individual,1*thr_DASH_L_p,abcd,1*thr_DASH_L_c,abcd
central02,TMDK1,thymidine kinase (ATP:thymidine),TRUE,C,C,individual,,,,
central02,TMDK1_Full,thymidine kinase (ATP:thymidine),FALSE,C,C,individual,1*atp_c+1*thymd_c,abcdefghij+klmnopqrst,1*adp_c+1*dtmp_c,abcdefghij+klmnopqrst
central02,TRE6PH,,TRUE,C,C,individual,1*tre6p_c,abcdefghijkl,1*g6p_c+1*glc_DASH_D_c,abcdef+ghijkl
central02,TRE6PP,,TRUE,C,C,individual,1*tre6p_c,abcdefghijkl,1*tre_c,abcdefghijkl
central02,TRE6PS,,TRUE,C,C,individual,1*g6p_c+1*udpg_c,abcdef+ghijklmnopqrstu,1*tre6p_c+1*udp_c,abcdefghijkl+mnopqrstu
central02,TREH,,TRUE,C,C,individual,1*tre_c,abcdefghijkl,1*glc_DASH_D_c+1*glc_DASH_D_c,abcdef+ghijkl
central02,TRSARr_reverse,,TRUE,C,C,individual,1*glyc_DASH_R_c,abc,1*2h3oppan_c,abc
central02,UDPG4E,,TRUE,C,C,individual,1*udpg_c,abcdefghijklmno,1*udpgal_c,abcdefghijklmno
central02,UDPG4E_reverse,,TRUE,C,C,individual,1*udpgal_c,abcdefghijklmno,1*udpg_c,abcdefghijklmno
central02,UGLT,,TRUE,C,C,individual,1*udpg_c+1*gal1p_c,abcdefghijklmno+pqrstu,1*udpgal_c+1*g1p_c,abcdefghipqrstu+jklmno
central02,UGLT_reverse,,TRUE,C,C,individual,1*udpgal_c+1*g1p_c,abcdefghijklmno+pqrstu,1*udpg_c+1*gal1p_c,abcdefghipqrstu+jklmno
central02,UMPK_reverse,,TRUE,C,C,individual,,,,
central02,UMPK_reverse_Full,,FALSE,C,C,individual,1*udp_c+1*adp_c,abcdefghi+jklmnopqrs,1*ump_c+1*atp_c,abcdefghi+jklmnopqrs
central02,UPPRT,,TRUE,C,C,individual,1*prpp_c,abcde,,
central02,UPPRT_Full,,FALSE,C,C,individual,1*ura_c+1*prpp_c,abcd+efghi,1*ump_c,abcdefghi
central02,URIH,,TRUE,C,C,individual,,,,
central02,URIK2,uridine kinase (GTP:Uridine),TRUE,C,C,individual,,,,
central02,URIK2_Full,uridine kinase (GTP:Uridine),FALSE,C,C,individual,1*gtp_c+1*uri_c,abcdefghij+klmnopqrs,1*gdp_c+1*ump_c,abcdefghij+klmnopqrs
central02,VITB6,"['E4PD','PERD','OHPBAT','PDX5PS','PDX5PO2']",TRUE,C,C,combo,1*e4p_c+1*glu_DASH_L_c,abcd+efghi,1*akg_c+1*co2_c,efghi+a
central02,VPAMTr,Valine-pyruvate aminotransferase,TRUE,C,C,individual,1*3mob_c+1*ala_DASH_L_c,abcde+fgh,1*pyr_c+1*val_DASH_L_c,fgh+abcde
central02,VPAMTr_reverse,,TRUE,C,C,individual,1*pyr_c+1*val_DASH_L_c,abc+defgh,1*3mob_c+1*ala_DASH_L_c,defgh+abc
central02,XPPT,,TRUE,C,C,individual,1*prpp_c,abcde,,
central02,XPPT_Full,,FALSE,C,C,individual,1*xan_c+1*prpp_c,abcde+fghij,1*xmp_c,abcdefghij
central02,XTSNH,Xanthosine hydrolase,TRUE,C,C,individual,,,,
central02,XTSNH_Full,Xanthosine hydrolase,FALSE,C,C,individual,1*xtsn_c,abcdefghij,1*rib_DASH_D_c+1*xan_c,abcde+fghij
central02,XYLI1,,TRUE,C,C,individual,1*xyl_DASH_D_c,abcde,1*xylu_DASH_D_c,abcde
central02,XYLI1_reverse,,TRUE,C,C,individual,1*xylu_DASH_D_c,abcde,1*xyl_DASH_D_c,abcde
central02,XYLI2,,TRUE,C,C,individual,1*glc_DASH_D_c,abcdef,1*fru_c,abcdef
central02,XYLI2_reverse,,TRUE,C,C,individual,1*fru_c,abcdef,1*glc_DASH_D_c,abcdef
central02,NTPP6,,TRUE,C,C,modified,,,,
central02,NTPP6_Full,,FALSE,C,C,modified,1*atp_c,abcdefghij,1*amp_c,abcdefghij
central02,OCBT,,TRUE,C,C,individual,1*cbp_c+1*orn_c,a+bcdef,1*citr_DASH_L_c,bcdefa
central02,OCBT_reverse,,TRUE,C,C,individual,1*citr_DASH_L_c,bcdefa,1*cbp_c+1*orn_c,a+bcdef
central02,OMCDC,,TRUE,C,C,individual,1*3c4mop_c,abcdefg,1*4mop_c+1*co2_c,abcdeg+f
central02,ORNDC,,TRUE,C,C,individual,1*orn_c,abcde,1*co2_c+0.5*ptrc_c+0.5*ptrc_c,a+bcde+edcb
central02,P5CD,,TRUE,C,C,individual,1*1pyr5c_c,abcde,1*glu_DASH_L_c,abcde
central02,P5CR,,TRUE,C,C,individual,1*1pyr5c_c,abcde,1*pro_DASH_L_c,abcde
central02,PDH_coa,,FALSE,C,C,individual,1*coa_c+1*pyr_c,ABCDEFGHIJKLMNOPQRSTU+abc,1*accoa_c+1*co2_c,ABCDEFGHIJKLMNOPQRSTUbc+a
central02,PDH,,TRUE,C,C,individual,1*pyr_c,abc,1*accoa_c+1*co2_c,bc+a
central02,PFK,,TRUE,C,C,individual,1*f6p_c,abcdef,1*fdp_c,abcdef
central02,PFL_coa,,FALSE,C,C,individual,1*coa_c+1*pyr_c,ABCDEFGHIJKLMNOPQRSTU+abc,1*accoa_c+1*for_c,ABCDEFGHIJKLMNOPQRSTUbc+a
central02,PFL,,TRUE,C,C,individual,1*pyr_c,abc,1*accoa_c+1*for_c,bc+a
central02,PGI,,TRUE,C,C,individual,1*g6p_c,abcdef,1*f6p_c,abcdef
central02,PGI_reverse,,TRUE,C,C,individual,1*f6p_c,abcdef,1*g6p_c,abcdef
central02,PGK,,TRUE,C,C,individual,1*3pg_c,abc,1*13dpg_c,abc
central02,PGK_reverse,,TRUE,C,C,individual,1*13dpg_c,abc,1*3pg_c,abc
central02,PGL,,TRUE,C,C,individual,1*6pgl_c,abcdef,1*6pgc_c,abcdef
central02,PGM,,TRUE,C,C,individual,1*2pg_c,abc,1*3pg_c,abc
central02,PGM_reverse,,TRUE,C,C,individual,1*3pg_c,abc,1*2pg_c,abc
central02,PGMT,,TRUE,C,C,individual,1*g1p_c,abcdef,1*g6p_c,abcdef
central02,PGMT_reverse,,TRUE,C,C,individual,1*g6p_c,abcdef,1*g1p_c,abcdef
central02,PHETA1,,TRUE,C,C,individual,1*akg_c+1*phe_DASH_L_c,abcde+fghijklmn,1*glu_DASH_L_c+0.5*phpyr_c+0.5*phpyr_c,abcde+fghijklmn+fghinmlkj
central02,PHETA1_reverse,,TRUE,C,C,individual,1*glu_DASH_L_c+0.5*phpyr_c+0.5*phpyr_c,abcde+fghijklmn+fghinmlkj,1*akg_c+1*phe_DASH_L_c,abcde+fghijklmn
central02,POX,,TRUE,C,C,individual,1*pyr_c,abc,1*ac_c+1*co2_c,bc+a
central02,PPC,,TRUE,C,C,individual,1*co2_c+1*pep_c,a+bcd,1*oaa_c,bcda
central02,PPCK,,TRUE,C,C,individual,1*oaa_c,abcd,1*co2_c+1*pep_c,d+abc
central02,PPND,,TRUE,C,C,individual,1*pphn_c,abcdefghij,0.5*34hpp_c+0.5*34hpp_c+1*co2_c,abcdefghi+abcdihgfe+j
central02,PPNDH,,TRUE,C,C,individual,1*pphn_c,abcdefghij,1*co2_c+0.5*phpyr_c+0.5*phpyr_c,j+abcdefghi+abcdihgfe
central02,PPS,,TRUE,C,C,individual,1*pyr_c,abc,1*pep_c,abc
central02,PROD2,,TRUE,C,C,individual,1*pro_DASH_L_c,abcde,1*1pyr5c_c,abcde
central02,PRPPS,,TRUE,C,C,individual,1*r5p_c,abcde,1*prpp_c,abcde
central02,PRPPS_reverse,,TRUE,C,C,individual,1*prpp_c,abcde,1*r5p_c,abcde
central02,PSCVT,,TRUE,C,C,individual,1*pep_c+1*skm5p_c,abc+defghij,1*3psme_c,defghijbac
central02,PSCVT_reverse,,TRUE,C,C,individual,1*3psme_c,defghijbac,1*pep_c+1*skm5p_c,abc+defghij
central02,PTAr_coa,,FALSE,C,C,individual,1*accoa_c,ABCDEFGHIJKLMNOPQRSTUab,1*actp_c+1*coa_c,ab+ABCDEFGHIJKLMNOPQRSTU
central02,PTAr,,TRUE,C,C,individual,1*accoa_c,ab,1*actp_c,ab
central02,PTAr_reverse_coa,,FALSE,C,C,individual,1*actp_c+1*coa_c,ab+ABCDEFGHIJKLMNOPQRSTU,1*accoa_c,ABCDEFGHIJKLMNOPQRSTUab
central02,PTAr_reverse,,TRUE,C,C,individual,1*actp_c,ab,1*accoa_c,ab
central02,PYK,,TRUE,C,C,individual,1*pep_c,abc,1*pyr_c,abc
central02,PYRt2rpp,,TRUE,C,C,individual,1*pyr_p,abc,1*pyr_c,abc
central02,PYRtex,,TRUE,C,C,individual,1*pyr_p,abc,1*pyr_e,abc
central02,PYRt2rpp_reverse,,TRUE,C,C,individual,1*pyr_c,abc,1*pyr_p,abc
central02,PYRtex_reverse,,TRUE,C,C,individual,1*pyr_e,abc,1*pyr_p,abc
central02,ACONTa,,TRUE,C,C,individual,1*cit_c,abcdef,1*acon_DASH_C_c,abcdef
central02,ACONTb,,TRUE,C,C,individual,1*acon_DASH_C_c,abcdef,1*icit_c,abcdef
central02,ACONTa_reverse,,TRUE,C,C,individual,1*acon_DASH_C_c,abcdef,1*cit_c,abcdef
central02,ACONTb_reverse,,TRUE,C,C,individual,1*icit_c,abcdef,1*acon_DASH_C_c,abcdef
central02,FUM,,TRUE,C,C,individual,0.5*fum_c+0.5*fum_c,abcd+dcba,1*mal_DASH_L_c,abcd
central02,FUMtex,,TRUE,C,C,individual,1*fum_e,abcd,1*fum_p,abcd
central02,FUM_reverse,,TRUE,C,C,individual,1*mal_DASH_L_c,abcd,0.5*fum_c+0.5*fum_c,abcd+dcba
central02,RPE,,TRUE,C,C,individual,1*ru5p_DASH_D_c,abcde,1*xu5p_DASH_D_c,abcde
central02,RPE_reverse,,TRUE,C,C,individual,1*xu5p_DASH_D_c,abcde,1*ru5p_DASH_D_c,abcde
central02,RPI,,TRUE,C,C,individual,1*r5p_c,abcde,1*ru5p_DASH_D_c,abcde
central02,RPI_reverse,,TRUE,C,C,individual,1*ru5p_DASH_D_c,abcde,1*r5p_c,abcde
central02,SDPDS,,TRUE,C,C,individual,1*sl26da_c,abcdefghijk,0.5*26dap_DASH_LL_c+0.5*26dap_DASH_LL_c+0.5*succ_c+0.5*succ_c,abcdefg+gfedcba+hijk+kjih
central02,SDPTA,,TRUE,C,C,individual,1*akg_c+1*sl26da_c,abcde+fghijklmnop,1*glu_DASH_L_c+1*sl2a6o_c,abcde+fghijklmnop
central02,SDPTA_reverse,,TRUE,C,C,individual,1*glu_DASH_L_c+1*sl2a6o_c,abcde+fghijklmnop,1*akg_c+1*sl26da_c,abcde+fghijklmnop
central02,SERAT_coa,,FALSE,C,C,individual,1*accoa_c+1*ser_DASH_L_c,ABCDEFGHIJKLMNOPQRSTUab+cde,1*acser_c+1*coa_c,cdeab+ABCDEFGHIJKLMNOPQRSTU
central02,SERAT,,TRUE,C,C,individual,1*accoa_c+1*ser_DASH_L_c,ab+cde,1*acser_c,cdeab
central02,SERAT_reverse_coa,,FALSE,C,C,individual,1*acser_c+1*coa_c,cdeab+ABCDEFGHIJKLMNOPQRSTU,1*accoa_c+1*ser_DASH_L_c,ABCDEFGHIJKLMNOPQRSTUab+cde
central02,SERAT_reverse,,TRUE,C,C,individual,1*acser_c,cdeab,1*accoa_c+1*ser_DASH_L_c,ab+cde
central02,SERD_L,,TRUE,C,C,individual,1*ser_DASH_L_c,abc,1*pyr_c,abc
central02,SHK3Dr,,TRUE,C,C,individual,1*3dhsk_c,abcdefg,1*skm_c,abcdefg
central02,SHK3Dr_reverse,,TRUE,C,C,individual,1*skm_c,abcdefg,1*3dhsk_c,abcdefg
central02,SHKK,,TRUE,C,C,individual,1*skm_c,abcdefg,1*skm5p_c,abcdefg
central02,SSALx,,TRUE,C,C,individual,1*sucsal_c,abcd,0.5*succ_c+0.5*succ_c,abcd+dcba
central02,SSALy,,TRUE,C,C,individual,1*sucsal_c,abcd,0.5*succ_c+0.5*succ_c,abcd+dcba
central02,SUCASPtpp,,TRUE,C,C,individual,1*succ_c+1*asp_DASH_L_p,abcd+efgh,0.5*succ_p+0.5*succ_p+1*asp_DASH_L_c,abcd+abcd+efgh
central02,SUCDi,,TRUE,C,C,individual,1*succ_c,abcd,0.5*fum_c+0.5*fum_c,abcd+dcba
central02,SUCCt2_2pp,,TRUE,C,C,individual,1*succ_p,abcd,0.5*succ_c+0.5*succ_c,abcd+dcba
central02,SUCCt2_3pp,,TRUE,C,C,individual,1*succ_p,abcd,0.5*succ_c+0.5*succ_c,abcd+dcba
central02,SUCCt3pp,,TRUE,C,C,individual,1*succ_c,abcd,0.5*succ_p+0.5*succ_p,abcd+dcba
central02,SUCCtex,,TRUE,C,C,individual,1*succ_e,abcd,1*succ_p,abcd
central02,SUCFUMtpp,,TRUE,C,C,individual,1*fum_p+1*succ_c,abcd+efgh,0.5*fum_c+0.5*fum_c+0.5*succ_p+0.5*succ_p,abcd+dcba+efgh+hgfe
central02,SUCCtex_reverse,,TRUE,C,C,individual,1*succ_p,abcd,1*succ_e,abcd
central02,SUCFUMtpp_reverse,,TRUE,C,C,individual,1*fum_c+1*succ_p,abcd+efgh,0.5*fum_p+0.5*fum_p+0.5*succ_c+0.5*succ_c,abcd+dcba+efgh+hgfe
central02,SUCOAS_coa,,FALSE,C,C,individual,1*coa_c+0.5*succ_c+0.5*succ_c,ABCDEFGHIJKLMNOPQRSTU+abcd+dcba,1*succoa_c,ABCDEFGHIJKLMNOPQRSTUabcd
