rxn_id_old,rxn_id,rxn_description,include,notes,ctrack,mapping
,SUCCtex_reverse,,TRUE,individual,1 xsucc_p > 1 xsucc_e,#abcd > #abcd
SUCOAS_r,SUCOAS_reverse,,TRUE,individual,1 xsuccoa_c > 1 xsucc_c,"#abcd > #abcd,#abcd > #dcba"
TALA_r,TALA_reverse,,TRUE,individual,1 xe4p_c 1 xf6p_c > 1 xg3p_c 1 xs7p_c,#ghij #defabc > #abc #defghij
THRAr_r,THRA2i,,TRUE,individual,1 xacald_c 1 xgly_c > 1 xthr_DASH_L_c,#cd #ab > #abcd
TKT1_r,TKT1_reverse,,TRUE,individual,1 xg3p_c 1 xs7p_c > 1 xr5p_c 1 xxu5p_DASH_D_c,#hij #fgabcde > #abcde #fghij
TKT2_r,TKT2_reverse,,TRUE,individual,1 xf6p_c 1 xg3p_c > 1 xe4p_c 1 xxu5p_DASH_D_c,#efabcd #ghi > #abcd #efghi
TPI_r,TPI_reverse,,TRUE,individual,1 xg3p_c > 1 xdhap_c,#cba > #abc
TRPAS2_r,TRPAS2_reverse,,TRUE,individual,1 xindole_c 1 xpyr_c > 1 xtrp_DASH_L_c,#kdefghij #abc > #abcdefghijk
TYRTA_r,TYRTA_reverse,,TRUE,individual,1 x34hpp_c 1 xglu_DASH_L_c > 1 xakg_c 1 xtyr_DASH_L_c,"#fghijklmn #abcde > #abcde #fghijklmn,#fghinmlkj #abcde > #abcde #fghijklmn,#fghijklmn #abcde > #abcde #fghinmlkj,#fghinmlkj #abcde > #abcde #fghinmlkj"
VALTA_r,VALTA_reverse,,TRUE,individual,1 x3mob_c 1 xglu_DASH_L_c > 1 xakg_c 1 xval_DASH_L_c,#fghij #abcde > #abcde #fghij
GHMT2_r,GHMT2r_reverse,,TRUE,individual,1 xgly_c 1 xmlthf_c > 1 xser_DASH_L_c,#ab #c > #abc
CYTK1,CYTK1,,TRUE,modified,1 xatp_c 1 xcmp_c > 1 xadp_c 1 xcdp_c,#abcdefghij #klmnopqrs > #abcdefghij #klmnopqrs
NDPK2,NDPK2,,TRUE,modified,1 xatp_c 1 xudp_c > 1 xadp_c 1 xutp_c,#abcdefghij #klmnopqrs > #abcdefghij #klmnopqrs
NDPK3,NDPK3,,TRUE,modified,1 xatp_c 1 xcdp_c > 1 xadp_c 1 xctp_c,#abcdefghij #klmnopqrs > #abcdefghij #klmnopqrs
UMPK,UMPK,,TRUE,modified,1 xatp_c 1 xump_c > 1 xadp_c 1 xudp_c,#abcdefghij #klmnopqrs > #abcdefghij #klmnopqrs
GK1,GK1,,TRUE,modified,1 xatp_c 1 xgmp_c > 1 xadp_c 1 xgdp_c,#abcdefghij #klmnopqrst > #abcdefghij #klmnopqrst
NDPK1,NDPK1,,TRUE,modified,1 xatp_c 1 xgdp_c > 1 xadp_c 1 xgtp_c,#abcdefghij #klmnopqrst > #abcdefghij #klmnopqrst
ADK1,ADK1,,TRUE,modified,1 xamp_c 1 xatp_c > 1 xadp_c 1 xadp_c,"#abcdefghij #klmnopqrst > #abcdefghij #klmnopqrst,#abcdefghij #klmnopqrst > #klmnopqrst #abcdefghij"
ADK3,ADK3,,TRUE,modified,1 xamp_c 1 xgtp_c > 1 xadp_c 1 xgdp_c,#abcdefghij #klmnopqrst > #abcdefghij #klmnopqrst
NTPP6,NTPP6,,TRUE,modified,1 xatp_c > 1 xamp_c,#abcdefghij > #abcdefghij
ATPS4r,ATPS4rpp,,TRUE,modified,1 xadp_c > 1 xatp_c,#abcdefghij > #abcdefghij
CTPSYN,CTPS2,,TRUE,modified CTPSYN,1 xgln_DASH_L_c 1 xutp_c > 1 xglu_DASH_L_c 1 xctp_c ,#abcde #fghijklmn > #abcde #fghijklmn
GTHOr,GTHOr_Full,,TRUE,add glutathione synthesis,1 xgthox_c > 1 xgthrd_c 1 xgthrd_c,"#abcdefghijklmnopqrst > #abcdefghij #klmnopqrst,#abcdefghijklmnopqrst > #klmnopqrst #abcdefghij"
GTHOr_reverse,GTHOr_reverse_Full,,TRUE,add glutathione synthesis,1 xgthrd_c 1 xgthrd_c > 1 xgthox_c,"#abcdefghij #klmnopqrst > #abcdefghijklmnopqrst,#abcdefghij #klmnopqrst > #klmnopqrstabcdefghij"
GTHOr,GTHOr,,TRUE,add glutathione synthesis,,
GTHOr_reverse,GTHOr_reverse,,TRUE,add glutathione synthesis,,
,GALUi,,TRUE,individual,1 xutp_c  1 xg1p_c > 1 xudpg_c,#abcdefghi #jklmno > #abcdefghijklmno
,DXPS,,TRUE,individual,1 xpyr_c 1 xg3p_c  > 1 xco2_c,#abc #def > #a
,DXPS_Full,,TRUE,individual,1 xpyr_c 1 xg3p_c  > 1 xdxyl5p_c 1 xco2_c,#abc #def > #cbdef #a
,ICHORSi,,TRUE,individual,1 xchor_c > 1 xichor_c,#abcdefghij > #abcdefghij
,ICYSDS,,TRUE,individual,1 xcys_DASH_L_c > 1 xala_DASH_L_c,#abc > #abc
,CHRPL,,TRUE,individual,1 xchor_c > 1 xpyr_c ,#abcdefghij > #ihj
,CHRPL_Full,,TRUE,individual,1 xchor_c > 1 x4hbz_c 1 xpyr_c ,#abcdefghij > #abcdefg #ihj
,HBZOPT_Full,,TRUE,individual,1 x4hbz_c >,#abcdefg >
,ICHORT,,TRUE,individual,1 xichor_c > 1 x23ddhb_c 1 xpyr_c ,#abcdefghij > #abcdefg #ihj
,ACCOAC,,TRUE,individual,1 xhco3_c 1 xaccoa_c > 1 xmalcoa_c,#a #bc > #bca
,KAS15,,TRUE,individual,1 xaccoa_c >,#ab >
,MCOATA,,TRUE,individual,1 xmalcoa_c >,#abc >
,CLPNS160pp,,TRUE,individual,1 xpg160_p > 1 xglyc_p,"#abc > #abc,#abc > #cba"
,CLPNS161pp,,TRUE,individual,1 xpg161_p > 1 xglyc_p,"#abc > #abc,#abc > #cba"
,CLPNS181pp,,TRUE,individual,1 xpg181_p > 1 xglyc_p,"#abc > #abc,#abc > #cba"
,PG160abcpp,,TRUE,individual,1 xpg160_c > 1 xpg160_p,#abc > #abc
,PG161abcpp,,TRUE,individual,1 xpg161_c > 1 xpg161_p,#abc > #abc
,PG181abcpp,,TRUE,individual,1 xpg181_c > 1 xpg181_p,#abc > #abc
,PE160abcpp,,TRUE,individual,,
,PE161abcpp,,TRUE,individual,,
,PE181abcpp,,TRUE,individual,,
,GLYCPHOSPHOLIPID_1,"['DASYN181','AGPAT181','G3PAT181']",TRUE,combo,1 xglyc3p_c >,#abc >
,GLYCPHOSPHOLIPID_2,"['PSSA181','PSD181']",TRUE,combo,1 xser_DASH_L_c > 1 xco2_c,#abc > #a
,GLYCPHOSPHOLIPID_3,"['PGSA160','PGPP160']",TRUE,combo,1 xglyc3p_c > 1 xpg160_c ,#abc > #abc
,GLYCPHOSPHOLIPID_4,"['DASYN161','AGPAT161','G3PAT161']",TRUE,combo,1 xglyc3p_c >,#abc >
,GLYCPHOSPHOLIPID_5,"['PGSA181','PGPP181']",TRUE,combo,1 xglyc3p_c > 1 xpg181_c ,#abc > #abc
,GLYCPHOSPHOLIPID_6,"['PSD161','PSSA161']",TRUE,combo,1 xser_DASH_L_c >  1 xco2_c,#abc > #a
,GLYCPHOSPHOLIPID_7,"['PSSA160','PSD160']",TRUE,combo,1 xser_DASH_L_c >  1 xco2_c,#abc > #a
,GLYCPHOSPHOLIPID_8,"['DASYN160','AGPAT160','G3PAT160']",TRUE,combo,1 xglyc3p_c >,#abc >
,GLYCPHOSPHOLIPID_9,"['PGSA161','PGPP161']",TRUE,combo,1 xglyc3p_c > 1 xpg161_c ,#abc > #abc
,MOLYBDOPTERIN_1,"['MPTAT','MPTS','CPMPS']",TRUE,combo,,
,MOLYBDOPTERIN_2,"['MOCDS','MOGDS']",TRUE,combo,,
,MOLYBDOPTERIN_3,"['MOADSUx','MPTSS']",TRUE,combo,,
,COFACTOR_1,"['GLUTRR','G1SAT','GLUTRS']",TRUE,combo,1 xglu_DASH_L_c >,#abcde >
,COFACTOR_2,"['DHNAOT4','UPPDC1','DHNCOAT','DHNCOAS','SEPHCHCS','SUCBZS','SUCBZL','PPPGO3','FCLT','CPPPGO','SHCHCS3']",TRUE,combo,1 xakg_c 1 xichor_c  3 xfum_c >  3 xsucc_c 1 xco2_c 1 xpyr_c,"#abcde #fghijklmno #pqrs > #pqrs #a #nom,#abcde #fghijklmno #pqrs > #srqp #a #nom"
,COFACTOR_3_amet,"['TYRL','AMMQLT8','HEMEOS','UPP3MT','SHCHD2','SHCHF','ENTCS','CBLAT']",TRUE,combo,1 xamet_c 1 xtyr_DASH_L_c > 1 xmet_DASH_L_c,#123456789Aabcde #fghijklmn> #abcde
,COFACTOR_3,"['TYRL','AMMQLT8','HEMEOS','UPP3MT','SHCHD2','SHCHF','ENTCS','CBLAT']",TRUE,combo,1 xtyr_DASH_L_c >,#fghijklmn >
,VITB6,"['E4PD','PERD','OHPBAT','PDX5PS','PDX5PO2']",TRUE,combo,1 xe4p_c 1 xglu_DASH_L_c > 1 xakg_c 1 xco2_c,#abcd #efghi > #efghi #a
,THIAMIN_amet,"['AMPMS3','PMPK','THZPSN3','TMPPP','TMPK']",TRUE,combo,1 xair_c 1 xamet_c > 1 xmet_DASH_L_c 1 xco_c 1 xfor_c,#abcdefgh #123456789Aijklm > #ijklm #d #f
,THIAMIN,"['AMPMS3','PMPK','THZPSN3','TMPPP','TMPK']",TRUE,combo,1 xair_c > 1 xco_c 1 xfor_c,#abcdefgh > #d #f
,COFACTOR_4,"['I4FE4ST','I4FE4SR','I2FE2SS2']",TRUE,combo,,
,COFACTOR_5,"['BMOGDS1','BMOGDS2','BMOCOS']",TRUE,combo,,
,COFACTOR_6,"['DMPPS','GRTT','DMATT']",TRUE,combo,,
,COFACTOR_7,"['MECDPS','DXPRIi','MEPCT','CDPMEK','MECDPDH5']",TRUE,combo,,
,COFACTOR_8_amet,"['LIPOS','LIPOCT']",TRUE,combo,2 xamet_c > 2 xmet_DASH_L_c,#123456789Aabcde > #abcde
,COFACTOR_8,"['LIPOS','LIPOCT']",TRUE,combo,,
,COFACTOR_9,"['OMMBLHX','OMPHHX','OPHHX','HBZOPT','DMQMT','CHRPL','OMBZLM','OPHBDC','OHPHM']",TRUE,combo,1 xchor_c > 1 xco2_c 1 xpyr_c,#abcdefghij > #a #ihj
,COFACTOR_10,"['SERASr','DHBD','UPP3S','HMBS','ICHORT','DHBS']",TRUE,combo,1 xichor_c 1 xser_DASH_L_c > 1 xpyr_c,#abcdefghij #klm > #ihj
,COFACTOR_11,"['PMEACPE','EGMEACPR','DBTS','AOXSr2','I2FE2SR','OPMEACPD','MALCOAMT','AMAOTr','OPMEACPS','OPMEACPR','OGMEACPD','OGMEACPR','OGMEACPS','EPMEACPR','BTS5']",TRUE,combo,1 xala_DASH_L_c > 1 xco2_c,#abc > #a
,CELLENV_1,"['UAMAGS','UAPGR','UAGPT3','PAPPT3','GLUR','reverse','UAGCVT','UAMAS','UDCPDP','UGMDDS','UAAGDS']",TRUE,combo,1 xala_DASH_L_c 1 xpep_c 1 xglu_DASH_L_c > ,#abc #def #ghijk >
,CELLENV_2,"['3HAD181','3OAR181','3OAS181','EAR181x']",TRUE,combo,,
,CELLENV_3,"['3HAD160','3OAR160','EAR160x','3OAS160']",TRUE,combo,,
,CELLENV_4,"['EAR120x','3OAR120','3HAD120','3OAS120','EAR100x']",TRUE,combo,,
,CELLENV_5,"['G1PACT','UAGDP','PGAMT','reverse','GF6PTA']",TRUE,combo,1 xf6p_c 1 xgln_DASH_L_c > 1 xglu_DASH_L_c,#abcdef #ghijk > #ghijk
,CELLENV_6,"['3OAR40','EAR40x','3OAS60','3OAR60','3HAD80','3OAS80','3OAR80','EAR60x','3HAD60','EAR80x','3HAD40']",TRUE,combo,,
,CELLENV_7,"['3HAD161','EAR161x','3OAS161','3OAR161','3OAS141','3HAD141','3OAR121','EAR121x','3HAD121','EAR141x','T2DECAI','3OAR141','3OAS121']",TRUE,combo,,
,CELLENV_8,"['TDPGDH','TDPDRR','TDPDRE','G1PTT']",TRUE,combo,1 xg1p_c >,#abcdef >
,CELLENV_9,"['3OAS140','3OAR140']",TRUE,combo,,
,CELLENV_10,"['3HAD140','EAR140x']",TRUE,combo,,
,CELLENV_11,"['3OAR100','3HAD100','3OAS100']",TRUE,combo,,
,LIPOPOLYSACCHARIDE_1,"['COLIPAabcpp','COLIPAabctex','EDTXS1','EDTXS2','GALT1','GLCTR1','GLCTR2','GLCTR3','HEPK1','HEPK2','HEPT1','HEPT2','HEPT3','HEPT4','LPADSS','MOAT','MOAT2','MOAT3C','RHAT1','TDSK','USHD']",TRUE,combo,,
,LIPOPOLYSACCHARIDE_2,"['AGMHE','GMHEPAT','GMHEPK','GMHEPPA','S7PI']",TRUE,combo,1 xs7p_c >,#abcdefg >
,LIPOPOLYSACCHARIDE_3,"['U23GAAT','UHGADA','UAGAAT']",TRUE,combo,1 xpep_c >,#abc >
,LIPOPOLYSACCHARIDE_4,"['KDOPP','KDOCT2','KDOPS']",TRUE,combo,,
,A5PISO,,TRUE,individual,1 xru5p_DASH_D_c > 1 xara5p_c,#abcde > #abcde
,A5PISO_reverse,,TRUE,individual,1 xara5p_c > 1 xru5p_DASH_D_c,#abcde > #abcde
,PPM,,TRUE,individual,1 xr1p_c > 1 xr5p_c,#abcde > #abcde
,PPM_reverse,,TRUE,individual,1 xr5p_c > 1 xr1p_c,#abcde > #abcde
,A5PISO,,TRUE,individual,1 xru5p_DASH_D_c > 1 xara5p_c,#abcde > #abcde
,ACCOAL,,TRUE,individual; growth on proprionate,1 xppa_c > 1 xppcoa_c,#abc > #abc
,ALCD19,,TRUE,individual,1 xglyald_c > 1 xglyc_c,#abc > #abc
,ALDD2y,,TRUE,individual,1 xacald_c > 1 xac_c,#ab > #ab
,CYTDH,,TRUE,individual,,
,F6PP,,TRUE,individual,1 xf6p_c > 1 xfru_c,#abcdef > #abcdef
,G6PDA,,TRUE,individual,1 xgam6p_c > 1 xf6p_c,#abcdef > #abcdef
,GALKr,,TRUE,individual,1 xgal_c > 1 xgal1p_c,#abcdef > #abcdef
,GLCATr,,TRUE,individual,1 xglc_DASH_D_c 1 xaccoa_c > 1 xacglc_DASH_D_c,#abcdef #gh > #abcdefgh
,HEX4,,TRUE,individual,1 xman_c > 1 xman6p_c,#abcdef > #abcdef
,HEX7,,TRUE,individual,1 xfru_c > 1 xf6p_c,#abcdef > #abcdef
,HPYRI,,TRUE,individual,1 xhpyr_c > 1 x2h3oppan_c,#abc > #abc
,HPYRRx,,TRUE,individual,1 xhpyr_c > 1 xglyc_DASH_R_c,#abc > #abc
,HPYRRy,,TRUE,individual,1 xhpyr_c > 1 xglyc_DASH_R_c,#abc > #abc
,LCADi,,TRUE,individual,1 xlald_DASH_L_c > 1 xlac_DASH_L_c,#abc > #abc
,LCARS,,TRUE,individual,1 xlald_DASH_L_c > 1 x12ppd_DASH_S_c,#abc > #abc
,M1PD,,TRUE,individual,1 xmnl1p_c > 1 xf6p_c,#abcdef > #abcdef
,MALTATr,,TRUE,individual,1 xmalt_c 1 xaccoa_c > 1 xacmalt_c,#abcdefghijkl #mn > #abcdefghijklmn
,MAN6PI,,TRUE,individual,1 xman6p_c > 1 xf6p_c,#abcdef > #abcdef
,MANAO,,TRUE,individual,1 xmana_c > 1 xfruur_c,#abcdef > #abcdef
,MCITD,,TRUE,individual,1 x2mcit_c > 1 x2mcacn_c,#abcdefg > #abcdefg
,MCITL2,,TRUE,individual,1 xmicit_c > 1 xsucc_c 1 xpyr_c,"#abcdefg > #fcde #abg,#abcdefg > #abg #edcf"
,MCITS,,TRUE,individual,1 xoaa_c 1 xppcoa_c > 1 x2mcit_c,#abcd #efg > #efbcdag
,MICITDr,,TRUE,individual,1 x2mcacn_c > 1 xmicit_c,#abcdefg > #abcdefg
,MLTG3,,TRUE,individual,,
,MLTG4,,TRUE,individual,,
,MLTG5,,TRUE,individual,,
,MLTP1,,TRUE,individual,,
,MLTP2,,TRUE,individual,,
,MLTP3,,TRUE,individual,,
,MMCD,,TRUE,individual,1 xmmcoa_DASH_S_c > 1 xco2_c 1 xppcoa_c,#abcd > #d #abc
,MMM,,TRUE,individual,1 xsuccoa_c > 1 xmmcoa_DASH_S_c,#abcd > abcd
,MN6PP,,TRUE,individual,1 xman6p_c > 1 xman_c,#abcdef > #abcdef
,OBTFL,,TRUE,individual,1 x2obut_c > 1 xfor_c 1 xppcoa_c,#abcd > #a #bcd
,PMANM,,TRUE,individual,1 xman1p_c > 1 xman6p_c,#abcdef > #abcdef
,PPAKr,,TRUE,individual,1 xppap_c > 1 xppa_c,#abc > #abc
,PPCSCT,,TRUE,individual,1 xsucc_c 1 xppcoa_c > 1 xppa_c 1 xsuccoa_c,"#abcd #efg > #efg #abcd,#abcd #efg > #efg #dcba"
,PPM,,TRUE,individual,1 xr1p_c > 1 xr5p_c,#abcde > #abcde
,PTA2,,TRUE,individual,1 xppcoa_c > 1 xppap_c,#abc > #abc
,R15BPK,,TRUE,individual,1 xr15bp_c > 1 xprpp_c,#abcde > #abcde
,R1PK,,TRUE,individual,1 xr1p_c > 1 xr15bp_c,#abcde > #abcde
,R5PP,,TRUE,individual,1 xr5p_c > 1 xrib_DASH_D_c,#abcde > #abcde
,RBK,,TRUE,individual,1 xrib_DASH_D_c > 1 xr5p_c,#abcde > #abcde
,RBP4E,,TRUE,individual,1 xru5p_DASH_L_c > 1 xxu5p_DASH_D_c,#abcde > #abcde
,TRE6PH,,TRUE,individual,1 xtre6p_c > 1 xg6p_c 1 xglc_DASH_D_c,#abcdefghijkl > #abcdef #ghijkl
,TRE6PP,,TRUE,individual,1 xtre6p_c > 1 xtre_c,#abcdefghijkl > #abcdefghijkl
,TRE6PS,,TRUE,individual,1 xg6p_c 1 xudpg_c > 1 xtre6p_c 1 xudp_c,#abcdef #ghijklmnopqrstu > #abcdefghijkl #mnopqrstu
,TREH,,TRUE,individual,1 xtre_c > 1 xglc_DASH_D_c 1 xglc_DASH_D_c,#abcdefghijkl > #abcdef #ghijkl
,UDPG4E,,TRUE,individual,1 xudpg_c > 1 xudpgal_c,#abcdefghijklmno > #abcdefghijklmno
,UGLT,,TRUE,individual,1 xudpg_c 1 xgal1p_c > 1 xudpgal_c 1 xg1p_c,#abcdefghijklmno #pqrstu > #abcdefghipqrstu #jklmno
,URIH,,TRUE,individual,,
,XYLI1,,TRUE,individual,1 xxyl_DASH_D_c > 1 xxylu_DASH_D_c,#abcde > #abcde
,XYLI2,,TRUE,individual,1 xglc_DASH_D_c > 1 xfru_c,#abcdef > #abcdef
,A5PISO_reverse,,TRUE,individual,1 xara5p_c > 1 xru5p_DASH_D_c,#abcde > #abcde
,ALCD19_reverse,,TRUE,individual,1 xglyc_c > 1 xglyald_c,#abc > #abc
,GALKr_reverse,,TRUE,individual,1 xgal1p_c > 1 xgal_c,#abcdef > #abcdef
,GLCATr_reverse,,TRUE,individual,1 xacglc_DASH_D_c > 1 xglc_DASH_D_c 1 xaccoa_c,#abcdefgh > #abcdef #gh
,HPYRI_reverse,,TRUE,individual,1 x2h3oppan_c > 1 xhpyr_c,#abc > #abc
,LCARS_reverse,,TRUE,individual,1 x12ppd_DASH_S_c > 1 xlald_DASH_L_c,#abc > #abc
,M1PD_reverse,,TRUE,individual,1 xf6p_c > 1 xmnl1p_c,#abcdef > #abcdef
,MALTATr_reverse,,TRUE,individual,1 xacmalt_c > 1 xmalt_c 1 xaccoa_c,#abcdefghijklmn > #abcdefghijkl #mn
,MAN6PI_reverse,,TRUE,individual,1 xf6p_c > 1 xman6p_c,#abcdef > #abcdef
,MANAO_reverse,,TRUE,individual,1 xfruur_c > 1 xmana_c,#abcdef > #abcdef
,MCITL2_reverse,,TRUE,individual,1 xsucc_c 1 xpyr_c > 1 xmicit_c,"#abcd #efg > #efbcdag,#abcd #efg > #efcbadg"
,MICITDr_reverse,,TRUE,individual,1 xmicit_c > 1 x2mcacn_c,#abcdefg > #abcdefg
,MLTP1_reverse,,TRUE,individual,1 xg1p_c >,#abcdef >
,MLTP2_reverse,,TRUE,individual,1 xg1p_c >,#abcdef >
,MLTP3_reverse,,TRUE,individual,1 xg1p_c >,#abcdef >
,PMANM_reverse,,TRUE,individual,1 xman6p_c > 1 xman1p_c,#abcdef > #abcdef
,PPAKr_reverse,,TRUE,individual,1 xppa_c > 1 xppap_c,#abc > #abc
,PPM_reverse,,TRUE,individual,1 xr5p_c > 1 xr1p_c,#abcde > #abcde
,RBP4E_reverse,,TRUE,individual,1 xxu5p_DASH_D_c > 1 xru5p_DASH_L_c,#abcde > #abcde
,TRSARr_reverse,,TRUE,individual,1 xglyc_DASH_R_c > 1 x2h3oppan_c,#abc > #abc
,UDPG4E_reverse,,TRUE,individual,1 xudpgal_c > 1 xudpg_c,#abcdefghijklmno > #abcdefghijklmno
,UGLT_reverse,,TRUE,individual,1 xudpgal_c 1 xg1p_c > 1 xudpg_c 1 xgal1p_c,#abcdefghijklmno #pqrstu > #abcdefghipqrstu #jklmno
,XYLI1_reverse,,TRUE,individual,1 xxylu_DASH_D_c > 1 xxyl_DASH_D_c,#abcde > #abcde
,XYLI2_reverse,,TRUE,individual,1 xfru_c > 1 xglc_DASH_D_c,#abcdef > #abcdef
,PUNP1,,TRUE,individual,1 xadn_c > 1 xade_c 1 xr1p_c,#abcdefghij > #fghij #abcde 
,PUNP3,,TRUE,individual,1 xgsn_c > 1 xgua_c 1 xr1p_c,#abcdefghij > #fghij #abcde 
,PUNP5,,TRUE,individual,1 xins_c > 1 xhxan_c 1 xr1p_c,#abcdefghij > #fghij #abcde 
,PUNP7,,TRUE,individual,1 xxtsn_c > 1 xr1p_c 1 xxan_c,#abcdefghij > #abcde #fghij 
,PYNP2r,,TRUE,individual,1 xuri_c > 1 xura_c 1 xr1p_c,#abcdefghi > #fghi #abcde 
,UPPRT,,TRUE,individual,1 xura_c 1 xprpp_c > 1 xump_c,#abcd #efghi > #abcdefghi
,XPPT,,TRUE,individual,1 xxan_c 1 xprpp_c > 1 xxmp_c,#abcde #fghij > #abcdefghij
,PUNP1_reverse,,TRUE,individual,1 xade_c 1 xr1p_c > 1 xadn_c,#abcde #fghij > #abcdefghij 
,PUNP3_reverse,,TRUE,individual,1 xgua_c 1 xr1p_c > 1 xgsn_c,#abcde #fghij > #abcdefghij 
,PUNP5_reverse,,TRUE,individual,1 xhxan_c 1 xr1p_c > 1 xins_c,#abcde #fghij > #abcdefghij 
,PUNP7_reverse,,TRUE,individual,1 xr1p_c 1 xxan_c > 1 xxtsn_c,#abcde #fghij > #abcdefghij 
,PYNP2r_reverse,,TRUE,individual,1 xura_c 1 xr1p_c > 1 xuri_c,#abcd #efghi > #abcdefghi 
,ADPT,,TRUE,individual,1 xade_c 1 xprpp_c > 1 xamp_c,#abcde #fghij > #abcdefghij
,GUAPRT,,TRUE,individual,1 xgua_c 1 xprpp_c > 1 xgmp_c,#abcde #fghij > #abcdefghij
,HXPRT,,TRUE,individual,1 xhxan_c 1 xprpp_c > 1 ximp_c,#abcde #fghij > #abcdefghij
,5DGLCNR,,FALSE,not included; growth on L-idonate,1 x5dglcn_c > 1 xglcn_c,#abcdef > #abcdef
,ACM6PH,,FALSE,not included; growth on acmum6p,,
,ADNUC,,FALSE,not included; growth on acmum6p,,
,AGDC,,FALSE,not included; growth on acmum6p,,
,ALDD19xr,,FALSE,not included; growth on 2-phenylethylamine,,
,ALLPI,,FALSE,not included; growth on allose,1 xall6p_c > 1 xallul6p_c,#abcdef > #abcdef
,ALLULPE,,FALSE,not included; growth on allose,1 xallul6p_c > 1 xf6p_c,#abcdef > #abcdef
,AMANAPEr,,FALSE,not included; growth on acmum6p,,
,ARAI,,FALSE,not included; growth on L-arabinose,,
,DDPGALA,,FALSE,not included; growth on D-galactonate,,
,DHACOAH,,FALSE,not included; involved in phenylacetate catabolism,,
,DRPA,,FALSE,not included; growth on pyrimidine deoxyribonucleoside,,
,FCI,,FALSE,not included; growth on L-fucose,1 xfuc_DASH_L_c > 1 xfcl_DASH_L_c,#abcdef > #abcdef
,FCLPA,,FALSE,not included; growth on psicoselysine,,
,FORCT,,FALSE,not included; oxalate-induced acid response (J Bacteriol. 2013 Apr;195(7):1446-55. doi: 10.1128/JB.01936-12. Epub 2013 Jan 18.),,
,FRULYSDG,,FALSE,not included; growth on psicoselysine,,
,FRULYSE,,FALSE,not included; growth on psicoselysine,,
,GLTPD,,FALSE,not included; growth on galactitol,,
,GUI1,,FALSE,not included; growth on glucuronate and galacturonate,1 xglcur_c > 1 xfruur_c,#abcdef > #abcdef
,GUI2,,FALSE,not included; growth on glucuronate and galacturonate,1 xgalur_c > 1 xtagur_c,#abcdef > #abcdef
,HADPCOADH3,,FALSE,not included; involved in phenylacetate catabolism,,
,IDOND,,FALSE,not included; growth on L-idonate,,
,IDOND2,,FALSE,not included; growth on L-idonate,,
,PPM2,,FALSE,not included; growth on pyrimidine deoxyribonucleoside,1 x2dr1p_c > 1 x2dr5p_c,#abcde > #abcde
,REPHACCOAI,,FALSE,not included,,
,RMI,,FALSE,not included; growth on L-rhamnose,1 xrmn_c > 1 xrml_c,#abcdef > #abcdef
,RMPA,,FALSE,not included; growth on L-rhamnose,,
,SBTPD,,FALSE,not included; growth on Sorbitol,1 xsbt6p_c > 1 xf6p_c,#abcdef > #abcdef
,TAGURr,,FALSE,not included; growth on galacturonate,,
,TGBPA,,FALSE,not included; growth on galactitol,,
,5DGLCNR_reverse,,FALSE,not included; growth on L-idonate,1 xglcn_c > 1 x5dglcn_c,#abcdef > #abcdef
,ALDD19xr_reverse,,FALSE,not included; growth on 2-phenylethylamine,,
,ALLPI_reverse,,FALSE,not included; growth on allose,1 xallul6p_c > 1 xall6p_c,#abcdef > #abcdef
,ALLULPE_reverse,,FALSE,not included; growth on allose,1 xf6p_c > 1 xallul6p_c,#abcdef > #abcdef
,AMANAPEr_reverse,,FALSE,not included; growth on acmum6p,,
,ARAI_reverse,,FALSE,not included; growth on L-arabinose,1 xrbl_DASH_L_c > 1 xarab_DASH_L_c,#abcdef > #abcdef
,DDPGALA_reverse,,FALSE,not included; growth on D-galactonate,,
,DHACOAH_reverse,,FALSE,not included; involved in phenylacetate catabolism,,
,FCI_reverse,,FALSE,not included; growth on L-fucose,1 xfcl_DASH_L_c > 1 xfuc_DASH_L_c,#abcdef > #abcdef
,FCLPA_reverse,,FALSE,not included; growth on psicoselysine,,
,FORCT_reverse,,FALSE,not included; oxalate-induced acid response (J Bacteriol. 2013 Apr;195(7):1446-55. doi: 10.1128/JB.01936-12. Epub 2013 Jan 18.),,
,FRULYSDG_reverse,,FALSE,not included; growth on psicoselysine,,
,FRULYSE_reverse,,FALSE,not included; growth on psicoselysine,,
,GLTPD_reverse,,FALSE,not included; growth on galactitol,,
,GUI1_reverse,,FALSE,not included; growth on glucuronate and galacturonate,1 xfruur_c > 1 xglcur_c,#abcdef > #abcdef
,GUI2_reverse,,FALSE,not included; growth on glucuronate and galacturonate,1 xtagur_c > 1 xgalur_c,#abcdef > #abcdef
,HADPCOADH3_reverse,,FALSE,not included; involved in phenylacetate catabolism,,
,IDOND_reverse,,FALSE,not included; growth on L-idonate,,
,PPM2_reverse,,FALSE,not included; growth on pyrimidine deoxyribonucleoside,1 x2dr5p_c > 1 x2dr1p_c,#abcde > #abcde
,REPHACCOAI_reverse,,FALSE,not included,,
,RMI_reverse,,FALSE,not included; growth on L-rhamnose,1 xrml_c > 1 xrmn_c,#abcdef > #abcdef
,RMPA_reverse,,FALSE,not included; growth on L-rhamnose,,
,SBTPD_reverse,,FALSE,not included; growth on Sorbitol,1 xf6p_c > 1 xsbt6p_c,#abcdef > #abcdef
,TAGURr_reverse,,FALSE,not included; growth on galacturonate,,
