"q1_mass","q3_mass","ms3_mass","met_name","dp","ep","ce","cxp","af","quantifier","ms_mode","ion_intensity_rank","ion_abundance","precursor_formula","product_ion_reference","product_formula","production_ion_notes","met_id","external_reference","q1_mass_units","q3_mass_units","ms3_mass_units","threshold_units","dp_units","ep_units","ce_units","cxp_units","af_units","ms_group","threshold","dwell_weight","component_name","ms_include","ms_is","precursor_fragment","product_fragment","precursor_exactmass","product_exactmass","ms_methodtype"
508,136,,"ATP",48,5.1,35.6,7.1,,,"+",,80000,"C10H17N5O13P3+","","","","atp","","Da","Da","Da","count","volts","volts","volts","volts","volts","atp",5000,1,"",f,f,"","",508.0035702,,"tuning"
508,410,,"ATP",36,13.8,24.9,21.3,,,"+",,43000,"C10H17N5O13P3+","","","","atp","","Da","Da","Da","count","volts","volts","volts","volts","volts","atp",5000,1,"",f,f,"","",508.0035702,,"tuning"
490,392,,"dATP",-12.6,-10,-33,-11.3,,,"-",3,750000,"C10H15N5O12P3-","","C10H12N5O8P2-","Loss of phosphate; loss of hydroxide","datp","","Da","Da","Da","count","volts","volts","volts","volts","volts","datp",5000,1,"",f,f,"{t,t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,t,t,t,t,t}",489.9930055,,"tuning"
306,97,,"dCMP",-56.1,-10,-29.1,-5.2,,,"-",3,98000,"C9H13N3O7P-","","H2O4P-","","dcmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dcmp",5000,1,"",f,f,"{t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f}",306.0491113,,"tuning"
259.003,79,,"D-Fructose 1-phosphate",-44,-10,-70,-9.2,,1,"-",,,"C6H12O9P-","","O3P-","","f1p","","Da","Da","Da","count","volts","volts","volts","volts","volts","f1p",5000,1,"",t,t,"","",259.0218935,,"tuning"
259.003,97,,"D-Fructose 1-phosphate",-56,-10,-20,-5.3,,2,"-",,,"C6H12O9P-","","H2O4P-","","f1p","","Da","Da","Da","count","volts","volts","volts","volts","volts","f1p",5000,1,"",t,f,"","",259.0218935,,"tuning"
306,110,,"dCMP",-46.7,-10,-30,-6,,,"-",4,44000,"C9H13N3O7P-","","C4H4N3O","Cytosine","dcmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dcmp",5000,1,"",f,f,"{t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,t,t,t,t}",306.0491113,,"tuning"
466,97,,"dCTP",-32.3,-10,-60.1,-5.2,,,"-",3,13000,"C9H15N3O13P3-","","H2O4P-","","dctp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dctp",5000,1,"",f,f,"{t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f}",465.9817721,,"tuning"
466,159,,"dCTP",-34,-10,-44,-8.4,,,"-",2,29000,"C9H15N3O13P3-","Bajad 2006","HO6P2-","","dctp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dctp",5000,1,"",f,f,"{t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f}",465.9817721,,"tuning"
426,97,,"dGDP",-17.8,-10,-31.2,-5.2,,,"-",3,17000,"C10H14N5O10P2-","","H2O4P-","","dgdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dgdp",5000,1,"",f,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",426.0215897,,"tuning"
426,159,,"dGDP",-26,-10,-32.2,-10.1,,,"-",4,22000,"C10H14N5O10P2-","Bajad 2006","HO6P2-","","dgdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dgdp",5000,1,"",f,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",426.0215897,,"tuning"
227,110,,"L-Carnosine",26,10,29.2,12,,,"+",1,260000,"","","","","carn","","Da","Da","Da","count","volts","volts","volts","volts","volts","carn",5000,1,"",f,f,"","",,,"tuning"
227,91,,"L-Carnosine",46,10,17.7,12,,,"+",2,3100000,"","","","","carn","","Da","Da","Da","count","volts","volts","volts","volts","volts","carn",5000,1,"",f,f,"","",,,"tuning"
225,97,,"L-Carnosine",-32,-10,-32.1,-7.3,,,"-",3,49000,"","","","","carn","","Da","Da","Da","count","volts","volts","volts","volts","volts","carn",5000,1,"",f,f,"","",,,"tuning"
225,110,,"L-Carnosine",-31.9,-10,-29.8,-14.7,,,"-",1,180000,"","","","","carn","","Da","Da","Da","count","volts","volts","volts","volts","volts","carn",5000,1,"",f,f,"","",,,"tuning"
506,79,,"ATP",-182,-13,-88.8,-48.3,,,"-",3,4000000,"C10H15N5O13P3-","Luo 2007","O3P-","Phosphate","atp","","Da","Da","Da","count","volts","volts","volts","volts","volts","atp",5000,1,"",f,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",505.9879201,,"tuning"
243,166,,"Biotin",-67.8,-10,-23.7,-11,,,"-",3,160000,"C10H15N2O3S-","","","","btn","","Da","Da","Da","count","volts","volts","volts","volts","volts","btn",5000,1,"",f,f,"","",243.080338,,"tuning"
245,97,,"Biotin",66.4,10,38,9.2,,,"+",2,190000,"C10H17N2O3S+","","","","btn","","Da","Da","Da","count","volts","volts","volts","volts","volts","btn",5000,1,"",f,f,"","",245.0959881,,"tuning"
786,348,,"FAD",20,10,30,17.9,,,"+",,12000,"C27H34N9O15P2+","Bajad 2006","C10H15N5O7P+","","fad","","Da","Da","Da","count","volts","volts","volts","volts","volts","fad",5000,1,"",f,f,"","",786.1649595,,"tuning"
225,154,,"L-Carnosine",-32.3,-10,-22.8,-7.43,,,"-",2,190000,"","","","","carn","","Da","Da","Da","count","volts","volts","volts","volts","volts","carn",5000,1,"",f,f,"","",,,"tuning"
173,77,,"L-Arginine",-97.7,-10,-60.7,-8.8,,,"-",3,410000,"C6H13N4O2-","","","","arg-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","arg-L",5000,1,"",f,f,"","",173.1038507,,"tuning"
563,241,,"dTDPglucose",-20,-10,-38.9,-18.7,,,"-",3,190000,"C16H25N2O16P2-","","C10H13N2O5-","C6H10O8P-","dtdpglu","","Da","Da","Da","count","volts","volts","volts","volts","volts","dtdpglu",5000,1,"",f,f,"","",563.0679308,,"tuning"
321.06,97,,"dTMP",-33.7,-10,-38,-8.7,,,"-",4,130000,"C10H14N2O8P-","","H2O4P-","","dtmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dtmp",5000,1,"",f,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",321.0487769,,"tuning"
321.06,125,,"dTMP",-47.3,-10,-30.1,-6.5,,,"-",3,230000,"C10H14N2O8P-","","C5H5N2O2","Thymine","dtmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dtmp",5000,1,"",f,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,t,t,t,t,t}",321.0487769,,"tuning"
321.06,195,,"dTMP",-47.5,-10,-23.6,-12.9,,,"-",2,380000,"C10H14N2O8P-","","C5H8O6P-","Loss of Thymine","dtmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dtmp",5000,1,"",f,f,"{t,t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,f,f,f,f,f}",321.0487769,,"tuning"
307,97,,"dUMP",-46.1,-10,-34.1,-5.2,,,"-",4,160000,"C9H12N2O8P-","","H2O4P-","","dump","","Da","Da","Da","count","volts","volts","volts","volts","volts","dump",5000,1,"",f,f,"{t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f}",307.0331269,,"tuning"
307,111,,"dUMP",-62.1,-10,-27.9,-6,,,"-",3,320000,"C9H12N2O8P-","","C4H3N2O2","Uracil","dump","","Da","Da","Da","count","volts","volts","volts","volts","volts","dump",5000,1,"",f,f,"{t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,t,t,t,t}",307.0331269,,"tuning"
467,79,,"dUTP",-20.4,-10,-97,-9.04,,,"-",4,20000,"C9H14N2O14P3-","","O3P-","","dutp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dutp",5000,1,"",f,f,"{t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f}",466.9657877,,"tuning"
259,79,,"D-Fructose 1-phosphate",-44,-10,-70,-9.2,,,"-",2,550000,"C6H12O9P-","Beuscher 2010","O3P-","","f1p","","Da","Da","Da","count","volts","volts","volts","volts","volts","f1p",5000,1,"",f,f,"","",259.0218935,,"tuning"
259,97,,"D-Fructose 1-phosphate",-56,-10,-20,-5.3,,,"-",3,450000,"C6H12O9P-","","H2O4P-","","f1p","","Da","Da","Da","count","volts","volts","volts","volts","volts","f1p",5000,1,"",f,f,"","",259.0218935,,"tuning"
259,169,,"D-Fructose 1-phosphate",-49.9,-10,-14.5,-9.4,,,"-",1,33000,"C6H12O9P-","","C3H6O6P-","","f1p","","Da","Da","Da","count","volts","volts","volts","volts","volts","f1p",5000,1,"",f,f,"","",259.0218935,,"tuning"
259,191,,"D-Fructose 1-phosphate",-31.9,-10,-13,-10,,,"-",4,12000,"C6H12O9P-","","C5H506P-","","f1p","","Da","Da","Da","count","volts","volts","volts","volts","volts","f1p",5000,1,"",f,f,"","",259.0218935,,"tuning"
259,241,,"D-Fructose 1-phosphate",-55.8,-10,-18.2,-16.9,,,"-",5,11000,"C6H12O9P-","","C6H10O8P-","","f1p","","Da","Da","Da","count","volts","volts","volts","volts","volts","f1p",5000,1,"",f,f,"","",259.0218935,,"tuning"
168,86,,"L-Cysteate",-51.7,-10,-19.9,-4.2,,,"-",4,110000,"","","","","Lcyst","","Da","Da","Da","count","volts","volts","volts","volts","volts","Lcyst",5000,1,"",f,f,"","",,,"tuning"
168,81,,"L-Cysteate",-45.4,-10,-25,-9,,,"-",1,620000,"","","","","Lcyst","","Da","Da","Da","count","volts","volts","volts","volts","volts","Lcyst",5000,1,"",f,f,"","",,,"tuning"
168,151,,"L-Cysteate",-38.8,-10,-17.5,-9.1,,,"-",2,260000,"","","","","Lcyst","","Da","Da","Da","count","volts","volts","volts","volts","volts","Lcyst",5000,1,"",f,f,"","",,,"tuning"
259,79,,"D-Fructose 6-phosphate",-45.7,-10,-66.3,-9.7,,,"-",3,700000,"C6H12O9P-","","O3P-","","f6p","","Da","Da","Da","count","volts","volts","volts","volts","volts","f6p",5000,1,"",f,f,"","",259.0218935,,"tuning"
259,97,,"D-Fructose 6-phosphate",-62.2,-10,-20,-11.9,,,"-",2,600000,"C6H12O9P-","Luo 2007","H2O4P-","","f6p","","Da","Da","Da","count","volts","volts","volts","volts","volts","f6p",5000,1,"",f,f,"","",259.0218935,,"tuning"
259,139,,"D-Fructose 6-phosphate",-54.6,-10,-20.4,-8,,,"-",4,58000,"C6H12O9P-","","C2H4O5P-","","f6p","","Da","Da","Da","count","volts","volts","volts","volts","volts","f6p",5000,1,"",f,f,"","",259.0218935,,"tuning"
259,169,,"D-Fructose 6-phosphate",-36.4,-10,-16,-9.7,,,"-",1,75000,"C6H12O9P-","Beuscher 2010","C3H6O6P-","","f6p","","Da","Da","Da","count","volts","volts","volts","volts","volts","f6p",5000,1,"",f,f,"","",259.0218935,,"tuning"
784,346,,"FAD",-20,-10,-43.6,-20.8,,,"-",3,66000,"C27H32N9O15P2-","","C10H13N5O7P-","AMP","fad","","Da","Da","Da","count","volts","volts","volts","volts","volts","fad",5000,1,"",f,f,"","",784.1493094,,"tuning"
339,80,,"D-Fructose 1,6-bisphosphate",-55.7,-10,-100.7,-9,,,"-",3,140000,"C6H13O12P2-","","","","fdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","fdp",5000,1,"",f,f,"{t,t,t,t,t,t}","",338.9882239,,"tuning"
339,97,,"D-Fructose 1,6-bisphosphate",-37.7,-10,-23.9,-8.9,,,"-",2,50000,"C6H13O12P2-","Bajad 2006 / Luo 2007 / Beuscher 2010","H2O4P-","","fdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","fdp",5000,1,"",f,f,"{t,t,t,t,t,t}","{f,f,f,f,f,f}",338.9882239,,"tuning"
339,119,,"D-Fructose 1,6-bisphosphate",-156,-10,-69.8,-16.7,,,"-",4,82000,"C6H13O12P2-","","C4H7O4-","","fdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","fdp",5000,1,"",f,f,"{t,t,t,t,t,t}","{f,t,t,t,t,f}",338.9882239,,"tuning"
440.1324,132,,"Folate",-52,-10,-64.9,-16.8,,,"-",3,1800000,"C19H18N7O6-","","C8H6NO-","","fol","","Da","Da","Da","count","volts","volts","volts","volts","volts","fol",5000,1,"",f,f,"","",440.1318563,,"tuning"
190,173,,"L-Homocitrulline",40.2,10,14,8.6,,,"+",,1000000,"","","","","hcitr-L","C02427","Da","Da","Da","count","volts","volts","volts","volts","volts","hcitr-L",5000,1,"",f,f,"","",,,"tuning"
190,56,,"L-Homocitrulline",40,10,47.9,25.9,,,"+",,150000,"","","","","hcitr-L","C02427","Da","Da","Da","count","volts","volts","volts","volts","volts","hcitr-L",5000,1,"",f,f,"","",,,"tuning"
190.02,127.1,,"L-Homocitrulline",60,10,21,12,,,"+",1,,"","","","","hcitr-L","C02427","Da","Da","Da","count","volts","volts","volts","volts","volts","hcitr-L",5000,1,"",f,f,"","",,,"tuning"
190.02,84.2,,"L-Homocitrulline",54,10,29,10,,,"+",2,,"","","","","hcitr-L","C02427","Da","Da","Da","count","volts","volts","volts","volts","volts","hcitr-L",5000,1,"",f,f,"","",,,"tuning"
440.1324,175,,"Folate",-88,-10,-48.7,-12.1,,,"-",2,2200000,"C19H18N7O6-","","C7H5N5O-","Could potentially be C6H9NO5-","fol","","Da","Da","Da","count","volts","volts","volts","volts","volts","fol",5000,1,"",f,f,"","",440.1318563,,"tuning"
440.1324,311,,"Folate",-52,-10,-30,-19.5,,,"-",1,2600000,"C19H18N7O6-","","C14H13N7O2-","","fol","","Da","Da","Da","count","volts","volts","volts","volts","volts","fol",5000,1,"",f,f,"","",440.1318563,,"tuning"
440.1324,396,,"Folate",-90,-10,-30.2,-11.9,,,"-",4,1500000,"C19H18N7O6-","","C18H18N7O4-","","fol","","Da","Da","Da","count","volts","volts","volts","volts","volts","fol",5000,1,"",f,f,"","",440.1318563,,"tuning"
442.132,120,,"Folate",54,19,47,5.85,,,"+",3,114000,"C19H20N7O6+","Bajad 2006","C14H11N6O2+","","fol","","Da","Da","Da","count","volts","volts","volts","volts","volts","fol",5000,1,"",f,f,"","",442.1475064,,"tuning"
442.132,176,,"Folate",54,10,52,20.15,,,"+",2,150000,"C19H20N7O6+","","","","fol","","Da","Da","Da","count","volts","volts","volts","volts","volts","fol",5000,1,"",f,f,"","",442.1475064,,"tuning"
442.132,295,,"Folate",52,10,19,15.07,,,"+",1,580000,"C19H20N7O6+","","","","fol","","Da","Da","Da","count","volts","volts","volts","volts","volts","fol",5000,1,"",f,f,"","",442.1475064,,"tuning"
205,87,,"2-Hydroxybutane-1,2,3-tricarboxylate",-33.9,-10,-27,-5,,,"-",2,980000,"C7H6O7-","","C3H3O3-","","G_2mcit","","Da","Da","Da","count","volts","volts","volts","volts","volts","G_2mcit",5000,1,"",f,f,"","",202.0113525,,"tuning"
205,125,,"2-Hydroxybutane-1,2,3-tricarboxylate",-52.5,-10,-19,-3.6,,,"-",1,3700000,"C7H6O7-","","C5HO4","","G_2mcit","","Da","Da","Da","count","volts","volts","volts","volts","volts","G_2mcit",5000,1,"",f,f,"","",202.0113525,,"tuning"
165,147,,"Phenyllactate",-28.2,-10,-16.8,-10,,,"-",1,3300000,"C9H9O3-","","C9H7O2-","","G_phlac","","Da","Da","Da","count","volts","volts","volts","volts","volts","G_phlac",5000,1,"",f,f,"","",165.0551692,,"tuning"
259,79,,"D-Glucose 1-phosphate",-53.8,-10,-63.9,-9.12,,,"-",2,920000,"C6H12O9P-","Beuscher 2010","O3P-","","g1p","","Da","Da","Da","count","volts","volts","volts","volts","volts","g1p",5000,1,"",f,f,"","",259.0218935,,"tuning"
190,84,,"L-Homocitrulline",34.6,10,28.3,13.9,,,"+",2,600000,"","","","","hcitr-L","C02427","Da","Da","Da","count","volts","volts","volts","volts","volts","hcitr-L",5000,1,"",f,f,"","",,,"tuning"
188,128,,"L-Homocitrulline",-60.4,-10,-18.4,-6.1,,,"-",3,34000,"","rechecked at 10 um (<1e6)","","","hcitr-L","C02427","Da","Da","Da","count","volts","volts","volts","volts","volts","hcitr-L",5000,1,"",f,f,"","",,,"tuning"
188,42,,"L-Homocitrulline",-63.8,-10,-46.8,-19.6,,,"-",4,18000,"","","","","hcitr-L","C02427","Da","Da","Da","count","volts","volts","volts","volts","volts","hcitr-L",5000,1,"",f,f,"","",,,"tuning"
188,145,,"L-Homocitrulline",-55.2,-10,-18.6,-14.58,,,"-",1,250000,"","rechecked at 10 uM (>3e6)","","","hcitr-L","C02427","Da","Da","Da","count","volts","volts","volts","volts","volts","hcitr-L",5000,1,"",f,f,"","",,,"tuning"
188,171,,"L-Homocitrulline",-59.6,-10,-14.9,-14.7,,,"-",2,21000,"","rechecked at 10 uM (>1e6)","","","hcitr-L","C02427","Da","Da","Da","count","volts","volts","volts","volts","volts","hcitr-L",5000,1,"",f,f,"","",,,"tuning"
118,47,,"L-Homocysteine thiolactone",31.7,10,33.7,22.2,,,"+",2,860000,"","","","","Lhcystl","HMDB02287","Da","Da","Da","count","volts","volts","volts","volts","volts","Lhcystl",5000,1,"",f,f,"","",,,"tuning"
118,56,,"L-Homocysteine thiolactone",25.2,10,20.2,5.4,,,"+",1,2700000,"","","","","Lhcystl","HMDB02287","Da","Da","Da","count","volts","volts","volts","volts","volts","Lhcystl",5000,1,"",f,f,"","",,,"tuning"
116,100,,"L-Homocysteine thiolactone",-124.2,-10,-28.7,-8.8,,,"-",1,6430,"","","","","Lhcystl","HMDB02287","Da","Da","Da","count","volts","volts","volts","volts","volts","Lhcystl",5000,1,"",f,f,"","",,,"tuning"
259,97,,"D-Glucose 1-phosphate",-51.5,-10,-20.2,-5.4,,,"-",3,230000,"C6H12O9P-","","H2O4P-","","g1p","","Da","Da","Da","count","volts","volts","volts","volts","volts","g1p",5000,1,"",f,f,"","",259.0218935,,"tuning"
259,139,,"D-Glucose 1-phosphate",-57.8,-10,-22.6,-7.8,,,"-",4,100000,"C6H12O9P-","","C2H4O5P-","","g1p","","Da","Da","Da","count","volts","volts","volts","volts","volts","g1p",5000,1,"",f,f,"","",259.0218935,,"tuning"
259,241,,"D-Glucose 1-phosphate",-62.1,-10,-17.7,-14.2,,,"-",1,200000,"C6H12O9P-","","C6H10O8P-","","g1p","","Da","Da","Da","count","volts","volts","volts","volts","volts","g1p",5000,1,"",f,f,"","",259.0218935,,"tuning"
169,63,,"Glyceraldehyde 3-phosphate",-34,-7,-95.4,-9.9,,,"-",3,34000,"C3H6O6P-","","","","g3p","","Da","Da","Da","count","volts","volts","volts","volts","volts","g3p",5000,1,"",f,f,"{t,t,t}","",168.9901994,,"tuning"
259,169,,"D-Glucose 6-phosphate",-52.1,-10,-16.1,-10.4,,,"-",1,70000,"C6H12O9P-","","C3H6O6P-","","g6p","","Da","Da","Da","count","volts","volts","volts","volts","volts","g6p",5000,1,"",f,f,"{t,t,t,t,t,t}","{f,f,f,t,t,t}",259.0218935,,"tuning"
258,139,,"D-Glucosamine 6-phosphate",-55,-10,-27,-7.9,,,"-",4,22000,"C6H13NO8P-","","C2H4O5P-","","gam6p","","Da","Da","Da","count","volts","volts","volts","volts","volts","gam6p",5000,1,"",f,f,"{t,t,t,t,t,t}","{f,f,f,f,t,t}",258.0378779,,"tuning"
260,126,,"D-Glucosamine 6-phosphate",38,10,15.5,6.4,,,"+",,120000,"C6H15NO8P+","","","","gam6p","","Da","Da","Da","count","volts","volts","volts","volts","volts","gam6p",5000,1,"",f,f,"","",260.053528,,"tuning"
173,85,,"cis-Aconitate",-16,-10,-16.8,-7.1,,2,"-",,,"C6H5O6-","","C4H5O2-","","acon-C","","Da","Da","Da","count","volts","volts","volts","volts","volts","acon-C",150000,1,"",t,f,"","",173.0086129,,"tuning"
173,129,,"cis-Aconitate",-20.5,-8.3,-11.5,-12,,1,"-",,,"C6H5O6-","","C5H5O4-","","acon-C","","Da","Da","Da","count","volts","volts","volts","volts","volts","acon-C",150000,1,"",t,t,"","",173.0086129,,"tuning"
260,206,,"D-Glucosamine 6-phosphate",36.2,10,14.3,11.5,,,"+",,54000,"C6H15NO8P+","","","","gam6p","","Da","Da","Da","count","volts","volts","volts","volts","volts","gam6p",5000,1,"",f,f,"","",260.053528,,"tuning"
444,135,,"GDP",41.9,10,75.2,14.9,,,"+",,830000,"C10H16N5O11P2+","","","","gdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","gdp",5000,1,"",f,f,"","",444.0321544,,"tuning"
444,152,,"GDP",44.2,10,24.9,7.3,,,"+",,3200000,"C10H16N5O11P2+","","","","gdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","gdp",5000,1,"",f,f,"","",444.0321544,,"tuning"
147,59,,"L-Glutamine",29.9,10,15.4,10.1,,,"+",,110000,"C5H11N2O3+","","","","gln-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","gln-L",5000,1,"",f,f,"","",147.0769672,,"tuning"
148,102,,"L-Glutamate",35.9,10,14.3,12.3,,,"+",,94000,"C5H10NO4+","","","","glu-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","glu-L",5000,1,"",f,f,"","",148.0609828,,"tuning"
76,30,,"Glycine",35.4,10,20.4,14.1,,,"+",,110000,"C2H6NO2+","","","","gly","","Da","Da","Da","count","volts","volts","volts","volts","volts","gly",5000,1,"",f,f,"","",76.03985344,,"tuning"
258,199,,"D-Glucosamine 6-phosphate",-47.4,-10,-16.6,-10.17,,,"-",3,80000,"C6H13NO8P-","","C4H8O7P","","gam6p","","Da","Da","Da","count","volts","volts","volts","volts","volts","gam6p",5000,1,"",f,f,"{t,t,t,t,t,t}","{t,f,f,t,t,t}",258.0378779,,"tuning"
442,150,,"GDP",-32,-10,-35.5,-7.2,,,"-",4,2400000,"C10H14N5O11P2-","","C5H4N5O-","","gdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","gdp",5000,1,"",f,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,t,t,t,t,t}",442.0165043,,"tuning"
179,89,,"D-Glucose",-81.7,-10,-11.1,-6.9,,,"-",2,300000,"C6H11O6-","","C3H5O3-","","glc-D","","Da","Da","Da","count","volts","volts","volts","volts","volts","glc-D",5000,1,"",f,f,"","",179.0555631,,"tuning"
179,119,,"D-Glucose",-84.2,-10,-12.1,-11.1,,,"-",3,200000,"C6H11O6-","","C4H7O4-","","glc-D","","Da","Da","Da","count","volts","volts","volts","volts","volts","glc-D",5000,1,"",f,f,"","",179.0555631,,"tuning"
179,135,,"D-Glucose",-30.2,-10,-18.6,-12.9,,,"-",4,160000,"C6H11O6-","","C4H7O5-","","glc-D","","Da","Da","Da","count","volts","volts","volts","volts","volts","glc-D",5000,1,"",f,f,"","",179.0555631,,"tuning"
145.145,101,,"L-Glutamine",-20.2,-10,-14.3,-6.8,,,"-",2,180000,"C5H9N2O3-","","C4H9N2O-","","gln-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","gln-L",5000,1,"",f,f,"","",145.0613172,,"tuning"
145.145,127,,"L-Glutamine",-19.9,-10,-13.3,-17.7,,,"-",1,49000,"C5H9N2O3-","Bennette 2011","C5H7N2O2-","","gln-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","gln-L",5000,1,"",f,f,"","",145.0613172,,"tuning"
147,84,,"L-Glutamine",32.8,10,21.6,14.8,,,"+",2,230000,"C5H11N2O3+","Bajad 2006","C4H6NO+","","gln-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","gln-L",5000,1,"",f,f,"","",147.0769672,,"tuning"
147,130,,"L-Glutamine",39.8,10,12.2,6.4,,,"+",1,250000,"C5H11N2O3+","","","","gln-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","gln-L",5000,1,"",f,f,"","",147.0769672,,"tuning"
146,88,,"L-Glutamate",-12.1,-10,-23,-12.7,,,"-",3,8000,"C5H8NO4-","","C3H6NO2-","","glu-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","glu-L",5000,1,"",f,f,"{t,t,t,t,t}","{t,t,t,f,f}",146.0453328,,"tuning"
148,84,,"L-Glutamate",34,10,20.3,9.8,,,"+",1,270000,"C5H10NO4+","","","","glu-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","glu-L",5000,1,"",f,f,"","",148.0609828,,"tuning"
148,130,,"L-Glutamate",43.8,10,11.6,11,,,"+",2,230000,"C5H10NO4+","","","","glu-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","glu-L",5000,1,"",f,f,"","",148.0609828,,"tuning"
467,195,,"dUTP",,,,,,,"-",,,"C9H14N2O14P3-","","C5H8O6P-","Loss of Uracil (or C8H7N2O4- Loss of triphosphate + C or C9H11N2O3- Loss of triphosphate + OH)","dutp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dutp",5000,1,"",f,f,"{t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,f,f,f,f}",466.9657877,,"tuning"
170,109,,"N(pai)-Methyl-L-histidine",16,10,20,10,,,"+",,1400000,"","","","","NPmehis","","Da","Da","Da","count","volts","volts","volts","volts","volts","NPmehis",5000,1,"",f,f,"","",,,"tuning"
170,96,,"N(pai)-Methyl-L-histidine",41,10,26.2,10,,,"+",,1500000,"","","","","NPmehis","","Da","Da","Da","count","volts","volts","volts","volts","volts","NPmehis",5000,1,"",f,f,"","",,,"tuning"
170,83,,"N(pai)-Methyl-L-histidine",31,10,30.5,10,,,"+",,710000,"","","","","NPmehis","","Da","Da","Da","count","volts","volts","volts","volts","volts","NPmehis",5000,1,"",f,f,"","",,,"tuning"
76,48,,"Glycine",19.9,10,8.1,8.9,,,"+",,17000,"C2H6NO2+","","","","gly","","Da","Da","Da","count","volts","volts","volts","volts","volts","gly",5000,1,"",f,f,"","",76.03985344,,"tuning"
168,133,,"N(pai)-Methyl-L-histidine",-31.9,-10,-22.1,-11.9,,,"-",4,,"","","","","NPmehis","","Da","Da","Da","count","volts","volts","volts","volts","volts","NPmehis",5000,1,"",f,f,"","",,,"tuning"
168,72,,"N(pai)-Methyl-L-histidine",-100,-10,-20.1,-8.7,,,"-",2,,"","","","","NPmehis","","Da","Da","Da","count","volts","volts","volts","volts","volts","NPmehis",5000,1,"",f,f,"","",,,"tuning"
281.94,133,,"Guanosine",-110,-10,-42,-9,,,"-",2,,"C10H12N5O5-","","C5HN4O-","","gsn","","Da","Da","Da","count","volts","volts","volts","volts","volts","gsn",5000,1,"",f,f,"","",282.0838435,,"tuning"
281.94,150,,"Guanosine",-110,-10,-26,-9,,,"-",1,,"C10H12N5O5-","","C5H4N5O-","Guanine","gsn","","Da","Da","Da","count","volts","volts","volts","volts","volts","gsn",5000,1,"",f,f,"","",282.0838435,,"tuning"
283.99,135.1,,"Guanosine",50,10,51,14,,,"+",2,,"C10H14N5O5+","Bajad 2006","C5H3N4O+","","gsn","","Da","Da","Da","count","volts","volts","volts","volts","volts","gsn",5000,1,"",f,f,"","",284.0994936,,"tuning"
283.99,152.1,,"Guanosine",45,10,15,10,,,"+",1,,"C10H14N5O5+","","","","gsn","","Da","Da","Da","count","volts","volts","volts","volts","volts","gsn",5000,1,"",f,f,"","",284.0994936,,"tuning"
170,124,,"N(pai)-Methyl-L-histidine",16,10,19.1,10,,,"+",1,2200000,"","","","","NPmehis","","Da","Da","Da","count","volts","volts","volts","volts","volts","NPmehis",5000,1,"",f,f,"","",,,"tuning"
