"q1_mass","q3_mass","ms3_mass","met_name","dp","ep","ce","cxp","af","quantifier","ms_mode","ion_intensity_rank","ion_abundance","precursor_formula","product_ion_reference","product_formula","production_ion_notes","met_id","external_reference","q1_mass_units","q3_mass_units","ms3_mass_units","threshold_units","dp_units","ep_units","ce_units","cxp_units","af_units","ms_group","threshold","dwell_weight","component_name","ms_include","ms_is","precursor_fragment","product_fragment","precursor_exactmass","product_exactmass","ms_methodtype"
339,79,,"D-Fructose 1,6-bisphosphate",-37.8,-10,-73.6,-6.5,,1,"-",5,88000,"C6H13O12P2-","","O3P-","","fdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","fdp",5000,1,"fdp.339-79",t,,"","",338.9882239,,"isotopomer_D"
340,79,,"D-Fructose 1,6-bisphosphate",-37.8,-10,-73.6,-6.5,,1,"-",,,"","","","","fdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","fdp",1000,1,"fdp.340-79",t,,"","",,,"isotopomer_D"
341,79,,"D-Fructose 1,6-bisphosphate",-37.8,-10,-73.6,-6.5,,1,"-",,,"","","","","fdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","fdp",1000,1,"fdp.341-79",t,,"","",,,"isotopomer_D"
342,79,,"D-Fructose 1,6-bisphosphate",-37.8,-10,-73.6,-6.5,,1,"-",,,"","","","","fdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","fdp",1000,1,"fdp.342-79",t,,"","",,,"isotopomer_D"
169.001,97,,"Glyceraldehyde 3-phosphate",-36,-11,-15,-5.8,,1,"-",,,"C3H6O6P-","","H2O4P-","","g3p","","Da","Da","Da","count","volts","volts","volts","volts","volts","g3p",5000,1,"g3p.169.001-97",t,,"","",168.9901994,,"isotopomer_D"
170.001,97,,"Glyceraldehyde 3-phosphate",-36,-11,-15,-5.8,,1,"-",,,"","","","","g3p","","Da","Da","Da","count","volts","volts","volts","volts","volts","g3p",1000,1,"g3p.170.001-97",t,,"","",,,"isotopomer_D"
171.001,97,,"Glyceraldehyde 3-phosphate",-36,-11,-15,-5.8,,1,"-",,,"","","","","g3p","","Da","Da","Da","count","volts","volts","volts","volts","volts","g3p",1000,1,"g3p.171.001-97",t,,"","",,,"isotopomer_D"
259,97,,"D-Glucose 6-phosphate",-54,-10,-22.3,-5.27,,1,"-",3,700000,"C6H12O9P-","Luo 2007 / Beuscher 2010","H2O4P-","","g6p","","Da","Da","Da","count","volts","volts","volts","volts","volts","g6p",5000,1,"g6p.259-97",t,,"","",259.0218935,,"isotopomer_D"
260,97,,"D-Glucose 6-phosphate",-54,-10,-22.3,-5.27,,1,"-",,,"","","","","g6p","","Da","Da","Da","count","volts","volts","volts","volts","volts","g6p",1000,1,"g6p.260-97",t,,"","",,,"isotopomer_D"
261,97,,"D-Glucose 6-phosphate",-54,-10,-22.3,-5.27,,1,"-",,,"","","","","g6p","","Da","Da","Da","count","volts","volts","volts","volts","volts","g6p",1000,1,"g6p.261-97",t,,"","",,,"isotopomer_D"
262,97,,"D-Glucose 6-phosphate",-54,-10,-22.3,-5.27,,1,"-",,,"","","","","g6p","","Da","Da","Da","count","volts","volts","volts","volts","volts","g6p",1000,1,"g6p.262-97",t,,"","",,,"isotopomer_D"
306,272,,"Reduced glutathione",-40.7,-10,-18,-19.6,,1,"-",2,240000,"C10H16N3O6S-","","C10H14N3O6-","","gthrd","","Da","Da","Da","count","volts","volts","volts","volts","volts","gthrd",5000,1,"gthrd.306-272",t,,"","",306.075981,,"isotopomer_D"
307,272,,"Reduced glutathione",-40.7,-10,-18,-19.6,,1,"-",,,"","","","","gthrd","","Da","Da","Da","count","volts","volts","volts","volts","volts","gthrd",1000,1,"gthrd.307-272",t,,"","",,,"isotopomer_D"
308,272,,"Reduced glutathione",-40.7,-10,-18,-19.6,,1,"-",,,"","","","","gthrd","","Da","Da","Da","count","volts","volts","volts","volts","volts","gthrd",1000,1,"gthrd.308-272",t,,"","",,,"isotopomer_D"
309,272,,"Reduced glutathione",-40.7,-10,-18,-19.6,,1,"-",,,"","","","","gthrd","","Da","Da","Da","count","volts","volts","volts","volts","volts","gthrd",1000,1,"gthrd.309-272",t,,"","",,,"isotopomer_D"
191.001,73,,"Isocitrate",-44,-10,-29.4,-8.4,,1,"-",,,"C6H7O7-","","C3H5O2-","","icit","","Da","Da","Da","count","volts","volts","volts","volts","volts","icit",10000,1,"icit.191-73",t,,"","",191.0191776,,"isotopomer_D"
192,73,,"Isocitrate",-44,-10,-29.4,-8.4,,1,"-",,,"","","","","icit","","Da","Da","Da","count","volts","volts","volts","volts","volts","icit",1000,1,"icit.192-73",t,,"","",,,"isotopomer_D"
193,73,,"Isocitrate",-44,-10,-29.4,-8.4,,1,"-",,,"","","","","icit","","Da","Da","Da","count","volts","volts","volts","volts","volts","icit",1000,1,"icit.193-73",t,,"","",,,"isotopomer_D"
194,73,,"Isocitrate",-44,-10,-29.4,-8.4,,1,"-",,,"","","","","icit","","Da","Da","Da","count","volts","volts","volts","volts","volts","icit",1000,1,"icit.194-73",t,,"","",,,"isotopomer_D"
663,79,,"NAD",-44.1,-10,-121.9,-9,,1,"-",,,"","","","","nad","","Da","Da","Da","count","volts","volts","volts","volts","volts","nad",1000,1,"nad.663-79",t,,"","",,,"isotopomer_D"
664.001,79,,"NAD",-44.1,-10,-121.9,-9,,1,"-",,,"","","","","nad","","Da","Da","Da","count","volts","volts","volts","volts","volts","nad",1000,1,"nad.664.001-79",t,,"","",,,"isotopomer_D"
665.001,79,,"NAD",-44.1,-10,-121.9,-9,,1,"-",,,"","","","","nad","","Da","Da","Da","count","volts","volts","volts","volts","volts","nad",1000,1,"nad.665.001-79",t,,"","",,,"isotopomer_D"
666.001,79,,"NAD",-44.1,-10,-121.9,-9,,1,"-",,,"","","","","nad","","Da","Da","Da","count","volts","volts","volts","volts","volts","nad",1000,1,"nad.666.001-79",t,,"","",,,"isotopomer_D"
664,79,,"NADH",-30,-10,-132.8,-12.7,,1,"-",1,100000,"C21H28N7O14P2-","","O3P-","","nadh","","Da","Da","Da","count","volts","volts","volts","volts","volts","nadh",5000,1,"nadh.664-79",t,,"","",664.1169467,,"isotopomer_D"
665,79,,"NADH",-30,-10,-132.8,-12.7,,1,"-",,,"","","","","nadh","","Da","Da","Da","count","volts","volts","volts","volts","volts","nadh",1000,1,"nadh.665-79",t,,"","",,,"isotopomer_D"
666,79,,"NADH",-30,-10,-132.8,-12.7,,1,"-",,,"","","","","nadh","","Da","Da","Da","count","volts","volts","volts","volts","volts","nadh",1000,1,"nadh.666-79",t,,"","",,,"isotopomer_D"
667,79,,"NADH",-30,-10,-132.8,-12.7,,1,"-",,,"","","","","nadh","","Da","Da","Da","count","volts","volts","volts","volts","volts","nadh",1000,1,"nadh.667-79",t,,"","",,,"isotopomer_D"
668,79,,"NADH",-30,-10,-132.8,-12.7,,1,"-",,,"","","","","nadh","","Da","Da","Da","count","volts","volts","volts","volts","volts","nadh",1000,1,"nadh.668-79",t,,"","",,,"isotopomer_D"
743,79,,"NADP",-30.4,-10,-134.3,-7.2,,1,"-",,,"","","","","nadp","","Da","Da","Da","count","volts","volts","volts","volts","volts","nadp",1000,1,"nadp.743-79",t,,"","",,,"isotopomer_D"
744.001,79,,"NADP",-30.4,-10,-134.3,-7.2,,1,"-",,,"","","","","nadp","","Da","Da","Da","count","volts","volts","volts","volts","volts","nadp",1000,1,"nadp.744.001-79",t,,"","",,,"isotopomer_D"
745.001,79,,"NADP",-30.4,-10,-134.3,-7.2,,1,"-",,,"","","","","nadp","","Da","Da","Da","count","volts","volts","volts","volts","volts","nadp",1000,1,"nadp.745.001-79",t,,"","",,,"isotopomer_D"
746.001,79,,"NADP",-30.4,-10,-134.3,-7.2,,1,"-",,,"","","","","nadp","","Da","Da","Da","count","volts","volts","volts","volts","volts","nadp",1000,1,"nadp.746.001-79",t,,"","",,,"isotopomer_D"
744,79,,"NADPH",-20,-10,-138.9,-8.45,,1,"-",1,22000,"C21H29N7O17P3-","","O3P-","","nadph","","Da","Da","Da","count","volts","volts","volts","volts","volts","nadph",5000,1,"nadph.744-79",t,,"","",744.0832771,,"isotopomer_D"
745,79,,"NADPH",-20,-10,-138.9,-8.45,,1,"-",,,"","","","","nadph","","Da","Da","Da","count","volts","volts","volts","volts","volts","nadph",1000,1,"nadph.745-79",t,,"","",,,"isotopomer_D"
746,79,,"NADPH",-20,-10,-138.9,-8.45,,1,"-",,,"","","","","nadph","","Da","Da","Da","count","volts","volts","volts","volts","volts","nadph",1000,1,"nadph.746-79",t,,"","",,,"isotopomer_D"
747,79,,"NADPH",-20,-10,-138.9,-8.45,,1,"-",,,"","","","","nadph","","Da","Da","Da","count","volts","volts","volts","volts","volts","nadph",1000,1,"nadph.747-79",t,,"","",,,"isotopomer_D"
748,79,,"NADPH",-20,-10,-138.9,-8.45,,1,"-",,,"","","","","nadph","","Da","Da","Da","count","volts","volts","volts","volts","volts","nadph",1000,1,"nadph.748-79",t,,"","",,,"isotopomer_D"
87,43,,"Pyruvate",-36,-10,-12,-7,,1,"-",2,,"C3H3O3-","Bajad 2006","C2H3O","Loss of CO2","pyr","","Da","Da","Da","count","volts","volts","volts","volts","volts","pyr",5000,1,"pyr.87-43",t,,"","",87.00821896,,"isotopomer_D"
88,43,,"Pyruvate",-36,-10,-12,-7,,1,"-",,,"","","","","pyr","","Da","Da","Da","count","volts","volts","volts","volts","volts","pyr",1000,1,"pyr.88-43",t,,"","",,,"isotopomer_D"
89,43,,"Pyruvate",-36,-10,-12,-7,,1,"-",,,"","","","","pyr","","Da","Da","Da","count","volts","volts","volts","volts","volts","pyr",1000,1,"pyr.89-43",t,,"","",,,"isotopomer_D"
229,97,,"alpha-D-Ribose 5-phosphate",-53.1,-10,-18.9,-5.3,,1,"-",2,640000,"C5H10O8P-","Luo 2007","H2O4P-","Phosphate","r5p","","Da","Da","Da","count","volts","volts","volts","volts","volts","r5p",5000,1,"r5p.229-97",t,,"","",229.0113288,,"isotopomer_D"
230,97,,"alpha-D-Ribose 5-phosphate",-53.1,-10,-18.9,-5.3,,1,"-",,,"","","","","r5p","","Da","Da","Da","count","volts","volts","volts","volts","volts","r5p",1000,1,"r5p.230-97",t,,"","",,,"isotopomer_D"
231,97,,"alpha-D-Ribose 5-phosphate",-53.1,-10,-18.9,-5.3,,1,"-",,,"","","","","r5p","","Da","Da","Da","count","volts","volts","volts","volts","volts","r5p",1000,1,"r5p.231-97",t,,"","",,,"isotopomer_D"
232,97,,"alpha-D-Ribose 5-phosphate",-53.1,-10,-18.9,-5.3,,1,"-",,,"","","","","r5p","","Da","Da","Da","count","volts","volts","volts","volts","volts","r5p",1000,1,"r5p.232-97",t,,"","",,,"isotopomer_D"
229.001,97,,"D-Ribulose 5-phosphate",-41.3,-12,-17,-6,,1,"-",,,"C5H10O8P-","","H2O4P-","","ru5p-D","","Da","Da","Da","count","volts","volts","volts","volts","volts","ru5p-D",5000,1,"ru5p-D.229.001-97",t,,"","",229.0113288,,"isotopomer_D"
230.001,97,,"D-Ribulose 5-phosphate",-41.3,-12,-17,-6,,1,"-",,,"","","","","ru5p-D","","Da","Da","Da","count","volts","volts","volts","volts","volts","ru5p-D",1000,1,"ru5p-D.230.001-97",t,,"","",,,"isotopomer_D"
231.001,97,,"D-Ribulose 5-phosphate",-41.3,-12,-17,-6,,1,"-",,,"","","","","ru5p-D","","Da","Da","Da","count","volts","volts","volts","volts","volts","ru5p-D",1000,1,"ru5p-D.231.001-97",t,,"","",,,"isotopomer_D"
232.001,97,,"D-Ribulose 5-phosphate",-41.3,-12,-17,-6,,1,"-",,,"","","","","ru5p-D","","Da","Da","Da","count","volts","volts","volts","volts","volts","ru5p-D",1000,1,"ru5p-D.232.001-97",t,,"","",,,"isotopomer_D"
289,97,,"Sedoheptulose 7-phosphate",-54.3,-10,-26.9,-11.5,,1,"-",1,240000,"C7H14O10P-","Luo 2007","H2O4P-","","s7p","","Da","Da","Da","count","volts","volts","volts","volts","volts","s7p",5000,1,"s7p.289-97",t,,"","",289.0324582,,"isotopomer_D"
290,97,,"Sedoheptulose 7-phosphate",-54.3,-10,-26.9,-11.5,,1,"-",,,"","","","","s7p","","Da","Da","Da","count","volts","volts","volts","volts","volts","s7p",1000,1,"s7p.290-97",t,,"","",,,"isotopomer_D"
291,97,,"Sedoheptulose 7-phosphate",-54.3,-10,-26.9,-11.5,,1,"-",,,"","","","","s7p","","Da","Da","Da","count","volts","volts","volts","volts","volts","s7p",1000,1,"s7p.291-97",t,,"","",,,"isotopomer_D"
292,97,,"Sedoheptulose 7-phosphate",-54.3,-10,-26.9,-11.5,,1,"-",,,"","","","","s7p","","Da","Da","Da","count","volts","volts","volts","volts","volts","s7p",1000,1,"s7p.292-97",t,,"","",,,"isotopomer_D"
104,74,,"L-Serine",-72.8,-10,-15.9,-8.7,,1,"-",1,21000,"C3H6NO3-","","C2H4NO2-","","ser-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","ser-L",5000,1,"ser-L.104-74",t,,"","",104.0347681,,"isotopomer_D"
105,74,,"L-Serine",-72.8,-10,-15.9,-8.7,,1,"-",,,"","","","","ser-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","ser-L",1000,1,"ser-L.105-74",t,,"","",,,"isotopomer_D"
106,74,,"L-Serine",-72.8,-10,-15.9,-8.7,,1,"-",,,"","","","","ser-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","ser-L",1000,1,"ser-L.106-74",t,,"","",,,"isotopomer_D"
107,74,,"L-Serine",-72.8,-10,-15.9,-8.7,,1,"-",,,"","","","","ser-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","ser-L",1000,1,"ser-L.107-74",t,,"","",,,"isotopomer_D"
135,92,,"Hypoxanthine",-62,-6,-22,-4,,1,"-",1,,"C5H3N4O-","","C4H2N3+","?","hxan","","Da","Da","Da","count","volts","volts","volts","volts","volts","hxan",5000,1,"hxan.hxan_1.Light",t,t,"","",135.0306857,,"quantification"
133,115,,"L-Malate",-55,-4,-15,-5.4,,1,"-",1,,"C4H5O5-","Bajad 2006","C4H3O4-","Loss of H2O","mal-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","mal-L",800000,1,"mal-L.mal-L_1.Light",t,t,"{t,t,t,t}","{t,t,t,t}",133.0136983,,"quantification"
131,85,,"L-Ornithine",-61.8,-10,-17.4,-7.9,,1,"-",1,,"C5H11N2O2-","","C4H9N2-","","orn","","Da","Da","Da","count","volts","volts","volts","volts","volts","orn",5000,1,"orn.orn_1.Light",t,t,"","",131.0820526,,"quantification"
169,97,,"Dihydroxyacetone phosphate",-36,-11,-15,-5.8,,1,"-",,,"C3H6O6P-","","H2O4P-","","dhap","","Da","Da","Da","count","volts","volts","volts","volts","volts","dhap",5000,1,"dhap.dhap_1.Light",t,t,"","",168.9901994,,"quantification"
145.098,101,,"2-Oxoglutarate",-24,-12,-13.8,-5.93,,1,"-",2,,"C5H5O5-","Bajad 2006","C4H5O3-","","akg","","Da","Da","Da","count","volts","volts","volts","volts","volts","akg",140000,1,"akg.akg_1.Light",t,t,"{t,t,t,t,t}","{f,t,t,t,t}",145.0136983,,"quantification"
265,167,,"3-Phospho-D-glyceroyl phosphate",-48.2,-10,-18.32,-11.23,,1,"-",,2500000,"C3H7O10P2-","","C3H4O6P-","","23dpg","","Da","Da","Da","count","volts","volts","volts","volts","volts","23dpg",5000,1,"23dpg.23dpg_1.Light",t,t,"{t,t,t}","{t,t,t}",264.9514445,,"quantification"
128,82,,"5-Oxoproline",-61.3,-10,-16.8,-10.2,,1,"-",1,61000,"C5H6NO3-","","C4H4NO-","","5oxpro","","Da","Da","Da","count","volts","volts","volts","volts","volts","5oxpro",5000,1,"5oxpro.5oxpro_1.Light",t,t,"","",128.0347681,,"quantification"
128,84,,"5-Oxoproline",-64,-10,-15.7,-8.8,,2,"-",2,15000,"C5H6NO3-","","C4H6NO-","","5oxpro","","Da","Da","Da","count","volts","volts","volts","volts","volts","5oxpro",5000,1,"5oxpro.5oxpro_2.Light",t,f,"","",128.0347681,,"quantification"
275,97,,"6-Phospho-D-gluconate",-56.4,-10,-22,-5.24,,1,"-",2,400000,"C6H12O10P-","Bajad 2006","H2O4P-","","6pgc","","Da","Da","Da","count","volts","volts","volts","volts","volts","6pgc",10000,1,"6pgc.6pgc_1.Light",t,t,"{t,t,t,t,t,t}","{f,f,f,f,f,f}",275.0168081,,"quantification"
275,207,,"6-Phospho-D-gluconate",-52.2,-10,-16.4,-14,,2,"-",3,190000,"C6H12O10P-","","C6H8O6P-","","6pgc","","Da","Da","Da","count","volts","volts","volts","volts","volts","6pgc",5000,1,"6pgc.6pgc_2.Light",f,f,"{t,t,t,t,t,t}","{t,t,t,t,t,t}",275.0168081,,"quantification"
241.977,109,,"Cytidine",-100,-4,-16.1,-5.2,,1,"-",1,,"C9H12N3O5-","","C4H3N3O-","Cytosine","cytd","","Da","Da","Da","count","volts","volts","volts","volts","volts","cytd",5000,1,"cytd.cytd_1.Light",t,t,"","",242.0776955,,"quantification"
346,79,,"AMP",-20,-10,-71.6,-12.9,,2,"-",1,390000,"C10H13N5O7P-","Luo 2007","O3P-","Phosphate","amp","","Da","Da","Da","count","volts","volts","volts","volts","volts","amp",5000,1,"amp.amp_2.Light",t,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",346.0552593,,"quantification"
346,134,,"AMP",-31.4,-10,-43.9,-15.8,,1,"-",2,75000,"C10H13N5O7P-","Beuscher 2010","C5H4N5-","Adenine","amp","","Da","Da","Da","count","volts","volts","volts","volts","volts","amp",5000,1,"amp.amp_1.Light",t,t,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,t,t,t,t,t}",346.0552593,,"quantification"
131,95,,"L-Asparagine",-51,-10,-17.1,-11.3,,2,"-",2,110000,"C4H7N2O3-","Beuscher 2010","C4H47-temp","Must have 4 carbons","asn-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","asn-L",5000,1,"asn-L.asn-L_2.Light",t,f,"{t,t,t,t}","{t,t,t,t}",131.0456671,,"quantification"
131,114,,"L-Asparagine",-89.7,-10,-16.1,-7,,1,"-",1,510000,"C4H7N2O3-","","C4H4NO3-","","asn-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","asn-L",5000,1,"asn-L.asn-L_1.Light",t,t,"{t,t,t,t}","{t,t,t,t}",131.0456671,,"quantification"
132,88,,"L-Aspartate",-40.5,-10,-18.2,-9.2,,1,"-",1,70000,"C4H6NO4-","Bajad 2006","C3H6NO2-","","asp-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","asp-L",5000,1,"asp-L.asp-L_1.Light",t,t,"{t,t,t}","{t,t,f}",132.0296827,,"quantification"
132,115,,"L-Aspartate",-65.8,-10,-16.9,-5.9,,2,"-",2,20000,"C4H6NO4-","","C4H3O4-","","asp-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","asp-L",5000,1,"asp-L.asp-L_2.Light",t,f,"{t,t,t}","{t,t,t}",132.0296827,,"quantification"
506,159,,"ATP",-183,-14,-56,-49,,2,"-",1,4200000,"C10H15N5O13P3-","Beuscher 2010","HO6P2-","PPi","atp","","Da","Da","Da","count","volts","volts","volts","volts","volts","atp",5000,1,"atp.atp_2.Light",t,t,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",505.9879201,,"quantification"
243,42,,"Biotin",-57.7,-10,-55.3,-6.8,,1,"-",1,240000,"C10H15N2O3S-","","CNO-","","btn","","Da","Da","Da","count","volts","volts","volts","volts","volts","btn",5000,1,"btn.btn_1.Light",t,t,"","",243.080338,,"quantification"
328,134,,"cAMP",-50,-7.2,-32.8,-9,,1,"-",1,680000,"C10H11N5O6P-","Bajad 2006 / Beuscher 2010","C5H4N5-","Adenine","camp","","Da","Da","Da","count","volts","volts","volts","volts","volts","camp",5000,1,"camp.camp_1.Light",t,t,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,t,t,t,t,t}",328.0446946,,"quantification"
410,79,,"dADP",-54,-10,-85.1,-9,,1,"-",1,65000,"C10H14N5O9P2-","","O3P-","","dadp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dadp",5000,1,"dadp.dadp_1.Light",t,t,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",410.0266751,,"quantification"
307,79,,"dUMP",-40.5,-10,-78,-9.1,,1,"-",1,650000,"C9H12N2O8P-","","O3P-","","dump","","Da","Da","Da","count","volts","volts","volts","volts","volts","dump",5000,1,"dump.dump_1.Light",t,t,"{t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f}",307.0331269,,"quantification"
307,195,,"dUMP",-52.5,-10,-22.7,-12.9,,2,"-",2,500000,"C9H12N2O8P-","Bajad 2006 / Beuscher 2010","C5H8O6P-","Loss of Uracil (or loss of phosphate C8H7N2O4-)","dump","","Da","Da","Da","count","volts","volts","volts","volts","volts","dump",5000,1,"dump.dump_2.Light",t,f,"{t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,f,f,f,f}",307.0331269,,"quantification"
467,159,,"dUTP",-31.7,-10,-104.3,-9.9,,1,"-",3,69000,"C9H14N2O14P3-","Bajad 2006","HO6P2-","","dutp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dutp",5000,1,"dutp.dutp_1.Light",t,t,"{t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f}",466.9657877,,"quantification"
467,177,,"dUTP",-26,-10,-68.9,-9.3,,2,"-",1,130000,"C9H14N2O14P3-","","C8H5N203-","Loss of phosphate (or H307P2- disphosphate)","dutp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dutp",5000,1,"dutp.dutp_2.Light",t,f,"{t,t,t,t,t,t,t,t,t}","{t,t,t,t,f,t,t,t,t}",466.9657877,,"quantification"
784,79,,"FAD",-20,-10,-128.2,-9,,2,"-",1,110000,"C27H32N9O15P2-","","O3P-","","fad","","Da","Da","Da","count","volts","volts","volts","volts","volts","fad",5000,1,"fad.fad_2.Light",t,f,"","",784.1493094,,"quantification"
784,437,,"FAD",-20,-10,-41.3,-9,,1,"-",2,93000,"C27H32N9O15P2-","Beuscher 2010","C17H18N4O8P-","Riboflavin","fad","","Da","Da","Da","count","volts","volts","volts","volts","volts","fad",5000,1,"fad.fad_1.Light",t,t,"","",784.1493094,,"quantification"
339,79,,"D-Fructose 1,6-bisphosphate",-37.8,-10,-73.6,-6.5,,1,"-",5,88000,"C6H13O12P2-","","O3P-","","fdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","fdp",5000,1,"fdp.fdp_1.Light",t,t,"{t,t,t,t,t,t}","{f,f,f,f,f,f}",338.9882239,,"quantification"
339,241,,"D-Fructose 1,6-bisphosphate",-42.6,-10,-21.8,-12.1,,2,"-",6,13000,"C6H13O12P2-","","C6H10O8P-","","fdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","fdp",5000,1,"fdp.fdp_2.Light",t,f,"{t,t,t,t,t,t}","{t,t,t,t,t,t}",338.9882239,,"quantification"
259,79,,"D-Glucose 6-phosphate",-52.8,-10,-69.8,-9.2,,2,"-",2,750000,"C6H12O9P-","Luo 2007","O3P-","","g6p","","Da","Da","Da","count","volts","volts","volts","volts","volts","g6p",5000,1,"g6p.g6p_2.Light",t,t,"{t,t,t,t,t,t}","{f,f,f,f,f,f}",259.0218935,,"quantification"
259,199,,"D-Glucose 6-phosphate",-58,-10,-15.7,-12,,1,"-",4,88000,"C6H12O9P-","","C4H8O7P-","","g6p","","Da","Da","Da","count","volts","volts","volts","volts","volts","g6p",5000,1,"g6p.g6p_1.Light",t,t,"{t,t,t,t,t,t}","{f,f,t,t,t,t}",259.0218935,,"quantification"
258,79,,"D-Glucosamine 6-phosphate",-54.3,-10,-63,-9.2,,1,"-",1,390000,"C6H13NO8P-","Beuscher 2010","O3P-","","gam6p","","Da","Da","Da","count","volts","volts","volts","volts","volts","gam6p",5000,1,"gam6p.gam6p_1.Light",t,t,"{t,t,t,t,t,t}","{f,f,f,f,f,f}",258.0378779,,"quantification"
258,97,,"D-Glucosamine 6-phosphate",-53.9,-10,-23.4,-5.4,,2,"-",2,320000,"C6H13NO8P-","","H2O4P-","","gam6p","","Da","Da","Da","count","volts","volts","volts","volts","volts","gam6p",5000,1,"gam6p.gam6p_2.Light",t,f,"{t,t,t,t,t,t}","{f,f,f,f,f,f}",258.0378779,,"quantification"
442,79,,"GDP",-35.4,-10,-75.9,-13.4,,1,"-",1,4300000,"C10H14N5O11P2-","","O3P-","","gdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","gdp",5000,1,"gdp.gdp_1.Light",t,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",442.0165043,,"quantification"
442,159,,"GDP",-24.8,-10,-36.6,-11.4,,3,"-",2,2900000,"C10H14N5O11P2-","Bajad 2006","HO6P2-","","gdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","gdp",5000,1,"gdp.gdp_3.Light",f,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",442.0165043,,"quantification"
