"experiment_id","sample_name_abbreviation","time_point","component_group_name","component_name","n_replicates_broth","calculated_concentration_broth_average","calculated_concentration_broth_cv","n_replicates_filtrate","calculated_concentration_filtrate_average","calculated_concentration_filtrate_cv","n_replicates","calculated_concentration_average","calculated_concentration_cv","calculated_concentration_units","extracellular_percent","used_","id"
"genomatica01","ControlFermentor_25uL","0","gam6p","gam6p.gam6p_1.Light",6,0.0169717622655123,28.3512184459056,0,0,0,6,0.0169717622655123,28.3512184459056,"mM",0,t,2345
"genomatica01","ControlFermentor_25uL","0","gdp","gdp.gdp_1.Light",5,0.164504162689394,0.520572647444684,0,0,0,5,0.164504162689394,0.520572647444684,"mM",0,t,2346
"genomatica01","ControlFermentor_25uL","0","gln-L","gln-L.gln-L_1.Light",6,0.118275697488276,24.9853967407705,0,0,0,6,0.118275697488276,24.9853967407705,"mM",0,t,2347
"genomatica01","ControlFermentor_25uL","0","glu-L","glu-L.glu-L_1.Light",6,18.0844905280483,6.57692589153342,0,0,0,6,18.0844905280483,6.57692589153342,"mM",0,t,2348
"genomatica01","ControlFermentor_25uL","0","glutacon","glutacon.glutacon_1.Light",6,20.2388973665224,13.7435757499623,0,0,0,6,20.2388973665224,13.7435757499623,"mM",0,t,2349
"genomatica01","ControlFermentor_25uL","0","glx","glx.glx_1.Light",6,11.2940305731421,27.8776175594199,0,0,0,6,11.2940305731421,27.8776175594199,"mM",0,t,2350
"genomatica01","ControlFermentor_25uL","0","glyc3p","glyc3p.glyc3p_1.Light",6,0.143172771058802,11.570389484171,0,0,0,6,0.143172771058802,11.570389484171,"mM",0,t,2351
"genomatica01","ControlFermentor_25uL","0","glyclt","glyclt.glyclt_1.Light",6,0.437024916599026,16.9545714467441,0,0,0,6,0.437024916599026,16.9545714467441,"mM",0,t,2352
"genomatica01","ControlFermentor_25uL","0","gmp","gmp.gmp_1.Light",6,54.1981296672078,21.7965331592479,0,0,0,6,54.1981296672078,21.7965331592479,"height_ratio",0,t,2353
"genomatica01","ControlFermentor_25uL","0","gsn","gsn.gsn_1.Light",6,0.00279616445707071,47.2967110995304,0,0,0,6,0.00279616445707071,47.2967110995304,"mM",0,t,2354
"genomatica01","ControlFermentor_25uL","0","gthox","gthox.gthox_1.Light",6,0.484338644773629,13.8405028397439,0,0,0,6,0.484338644773629,13.8405028397439,"mM",0,t,2355
"genomatica01","ControlFermentor_25uL","0","gthrd","gthrd.gthrd_1.Light",6,2.64297592938312,32.9594130779794,0,0,0,6,2.64297592938312,32.9594130779794,"mM",0,t,2356
"genomatica01","ControlFermentor_25uL","0","gua","gua.gua_1.Light",6,0.00373852360660173,21.9513875374394,0,0,0,6,0.00373852360660173,21.9513875374394,"mM",0,t,2357
"genomatica01","ControlFermentor_25uL","0","hxan","hxan.hxan_1.Light",6,0.000692879712301587,14.2126010996651,0,0,0,6,0.000692879712301587,14.2126010996651,"mM",0,t,2358
