ms_method_id,q1_mass,q3_mass,met_id,component_name,ms_methodtype
140521_McCloskey2013,328,134,camp,camp.camp_1.Light,quantification
140521_McCloskey2013,328,79,camp,camp.camp_2.Light,quantification
140521_McCloskey2013,235.0335484,97.02012903,chor,chor.chor_1.Heavy,quantification
140521_McCloskey2013,225,91,chor,chor.chor_1.Light,quantification
140521_McCloskey2013,197,90,cit,cit.cit_1.Heavy,quantification
140521_McCloskey2013,191,111,cit,cit.cit_1.Light,quantification
140521_McCloskey2013,191,87,cit,cit.cit_2.Light,quantification
140521_McCloskey2013,180,136,citr-L,citr-L.citr-L_1.Heavy,quantification
140521_McCloskey2013,174,131,citr-L,citr-L.citr-L_1.Light,quantification
140521_McCloskey2013,331.001,97,cmp,cmp.cmp_1.Heavy,quantification
140521_McCloskey2013,322.2,97,cmp,cmp.cmp_1.Light,quantification
140521_McCloskey2013,322,278,cmp,cmp.cmp_2.Light,quantification
140521_McCloskey2013,787,79,coa,coa.coa_1.Heavy,quantification
140521_McCloskey2013,766,79,coa,coa.coa_1.Light,quantification
140521_McCloskey2013,491.001,159,ctp,ctp.ctp_1.Heavy,quantification
140521_McCloskey2013,482,159,ctp,ctp.ctp_1.Light,quantification
140521_McCloskey2013,482,79,ctp,ctp.ctp_2.Light,quantification
140521_McCloskey2013,251,113,cytd,cytd.cytd_1.Heavy,quantification
140521_McCloskey2013,241.977,109,cytd,cytd.cytd_1.Light,quantification
140521_McCloskey2013,420,79,dadp,dadp.dadp_1.Heavy,quantification
140521_McCloskey2013,410,79,dadp,dadp.dadp_1.Light,quantification
140521_McCloskey2013,410,159,dadp,dadp.dadp_2.Light,quantification
140521_McCloskey2013,340,79,damp,damp.damp_1.Heavy,quantification
140521_McCloskey2013,330,79,damp,damp.damp_1.Light,quantification
140521_McCloskey2013,330,134,damp,damp.damp_2.Light,quantification
140521_McCloskey2013,500,159,datp,datp.datp_1.Heavy,quantification
140521_McCloskey2013,490,159,datp,datp.datp_1.Light,quantification
140521_McCloskey2013,490,79,datp,datp.datp_2.Light,quantification
140521_McCloskey2013,395,159,dcdp,dcdp.dcdp_1.Heavy,quantification
140521_McCloskey2013,386,159,dcdp,dcdp.dcdp_1.Light,quantification
140521_McCloskey2013,386,79,dcdp,dcdp.dcdp_2.Light,quantification
140521_McCloskey2013,315,200,dcmp,dcmp.dcmp_1.Heavy,quantification
140521_McCloskey2013,306,195,dcmp,dcmp.dcmp_1.Light,quantification
140521_McCloskey2013,306,79,dcmp,dcmp.dcmp_2.Light,quantification
140521_McCloskey2013,475,79,dctp,dctp.dctp_1.Heavy,quantification
140521_McCloskey2013,466,79,dctp,dctp.dctp_1.Light,quantification
140521_McCloskey2013,466,368,dctp,dctp.dctp_2.Light,quantification
140521_McCloskey2013,436.0355484,79,dgdp,dgdp.dgdp_1.Heavy,quantification
140521_McCloskey2013,426.002,79,dgdp,dgdp.dgdp_1.Light,quantification
140521_McCloskey2013,426.002,275,dgdp,dgdp.dgdp_2.Light,quantification
140521_McCloskey2013,356.0355484,79,dgmp,dgmp.dgmp_1.Heavy,quantification
140521_McCloskey2013,346.002,79,dgmp,dgmp.dgmp_1.Light,quantification
140521_McCloskey2013,346.002,133,dgmp,dgmp.dgmp_2.Light,quantification
140521_McCloskey2013,516.0335484,159,dgtp,dgtp.dgtp_1.Heavy,quantification
140521_McCloskey2013,506,159,dgtp,dgtp.dgtp_1.Light,quantification
140521_McCloskey2013,506,408,dgtp,dgtp.dgtp_2.Light,quantification
140521_McCloskey2013,172,97,dhap,dhap.dhap_1.Heavy,quantification
140521_McCloskey2013,169,97,dhap,dhap.dhap_1.Light,quantification
140521_McCloskey2013,169,79,dhap,dhap.dhap_2.Light,quantification
140521_McCloskey2013,341,140,dimp,dimp.dimp_1.Heavy,quantification
140521_McCloskey2013,331,135,dimp,dimp.dimp_1.Light,quantification
140521_McCloskey2013,331,79,dimp,dimp.dimp_2.Light,quantification
140521_McCloskey2013,501,79,ditp,ditp.ditp_1.Heavy,quantification
140521_McCloskey2013,491,79,ditp,ditp.ditp_1.Light,quantification
140521_McCloskey2013,491,393,ditp,ditp.ditp_2.Light,quantification
140521_McCloskey2013,579,331,dtdpglu,dtdpglu.dtdpglu_1.Heavy,quantification
140521_McCloskey2013,563,321,dtdpglu,dtdpglu.dtdpglu_1.Light,quantification
140521_McCloskey2013,563,79,dtdpglu,dtdpglu.dtdpglu_2.Light,quantification
140521_McCloskey2013,331.002,200,dtmp,dtmp.dtmp_1.Heavy,quantification
140521_McCloskey2013,321,195,dtmp,dtmp.dtmp_1.Light,quantification
140521_McCloskey2013,491.002,79,dttp,dttp.dttp_1.Heavy,quantification
140521_McCloskey2013,481,79,dttp,dttp.dttp_1.Light,quantification
140521_McCloskey2013,481,383,dttp,dttp.dttp_2.Light,quantification
140521_McCloskey2013,316,79,dump,dump.dump_1.Heavy,quantification
140521_McCloskey2013,307,79,dump,dump.dump_1.Light,quantification
140521_McCloskey2013,307,195,dump,dump.dump_2.Light,quantification
140521_McCloskey2013,476,159,dutp,dutp.dutp_1.Heavy,quantification
140521_McCloskey2013,467,159,dutp,dutp.dutp_1.Light,quantification
140521_McCloskey2013,467,177,dutp,dutp.dutp_2.Light,quantification
140521_McCloskey2013,265.003,79,f1p,f1p.f1p_1.Heavy,quantification
140521_McCloskey2013,259.003,79,f1p,f1p.f1p_1.Light,quantification
140521_McCloskey2013,259.003,97,f1p,f1p.f1p_2.Light,quantification
140521_McCloskey2013,265.001,172,f6p,f6p.f6p_1.Heavy,quantification
140521_McCloskey2013,259.001,169,f6p,f6p.f6p_1.Light,quantification
140521_McCloskey2013,259.001,79,f6p,f6p.f6p_2.Light,quantification
140521_McCloskey2013,811,454,fad,fad.fad_1.Heavy,quantification
140521_McCloskey2013,784,437,fad,fad.fad_1.Light,quantification
140521_McCloskey2013,784,79,fad,fad.fad_2.Light,quantification
140521_McCloskey2013,345,247,fdp,fdp.fdp_1.Heavy,quantification
140521_McCloskey2013,339,79,fdp,fdp.fdp_1.Light,quantification
140521_McCloskey2013,339,241,fdp,fdp.fdp_2.Light,quantification
140521_McCloskey2013,459,325,fol,fol.fol_1.Heavy,quantification
140521_McCloskey2013,440,311,fol,fol.fol_1.Light,quantification
140521_McCloskey2013,440,175,fol,fol.fol_2.Light,quantification
140521_McCloskey2013,119,74,fum,fum.fum_1.Heavy,quantification
140521_McCloskey2013,115,71,fum,fum.fum_1.Light,quantification
140521_McCloskey2013,265.002,247,g1p,g1p.g1p_1.Heavy,quantification
140521_McCloskey2013,259.002,241,g1p,g1p.g1p_1.Light,quantification
140521_McCloskey2013,259.002,79,g1p,g1p.g1p_2.Light,quantification
140521_McCloskey2013,172.001,97,g3p,g3p.g3p_1.Heavy,quantification
140521_McCloskey2013,169.001,97,g3p,g3p.g3p_1.Light,quantification
140521_McCloskey2013,169.001,79,g3p,g3p.g3p_2.Light,quantification
140521_McCloskey2013,265,203,g6p,g6p.g6p_1.Heavy,quantification
140521_McCloskey2013,259,199,g6p,g6p.g6p_1.Light,quantification
140521_McCloskey2013,265,79,g6p,g6p.g6p_2.Heavy,quantification
140521_McCloskey2013,259,79,g6p,g6p.g6p_2.Light,quantification
140521_McCloskey2013,264,79,gam6p,gam6p.gam6p_1.Heavy,quantification
140521_McCloskey2013,258,79,gam6p,gam6p.gam6p_1.Light,quantification
140521_McCloskey2013,258,97,gam6p,gam6p.gam6p_2.Light,quantification
140521_McCloskey2013,452,79,gdp,gdp.gdp_1.Heavy,quantification
140521_McCloskey2013,442,79,gdp,gdp.gdp_1.Light,quantification
140521_McCloskey2013,442,344,gdp,gdp.gdp_2.Light,quantification
140521_McCloskey2013,150,132,gln-L,gln-L.gln-L_1.Heavy,quantification
140521_McCloskey2013,145.001,127,gln-L,gln-L.gln-L_1.Light,quantification
140521_McCloskey2013,145.001,101,gln-L,gln-L.gln-L_2.Light,quantification
140521_McCloskey2013,151,133,glu-L,glu-L.glu-L_1.Heavy,quantification
140521_McCloskey2013,146,128,glu-L,glu-L.glu-L_1.Light,quantification
140521_McCloskey2013,146,102,glu-L,glu-L.glu-L_2.Light,quantification
140521_McCloskey2013,134,89,glutacon,glutacon.glutacon_1.Heavy,quantification
140521_McCloskey2013,129,85,glutacon,glutacon.glutacon_1.Light,quantification
140521_McCloskey2013,75,46,glx,glx.glx_1.Heavy,quantification
140521_McCloskey2013,73,45,glx,glx.glx_1.Light,quantification
140521_McCloskey2013,174,79,glyc3p,glyc3p.glyc3p_1.Heavy,quantification
140521_McCloskey2013,171,79,glyc3p,glyc3p.glyc3p_1.Light,quantification
140521_McCloskey2013,171,63,glyc3p,glyc3p.glyc3p_2.Light,quantification
140521_McCloskey2013,77,48,glyclt,glyclt.glyclt_1.Heavy,quantification
140521_McCloskey2013,75,47,glyclt,glyclt.glyclt_1.Light,quantification
140521_McCloskey2013,75,45,glyclt,glyclt.glyclt_2.Light,quantification
140521_McCloskey2013,372,79,gmp,gmp.gmp_1.Heavy,quantification
140521_McCloskey2013,362,79,gmp,gmp.gmp_1.Light,quantification
140521_McCloskey2013,362,97,gmp,gmp.gmp_2.Light,quantification
140521_McCloskey2013,292,155,gsn,gsn.gsn_1.Heavy,quantification
140521_McCloskey2013,282,150,gsn,gsn.gsn_1.Light,quantification
140521_McCloskey2013,282,133,gsn,gsn.gsn_2.Light,quantification
140521_McCloskey2013,631,316,gthox,gthox.gthox_1.Heavy,quantification
140521_McCloskey2013,611,306,gthox,gthox.gthox_1.Light,quantification
140521_McCloskey2013,611,272,gthox,gthox.gthox_2.Light,quantification
140521_McCloskey2013,316,148,gthrd,gthrd.gthrd_1.Heavy,quantification
140521_McCloskey2013,306,143,gthrd,gthrd.gthrd_1.Light,quantification
140521_McCloskey2013,306,272,gthrd,gthrd.gthrd_2.Light,quantification
140521_McCloskey2013,532,79,gtp,gtp.gtp_1.Heavy,quantification
140521_McCloskey2013,522,79,gtp,gtp.gtp_1.Light,quantification
140521_McCloskey2013,522,424,gtp,gtp.gtp_2.Light,quantification
140521_McCloskey2013,155,138,gua,gua.gua_1.Heavy,quantification
140521_McCloskey2013,149.916,133,gua,gua.gua_1.Light,quantification
140521_McCloskey2013,185,61,Hexose_Pool_fru_glc-D,Hexose_Pool_fru_glc-D.Hexose_Pool_fru_glc-D_1.Heavy,quantification
140521_McCloskey2013,179,59,Hexose_Pool_fru_glc-D,Hexose_Pool_fru_glc-D.Hexose_Pool_fru_glc-D_1.Light,quantification
140521_McCloskey2013,179,89,Hexose_Pool_fru_glc-D,Hexose_Pool_fru_glc-D.Hexose_Pool_fru_glc-D_2.Light,quantification
140521_McCloskey2013,160,143,his-L,his-L.his-L_1.Heavy,quantification
140521_McCloskey2013,154,137,his-L,his-L.his-L_1.Light,quantification
140521_McCloskey2013,154,93,his-L,his-L.his-L_2.Light,quantification
140521_McCloskey2013,140,96,hxan,hxan.hxan_1.Heavy,quantification
140521_McCloskey2013,135,92,hxan,hxan.hxan_1.Light,quantification
140521_McCloskey2013,197,76,icit,icit.icit_1.Heavy,quantification
140521_McCloskey2013,191.001,111,icit,icit.icit_1.Light,quantification
140521_McCloskey2013,191.001,73,icit,icit.icit_2.Light,quantification
140521_McCloskey2013,357,140,imp,imp.imp_1.Heavy,quantification
140521_McCloskey2013,347,135,imp,imp.imp_1.Light,quantification
140521_McCloskey2013,347,97,imp,imp.imp_2.Light,quantification
140521_McCloskey2013,277,140,ins,ins.ins_1.Heavy,quantification
140521_McCloskey2013,267,135,ins,ins.ins_1.Light,quantification
140521_McCloskey2013,267,108,ins,ins.ins_2.Light,quantification
140521_McCloskey2013,517,419,itp,itp.itp_1.Heavy,quantification
140521_McCloskey2013,507,409,itp,itp.itp_1.Light,quantification
140521_McCloskey2013,507,79,itp,itp.itp_2.Light,quantification
140521_McCloskey2013,92,45,lac-L,lac-L.lac-L_1.Heavy,quantification
140521_McCloskey2013,89,43,lac-L,lac-L.lac-L_1.Light,quantification
140521_McCloskey2013,89,45,lac-L,lac-L.lac-L_2.Light,quantification
140521_McCloskey2013,245,123,Lcystin,Lcystin.Lcystin_1.Heavy,quantification
140521_McCloskey2013,239,120,Lcystin,Lcystin.Lcystin_1.Light,quantification
140521_McCloskey2013,137,119,mal-L,mal-L.mal-L_1.Heavy,quantification
140521_McCloskey2013,133,115,mal-L,mal-L.mal-L_1.Light,quantification
140521_McCloskey2013,876.6625161,79,malcoa,malcoa.malcoa_1.Heavy,quantification
140521_McCloskey2013,852.582,79,malcoa,malcoa.malcoa_1.Light,quantification
140521_McCloskey2013,153,48,met-L,met-L.met-L_1.Heavy,quantification
140521_McCloskey2013,148,47,met-L,met-L.met-L_1.Light,quantification
140521_McCloskey2013,121,58,mmal,mmal.mmal_1.Heavy,quantification
140521_McCloskey2013,117,55,mmal,mmal.mmal_1.Light,quantification
140521_McCloskey2013,117,73,mmal,mmal.mmal_2.Light,quantification
140521_McCloskey2013,683,555,nad,nad.nad_1.Heavy,quantification
140521_McCloskey2013,662,540,nad,nad.nad_1.Light,quantification
140521_McCloskey2013,662,79,nad,nad.nad_2.Light,quantification
140521_McCloskey2013,685,418,nadh,nadh.nadh_1.Heavy,quantification
140521_McCloskey2013,664,408,nadh,nadh.nadh_1.Light,quantification
140521_McCloskey2013,664,79,nadh,nadh.nadh_2.Light,quantification
140521_McCloskey2013,763,635,nadp,nadp.nadp_1.Heavy,quantification
140521_McCloskey2013,742,620,nadp,nadp.nadp_1.Light,quantification
140521_McCloskey2013,742,79,nadp,nadp.nadp_2.Light,quantification
140521_McCloskey2013,765,418,nadph,nadph.nadph_1.Heavy,quantification
140521_McCloskey2013,744,408,nadph,nadph.nadph_1.Light,quantification
140521_McCloskey2013,744,79,nadph,nadph.nadph_2.Light,quantification
140521_McCloskey2013,135,90,oaa,oaa.oaa_1.Heavy,quantification
140521_McCloskey2013,131,87,oaa,oaa.oaa_1.Light,quantification
140521_McCloskey2013,136,89,orn,orn.orn_1.Heavy,quantification
140521_McCloskey2013,131,85,orn,orn.orn_1.Light,quantification
140521_McCloskey2013,91,63,oxa,oxa.oxa_1.Heavy,quantification
140521_McCloskey2013,89.001,61,oxa,oxa.oxa_1.Light,quantification
140521_McCloskey2013,89.001,45,oxa,oxa.oxa_2.Light,quantification
140521_McCloskey2013,170,79,pep,pep.pep_1.Heavy,quantification
140521_McCloskey2013,167,79,pep,pep.pep_1.Light,quantification
140521_McCloskey2013,167,63,pep,pep.pep_2.Light,quantification
140521_McCloskey2013,173,156,phe-L,phe-L.phe-L_1.Heavy,quantification
140521_McCloskey2013,164,147,phe-L,phe-L.phe-L_1.Light,quantification
140521_McCloskey2013,164,103,phe-L,phe-L.phe-L_2.Light,quantification
140521_McCloskey2013,172,98,phpyr,phpyr.phpyr_1.Heavy,quantification
140521_McCloskey2013,163,91,phpyr,phpyr.phpyr_1.Light,quantification
140521_McCloskey2013,163,119,phpyr,phpyr.phpyr_2.Light,quantification
140521_McCloskey2013,188,97,Pool_2pg_3pg,Pool_2pg_3pg.Pool_2pg_3pg_1.Heavy,quantification
140521_McCloskey2013,185,97,Pool_2pg_3pg,Pool_2pg_3pg.Pool_2pg_3pg_1.Light,quantification
140521_McCloskey2013,185,79,Pool_2pg_3pg,Pool_2pg_3pg.Pool_2pg_3pg_2.Light,quantification
140521_McCloskey2013,197,116,Pool_cit_icit,Pool_cit_icit.Pool_cit_icit_1.Heavy,quantification
140521_McCloskey2013,394,177,prpp,prpp.prpp_1.Heavy,quantification
140521_McCloskey2013,389,177,prpp,prpp.prpp_1.Light,quantification
140521_McCloskey2013,389,291,prpp,prpp.prpp_2.Light,quantification
140521_McCloskey2013,90,45,pyr,pyr.pyr_1.Heavy,quantification
140521_McCloskey2013,87,43,pyr,pyr.pyr_1.Light,quantification
140521_McCloskey2013,87,32,pyr,pyr.pyr_2.Light,quantification
140521_McCloskey2013,234,97,r5p,r5p.r5p_1.Heavy,quantification
140521_McCloskey2013,229,97,r5p,r5p.r5p_1.Light,quantification
140521_McCloskey2013,229,139,r5p,r5p.r5p_2.Light,quantification
140521_McCloskey2013,392,268,ribflv,ribflv.ribflv_1.Heavy,quantification
140521_McCloskey2013,375,255,ribflv,ribflv.ribflv_1.Light,quantification
140521_McCloskey2013,234.001,97,ru5p-D,ru5p-D.ru5p-D_1.Heavy,quantification
140521_McCloskey2013,229.001,97,ru5p-D,ru5p-D.ru5p-D_1.Light,quantification
140521_McCloskey2013,229.001,139,ru5p-D,ru5p-D.ru5p-D_2.Light,quantification
140521_McCloskey2013,296,97,s7p,s7p.s7p_1.Heavy,quantification
140521_McCloskey2013,289,97,s7p,s7p.s7p_1.Light,quantification
140521_McCloskey2013,289,79,s7p,s7p.s7p_2.Light,quantification
140521_McCloskey2013,107,76,ser-L,ser-L.ser-L_1.Heavy,quantification
140521_McCloskey2013,104,74,ser-L,ser-L.ser-L_1.Light,quantification
140521_McCloskey2013,104,42,ser-L,ser-L.ser-L_2.Light,quantification
140521_McCloskey2013,180.0244839,99.02012903,skm,skm.skm_1.Heavy,quantification
140521_McCloskey2013,173.001,93,skm,skm.skm_1.Light,quantification
140521_McCloskey2013,173.001,73,skm,skm.skm_2.Light,quantification
140521_McCloskey2013,121,103,succ,succ.succ_1.Heavy,quantification
140521_McCloskey2013,117.001,99,succ,succ.succ_1.Light,quantification
140521_McCloskey2013,117.001,73,succ,succ.succ_2.Light,quantification
140521_McCloskey2013,891.0838709,79,succoa,succoa.succoa_1.Heavy,quantification
140521_McCloskey2013,866,79,succoa,succoa.succoa_1.Light,quantification
140521_McCloskey2013,122,76,thr-L,thr-L.thr-L_1.Heavy,quantification
140521_McCloskey2013,118,74,thr-L,thr-L.thr-L_1.Light,quantification
140521_McCloskey2013,130,43,thym,thym.thym_1.Heavy,quantification
140521_McCloskey2013,124.895,42,thym,thym.thym_1.Light,quantification
140521_McCloskey2013,214,124,trp-L,trp-L.trp-L_1.Heavy,quantification
140521_McCloskey2013,203,116,trp-L,trp-L.trp-L_1.Light,quantification
140521_McCloskey2013,203,74,trp-L,trp-L.trp-L_2.Light,quantification
140521_McCloskey2013,189,172,tyr-L,tyr-L.tyr-L_1.Heavy,quantification
140521_McCloskey2013,180,163,tyr-L,tyr-L.tyr-L_1.Light,quantification
140521_McCloskey2013,180,119,tyr-L,tyr-L.tyr-L_2.Light,quantification
140521_McCloskey2013,412,115,udp,udp.udp_1.Heavy,quantification
140521_McCloskey2013,403,79,udp,udp.udp_1.Light,quantification
140521_McCloskey2013,403,159,udp,udp.udp_2.Light,quantification
140521_McCloskey2013,580.0503226,247.020129,udpg,udpg.udpg_1.Heavy,quantification
140521_McCloskey2013,565,241,udpg,udpg.udpg_1.Light,quantification
140521_McCloskey2013,565,385,udpg,udpg.udpg_2.Light,quantification
140521_McCloskey2013,594.0513226,412.0301935,udpglcur,udpglcur.udpglcur_1.Heavy,quantification
140521_McCloskey2013,579.001,403,udpglcur,udpglcur.udpglcur_1.Light,quantification
140521_McCloskey2013,579.001,323,udpglcur,udpglcur.udpglcur_2.Light,quantification
140521_McCloskey2013,332,79,ump,ump.ump_1.Heavy,quantification
140521_McCloskey2013,323,79,ump,ump.ump_1.Light,quantification
140521_McCloskey2013,323,97,ump,ump.ump_2.Light,quantification
140521_McCloskey2013,115,43,ura,ura.ura_1.Heavy,quantification
140521_McCloskey2013,111,42,ura,ura.ura_1.Light,quantification
140521_McCloskey2013,172,128,urate,urate.urate_1.Heavy,quantification
140521_McCloskey2013,167,124,urate,urate.urate_1.Light,quantification
140521_McCloskey2013,167,42,urate,urate.urate_2.Light,quantification
140521_McCloskey2013,252,43,uri,uri.uri_1.Heavy,quantification
140521_McCloskey2013,243.001,42,uri,uri.uri_1.Light,quantification
140521_McCloskey2013,243.001,110,uri,uri.uri_2.Light,quantification
140521_McCloskey2013,492,394,utp,utp.utp_1.Heavy,quantification
140521_McCloskey2013,483,385,utp,utp.utp_1.Light,quantification
140521_McCloskey2013,483,79,utp,utp.utp_2.Light,quantification
140521_McCloskey2013,156,112,xan,xan.xan_1.Heavy,quantification
140521_McCloskey2013,150.916,108,xan,xan.xan_1.Light,quantification
140521_McCloskey2013,234.0197742,97,xu5p-D,xu5p-D.xu5p-D_1.Heavy,quantification
140521_McCloskey2013,229.003,97,xu5p-D,xu5p-D.xu5p-D_1.Light,quantification
140521_McCloskey2013,229.003,139,xu5p-D,xu5p-D.xu5p-D_2.Light,quantification
