experiment_id,time_point,sample_name_abbreviation,met_id,concentration,concentration_var,concentration_units,concentration_lb,concentration_ub,measured,used_,comment_
ALEWt01,0,OxicEvo04Glc,zn2_e,,,M,1.00E-15,6.9558E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,pi_e,,,M,0.004790082,0.004790082,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,o2_e,,,M,8.20E-06,8.20E-06,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,glc_DASH_D_e,,,M,1.00E-15,0.022202487,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,mn2_e,,,M,1.00E-15,5.91646E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,nh4_e,,,M,1.00E-15,0.001869473,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,cbl1_e,,,M,1.00E-15,0.000001,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,so4_e,,,M,1.00E-15,0.002123138,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,EDTA_e,,,M,1.00E-15,1.61186E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,cu2_e,,,M,1.00E-15,2.72083E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,k_e,,,M,1.00E-15,0.002204488,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,succ_e,,,M,1.00E-15,0.0002,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,mobd_e,,,M,1.00E-15,0.000001,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,h2o_e,,,M,55.5,55.5,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,na1_e,,,M,1.00E-15,0.010467979,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,fe2_e,,,M,1.00E-15,0.00001,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,fe3_e,,,M,1.00E-15,0.000369959,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,fum_e,,,M,1.00E-15,0.0002,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,H2PO4_e,,,M,1.00E-15,0.002204488,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,ac_e,,,M,1.00E-15,0.006,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,cl_e,,,M,1.00E-15,0.004139817,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,mg2_e,,,M,1.00E-15,0.001994416,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,cobalt2_e,,,M,1.00E-15,2.52175E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,etoh_e,,,M,1.00E-15,1.00E-15,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,ni2_e,,,M,1.00E-15,0.000001,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,lac_DASH_D_e,,,M,1.00E-15,1.00E-15,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,co2_e,,,M,0.0001,0.0001,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,for_e,,,M,1.00E-15,0.001,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,ca2_e,,,M,1.00E-15,0.000100018,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,zn2_e,,,M,1.00E-15,6.9558E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,pi_e,,,M,0.004790082,0.004790082,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,o2_e,,,M,8.20E-06,8.20E-06,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,glc_DASH_D_e,,,M,1.00E-15,0.022202487,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,mn2_e,,,M,1.00E-15,5.91646E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,nh4_e,,,M,1.00E-15,0.001869473,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,cbl1_e,,,M,1.00E-15,0.000001,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,so4_e,,,M,1.00E-15,0.002123138,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,EDTA_e,,,M,1.00E-15,1.61186E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,cu2_e,,,M,1.00E-15,2.72083E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,k_e,,,M,1.00E-15,0.002204488,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,succ_e,,,M,1.00E-15,0.0002,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,mobd_e,,,M,1.00E-15,0.000001,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,h2o_e,,,M,55.5,55.5,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,na1_e,,,M,1.00E-15,0.010467979,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,fe2_e,,,M,1.00E-15,0.00001,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,fe3_e,,,M,1.00E-15,0.000369959,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,fum_e,,,M,1.00E-15,0.0002,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,H2PO4_e,,,M,1.00E-15,0.002204488,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,ac_e,,,M,1.00E-15,0.006,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,cl_e,,,M,1.00E-15,0.004139817,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,mg2_e,,,M,1.00E-15,0.001994416,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,cobalt2_e,,,M,1.00E-15,2.52175E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,etoh_e,,,M,1.00E-15,1.00E-15,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,ni2_e,,,M,1.00E-15,0.000001,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,lac_DASH_D_e,,,M,1.00E-15,1.00E-15,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,co2_e,,,M,0.0001,0.0001,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,for_e,,,M,1.00E-15,0.001,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,ca2_e,,,M,1.00E-15,0.000100018,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,zn2_e,,,M,1.00E-15,6.9558E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,pi_e,,,M,0.004790082,0.004790082,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,o2_e,,,M,8.20E-06,8.20E-06,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,glc_DASH_D_e,,,M,1.00E-15,0.022202487,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,mn2_e,,,M,1.00E-15,5.91646E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,nh4_e,,,M,1.00E-15,0.001869473,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,cbl1_e,,,M,1.00E-15,0.000001,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,so4_e,,,M,1.00E-15,0.002123138,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,EDTA_e,,,M,1.00E-15,1.61186E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,cu2_e,,,M,1.00E-15,2.72083E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,k_e,,,M,1.00E-15,0.002204488,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,succ_e,,,M,1.00E-15,0.0002,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,mobd_e,,,M,1.00E-15,0.000001,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,h2o_e,,,M,55.5,55.5,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,na1_e,,,M,1.00E-15,0.010467979,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,fe2_e,,,M,1.00E-15,0.00001,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,fe3_e,,,M,1.00E-15,0.000369959,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,fum_e,,,M,1.00E-15,0.0002,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,H2PO4_e,,,M,1.00E-15,0.002204488,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,ac_e,,,M,1.00E-15,0.006,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,cl_e,,,M,1.00E-15,0.004139817,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,mg2_e,,,M,1.00E-15,0.001994416,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,cobalt2_e,,,M,1.00E-15,2.52175E-05,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,etoh_e,,,M,1.00E-15,1.00E-15,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,ni2_e,,,M,1.00E-15,0.000001,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,lac_DASH_D_e,,,M,1.00E-15,1.00E-15,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,co2_e,,,M,0.0001,0.0001,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,for_e,,,M,1.00E-15,0.001,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,ca2_e,,,M,1.00E-15,0.000100018,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,zn2_e,,,M,1.00E-15,6.9558E-05,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,pi_e,,,M,0.004790082,0.004790082,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,o2_e,,,M,8.20E-06,8.20E-06,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,glc_DASH_D_e,,,M,1.00E-15,0.022202487,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,mn2_e,,,M,1.00E-15,5.91646E-05,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,nh4_e,,,M,1.00E-15,0.001869473,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,cbl1_e,,,M,1.00E-15,0.000001,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,so4_e,,,M,1.00E-15,0.002123138,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,EDTA_e,,,M,1.00E-15,1.61186E-05,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,cu2_e,,,M,1.00E-15,2.72083E-05,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,k_e,,,M,1.00E-15,0.002204488,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,succ_e,,,M,1.00E-15,0.0002,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,mobd_e,,,M,1.00E-15,0.000001,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,h2o_e,,,M,55.5,55.5,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,na1_e,,,M,1.00E-15,0.010467979,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,fe2_e,,,M,1.00E-15,0.00001,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,fe3_e,,,M,1.00E-15,0.000369959,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,fum_e,,,M,1.00E-15,0.0002,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,H2PO4_e,,,M,1.00E-15,0.002204488,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,ac_p,,,M,1.00E-15,0.006,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,cl_p,,,M,1.00E-15,0.004139817,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,mg2_p,,,M,1.00E-15,0.001994416,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,cobalt2_p,,,M,1.00E-15,2.52175E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,etoh_p,,,M,1.00E-15,1.00E-15,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,ni2_p,,,M,1.00E-15,0.000001,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,lac_DASH_D_p,,,M,1.00E-15,1.00E-15,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,co2_p,,,M,0.0001,0.0001,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,for_p,,,M,1.00E-15,0.001,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,ca2_p,,,M,1.00E-15,0.000100018,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,zn2_p,,,M,1.00E-15,6.9558E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,pi_p,,,M,0.004790082,0.004790082,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,o2_p,,,M,8.20E-06,8.20E-06,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,glc_DASH_D_p,,,M,1.00E-15,0.022202487,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,mn2_p,,,M,1.00E-15,5.91646E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,nh4_p,,,M,1.00E-15,0.001869473,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,cbl1_p,,,M,1.00E-15,0.000001,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,so4_p,,,M,1.00E-15,0.002123138,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,EDTA_p,,,M,1.00E-15,1.61186E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,cu2_p,,,M,1.00E-15,2.72083E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,k_p,,,M,1.00E-15,0.002204488,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,succ_p,,,M,1.00E-15,0.0002,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,mobd_p,,,M,1.00E-15,0.000001,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,h2o_p,,,M,55.5,55.5,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,na1_p,,,M,1.00E-15,0.010467979,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,fe2_p,,,M,1.00E-15,0.00001,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,fe3_p,,,M,1.00E-15,0.000369959,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,fum_p,,,M,1.00E-15,0.0002,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,H2PO4_p,,,M,1.00E-15,0.002204488,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,ac_p,,,M,1.00E-15,0.006,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,cl_p,,,M,1.00E-15,0.004139817,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,mg2_p,,,M,1.00E-15,0.001994416,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,cobalt2_p,,,M,1.00E-15,2.52175E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,etoh_p,,,M,1.00E-15,1.00E-15,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,ni2_p,,,M,1.00E-15,0.000001,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,lac_DASH_D_p,,,M,1.00E-15,1.00E-15,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,co2_p,,,M,0.0001,0.0001,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,for_p,,,M,1.00E-15,0.001,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,ca2_p,,,M,1.00E-15,0.000100018,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,zn2_p,,,M,1.00E-15,6.9558E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,pi_p,,,M,0.004790082,0.004790082,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,o2_p,,,M,8.20E-06,8.20E-06,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,glc_DASH_D_p,,,M,1.00E-15,0.022202487,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,mn2_p,,,M,1.00E-15,5.91646E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,nh4_p,,,M,1.00E-15,0.001869473,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,cbl1_p,,,M,1.00E-15,0.000001,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,so4_p,,,M,1.00E-15,0.002123138,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,EDTA_p,,,M,1.00E-15,1.61186E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,cu2_p,,,M,1.00E-15,2.72083E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,k_p,,,M,1.00E-15,0.002204488,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,succ_p,,,M,1.00E-15,0.0002,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,mobd_p,,,M,1.00E-15,0.000001,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,h2o_p,,,M,55.5,55.5,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,na1_p,,,M,1.00E-15,0.010467979,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,fe2_p,,,M,1.00E-15,0.00001,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,fe3_p,,,M,1.00E-15,0.000369959,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,fum_p,,,M,1.00E-15,0.0002,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,H2PO4_p,,,M,1.00E-15,0.002204488,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,ac_p,,,M,1.00E-15,0.006,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,cl_p,,,M,1.00E-15,0.004139817,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,mg2_p,,,M,1.00E-15,0.001994416,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,cobalt2_p,,,M,1.00E-15,2.52175E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,etoh_p,,,M,1.00E-15,1.00E-15,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,ni2_p,,,M,1.00E-15,0.000001,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,lac_DASH_D_p,,,M,1.00E-15,1.00E-15,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,co2_p,,,M,0.0001,0.0001,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,for_p,,,M,1.00E-15,0.001,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,ca2_p,,,M,1.00E-15,0.000100018,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,zn2_p,,,M,1.00E-15,6.9558E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,pi_p,,,M,0.004790082,0.004790082,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,o2_p,,,M,8.20E-06,8.20E-06,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,glc_DASH_D_p,,,M,1.00E-15,0.022202487,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,mn2_p,,,M,1.00E-15,5.91646E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,nh4_p,,,M,1.00E-15,0.001869473,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,cbl1_p,,,M,1.00E-15,0.000001,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,so4_p,,,M,1.00E-15,0.002123138,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,EDTA_p,,,M,1.00E-15,1.61186E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,cu2_p,,,M,1.00E-15,2.72083E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,k_p,,,M,1.00E-15,0.002204488,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,succ_p,,,M,1.00E-15,0.0002,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,mobd_p,,,M,1.00E-15,0.000001,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,h2o_p,,,M,55.5,55.5,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,na1_p,,,M,1.00E-15,0.010467979,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,fe2_p,,,M,1.00E-15,0.00001,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,fe3_p,,,M,1.00E-15,0.000369959,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,fum_p,,,M,1.00E-15,0.0002,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,H2PO4_p,,,M,1.00E-15,0.002204488,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,ac_p,,,M,1.00E-15,0.006,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,cl_p,,,M,1.00E-15,0.004139817,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,mg2_p,,,M,1.00E-15,0.001994416,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,cobalt2_p,,,M,1.00E-15,2.52175E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,etoh_p,,,M,1.00E-15,1.00E-15,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,ni2_p,,,M,1.00E-15,0.000001,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,lac_DASH_D_p,,,M,1.00E-15,1.00E-15,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,co2_p,,,M,0.0001,0.0001,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,for_p,,,M,1.00E-15,0.001,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,ca2_p,,,M,1.00E-15,0.000100018,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,zn2_p,,,M,1.00E-15,6.9558E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,pi_p,,,M,0.004790082,0.004790082,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,o2_p,,,M,8.20E-06,8.20E-06,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,glc_DASH_D_p,,,M,1.00E-15,0.022202487,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,mn2_p,,,M,1.00E-15,5.91646E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,nh4_p,,,M,1.00E-15,0.001869473,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,cbl1_p,,,M,1.00E-15,0.000001,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,so4_p,,,M,1.00E-15,0.002123138,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,EDTA_p,,,M,1.00E-15,1.61186E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,cu2_p,,,M,1.00E-15,2.72083E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,k_p,,,M,1.00E-15,0.002204488,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,succ_p,,,M,1.00E-15,0.0002,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,mobd_p,,,M,1.00E-15,0.000001,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,h2o_p,,,M,55.5,55.5,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,na1_p,,,M,1.00E-15,0.010467979,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,fe2_p,,,M,1.00E-15,0.00001,TRUE,TRUE,
