experiment_id,model_id,mapping_id,sample_name_abbreviation,time_point,flux_units,used_,comment_,rxn_id,rxn_id_INCA,rxn_equation,flux_average,flux_stdev,flux_lb,flux_ub
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,CS,R10,oaa_c + accoa_c -> cit_c,1.5375,1.74E+03,0.7451,2.5418
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,DAPDC,R11,26dap_DASH_M_c -> lys_DASH_L_c + co2_c,0.0559,0.0073,0.0402,0.0717
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,Ec_Biomass_INCA,R12,0.176*phe_DASH_L_c + 0.443*mlthf_c + 0.34*oaa_c + 0.326*lys_DASH_L_c + 33.25*atp_c + 0.205*ser_DASH_L_c + 0.129*g3p_c + 0.131*tyr_DASH_L_c + 0.051*pep_c + 0.146*met_DASH_L_c + 0.205*g6p_c + 0.087*akg_c + 0.25*glu_DASH_L_c + 0.25*gln_DASH_L_c + 0.754*r5p_c + 0.071*f6p_c + 0.083*pyr_c + 0.582*gly_c + 0.241*thr_DASH_L_c + 0.229*asp_DASH_L_c + 5.363*nadph_c + 0.087*cys_DASH_L_c + 0.619*3pg_c + 0.402*val_DASH_L_c + 0.488*ala_DASH_L_c + 0.276*ile_DASH_L_c + 0.229*asn_DASH_L_c + 0.09*his_DASH_L_c + 0.428*leu_DASH_L_c + 2.51*accoa_c + 0.281*arg_DASH_L_c + 0.21*pro_DASH_L_c + 0.054*trp_DASH_L_c -> 1.455*nadh_c + 39.68*Biomass_c,0.1715,0.0223,0.1232,0.2198
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,EDA,R13,2ddg6p_c -> pyr_c + g3p_c,0.9761,1.88E+03,0,2.3459
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,split;ko,EDD,R14,6pgc_c -> 2ddg6p_c,0.9761,1.88E+03,0,2.3459
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,split,PYK,R15,pep_c -> pyr_c + atp_c,1.1789,857.1444,0.0686,6.468
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,EX_ac_LPAREN_e_RPAREN_,R16,ac_c -> ac_c.ext,1.8923,0.7341,0.7743,3.074
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,EX_co2_LPAREN_e_RPAREN_,R17,co2_c -> co2_c.ext,8.2201,9.0927,5.542,12.5913
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,EX_co2_LPAREN_e_RPAREN__unlabeled,R18,co2_c.unlabeled + co2_c -> co2_c.out + co2_c,1.00E-07,3.27E+03,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,EX_glc_LPAREN_e_RPAREN_,R19,glc_DASH_D_e.ext -> glc_DASH_D_e,3.1354,1.1518,2.2902,4.1293
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,EX_nh4_LPAREN_e_RPAREN_,R20,nh4_c.ext -> nh4_c,1.1945,0.1556,0.8576,1.5307
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,EX_o2_LPAREN_e_RPAREN_,R21,o2_c.ext -> o2_c,7.8253,9.1398,5.1806,12.1809
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,EX_so4_LPAREN_e_RPAREN_,R22,so4_c.ext -> so4_c,0.04,0.0052,0.0287,0.0512
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,FADR_NADH_CYTBD_HYD_ATPS4r,R23,fadh2_c + 0.5*o2_c -> atp_c,1.3526,1.74E+03,0.5776,2.3414
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,FBA,R24,fdp_c -> dhap_c + g3p_c,2.2653,65.0241,0.4995,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,FBA_reverse,R25,dhap_c + g3p_c -> fdp_c,0.9847,1.25E+03,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,FUM,R26,fum_c -> mal_DASH_L_c,1.00E+03,1.74E+03,999.3261,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,FUM_reverse,R27,mal_DASH_L_c -> fum_c,998.5837,65.0262,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,split;ko,PGL,R28,g6p_c -> 6pgc_c + nadph_c,3.1002,10.6449,2.1901,4.0138
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,split;ko,G6PDH2r,R28,g6p_c -> 6pgc_c + nadph_c,3.1002,10.6449,2.1901,4.0138
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,GAPD,R29,g3p_c -> nadh_c + atp_c + 3pg_c,4.1397,223.5507,2.7602,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,PGK,R29,g3p_c -> nadh_c + atp_c + 3pg_c,4.1397,223.5507,2.7602,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,GAPD_reverse,R30,nadh_c + atp_c + 3pg_c -> g3p_c,1.00E-07,1.03E+03,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,PGK_reverse,R30,nadh_c + atp_c + 3pg_c -> g3p_c,1.00E-07,1.03E+03,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,GHMT2r,R31,ser_DASH_L_c -> gly_c + mlthf_c,1.00E-07,1.12E+03,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,GHMT2r_reverse,R32,gly_c + mlthf_c -> ser_DASH_L_c,0.0844,65.026,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,GLCptspp,R33,pep_c + glc_DASH_D_e -> pyr_c + g6p_c,3.1354,65.0414,0,4.1294
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,GLCt2pp,R34,,1.58E-07,65.0287,0,4.1293
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,GLNS,R35,glu_DASH_L_c + atp_c + nh4_c -> gln_DASH_L_c,0.1158,0.0151,0.0831,0.1484
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,GluSYN,R36,akg_c + nh4_c + nadph_c -> glu_DASH_L_c,1.3127,1.11E+03,0.7943,1.6484
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,split;ko,GND,R37,6pgc_c -> ru5p_DASH_D_c + co2_c + nadph_c,2.1241,1.89E+03,0.7415,3.9802
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,HEX1,R38,glc_DASH_D_c + atp_c -> g6p_c,1.58E-07,65.0287,0,4.1293
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,HisSYN,R39,10fthf_c + prpp_c + gln_DASH_L_c + 4*atp_c + asp_DASH_L_c -> 2*nadh_c + his_DASH_L_c + akg_c + fum_c,0.0154,0.002,0.0111,0.0198
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,split;,ICDHyr,R40,icit_c -> akg_c + nadph_c + co2_c,0.2031,648.9311,0.1335,0.9116
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,split;,ICDHyr_reverse,R41,akg_c + nadph_c + co2_c -> icit_c,1.00E-07,151.3376,0,0.7375
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,split;,ICL,R42,icit_c -> succ_c + glx_c,1.3344,2.24E+03,0.3987,2.3317
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,IleSYN,R43,glu_DASH_L_c + pyr_c + nadph_c + thr_DASH_L_c -> ile_DASH_L_c + co2_c + akg_c + nh4_c,0.0473,0.0062,0.034,0.0607
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,LeuSYN,R44,glu_DASH_L_c + pyr_c + pyr_c + nadph_c + accoa_c -> nadh_c + leu_DASH_L_c + co2_c + co2_c + akg_c,0.0734,0.0096,0.0527,0.0941
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,MALS,R45,glx_c + accoa_c -> mal_DASH_L_c,1.3344,2.24E+03,0.3987,2.3317
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,MDH,R46,mal_DASH_L_c -> oaa_c + nadh_c,2.8936,8.51E+03,1.0453,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,MDH_reverse,R47,oaa_c + nadh_c -> mal_DASH_L_c,0.1874,5.26E+03,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,ME1,R48,mal_DASH_L_c -> pyr_c + co2_c + nadph_c,0.0445,7.97E+03,0,1.2174
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,ME2,R49,mal_DASH_L_c -> pyr_c + nadh_c + co2_c,1.00E-07,7.24E+03,0,1.2014
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,MetSYN,R50,succoa_c + atp_c + methf_c + asp_DASH_L_c + 2*nadph_c + cys_DASH_L_c -> pyr_c + succ_c + met_DASH_L_c + nh4_c,0.025,0.0033,0.018,0.0321
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,MlthfSYN,R51,gly_c -> nadh_c + co2_c + mlthf_c + nh4_c,0.2009,1.12E+03,0.03,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,MlthfSYN_reverse,R52,nadh_c + co2_c + mlthf_c + nh4_c -> gly_c,1.00E-07,65.0246,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,MTHFC,R53,mlthf_c -> 10fthf_c + nadph_c,0.0154,0.002,0.0111,0.0198
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,MTHFD,R54,nadh_c + mlthf_c -> methf_c,0.025,0.0033,0.018,0.0321
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,NADH_CYTBD_HYD_ATPS4r,R55,nadh_c + 0.5*o2_c -> 2*atp_c,14.298,1.76E+03,9.5318,22.284
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,NADTRHD_THD2pp,R56,nadh_c -> nadph_c,1.47E-07,65.0358,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,NADTRHD_THD2pp_reverse,R57,nadph_c -> nadh_c,1.6134,65.0358,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,split;,PDH,R58,pyr_c -> nadh_c + accoa_c + co2_c,4.8832,1.75E+03,3.0159,7.296
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,PFK,R59,f6p_c + atp_c -> fdp_c,1.2805,1.25E+03,0.4149,2.6111
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,split;ko,PGI,R60,g6p_c -> f6p_c,5.00E-08,20.9902,0,0.2096
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,split;ko,PGI_reverse,R61,f6p_c -> g6p_c,5.00E-08,30.4885,0,0.5301
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,PGM,R62,3pg_c -> pep_c,19.7271,1.12E+03,2.7065,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,PGM_reverse,R63,pep_c -> 3pg_c,15.6936,975.0084,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,ENO,R62,3pg_c -> pep_c,19.7271,1.12E+03,2.7065,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,ENO_reverse,R63,pep_c -> 3pg_c,15.6936,975.0084,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,PheSYN,R64,e4p_c + glu_DASH_L_c + nadph_c + atp_c + pep_c + pep_c -> phe_DASH_L_c + co2_c + akg_c,0.0302,0.0039,0.0217,0.0387
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,split;,PPC,R65,pep_c + co2_c -> oaa_c,0.3257,638.1867,0,0.4718
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,split;,PPCK,R66,oaa_c + atp_c -> pep_c + co2_c,0.7391,77.4519,0,1.1281
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,ProSYN,R67,glu_DASH_L_c + atp_c + 2*nadph_c -> pro_DASH_L_c,0.036,0.0047,0.0259,0.0462
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,PRPPS,R68,r5p_c + atp_c -> prpp_c,0.0154,0.002,0.0111,0.0198
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,ACKr,R69,accoa_c -> atp_c + ac_c,2.1597,65.0281,0.9085,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,ACKr_reverse,R70,atp_c + ac_c -> accoa_c,0.3556,65.0241,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,PTAr,R69,accoa_c -> atp_c + ac_c,2.1597,65.0281,0.9085,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,PTAr_reverse,R70,atp_c + ac_c -> accoa_c,0.3556,65.0241,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,RPE,R71,ru5p_DASH_D_c -> xu5p_DASH_D_c,7.9698,2.20E+04,6.3922,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,RPE_reverse,R72,xu5p_DASH_D_c -> ru5p_DASH_D_c,6.6771,2.08E+04,0.3925,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,RPI,R73,ru5p_DASH_D_c -> r5p_c,2.2597,1.10E+03,0.367,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,RPI_reverse,R74,r5p_c -> ru5p_DASH_D_c,1.4283,469.2615,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,SERAT_CYSS,R75,3*atp_c + ser_DASH_L_c + so4_c + accoa_c + 4*nadph_c -> ac_c + cys_DASH_L_c,0.04,0.0052,0.0287,0.0512
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,SerSYN,R76,glu_DASH_L_c + 3pg_c -> akg_c + nadh_c + ser_DASH_L_c,1.00E-07,1.11E+03,0,0.2468
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,SUCOAS,R77,succoa_c -> succ_c + atp_c,0.1585,501.8556,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,SUCOAS_reverse,R78,succ_c + atp_c -> succoa_c,0.2213,65.0241,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,SUCDi,R79,succ_c -> fadh2_c + fum_c,1.3538,65.0241,0.6866,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,SUCDi_reverse,R80,fadh2_c + fum_c -> succ_c,0.0011,1.74E+03,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,TALA,R81,s7p_c -> e4p_c + TA_C3_c,4.2857,3.76E+03,0.4254,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,TALA_reverse,R82,e4p_c + TA_C3_c -> s7p_c,3.6084,3.13E+03,0.0378,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,THRD_GLYAT,R83,thr_DASH_L_c -> nadh_c + gly_c + accoa_c,0.3851,2.23E+03,0,0.4832
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,ThrSYN,R84,2*atp_c + asp_DASH_L_c + 2*nadph_c -> thr_DASH_L_c,0.4738,2.23E+03,0.0629,0.5945
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,TKT1a,R85,s7p_c -> TK_C2_c + r5p_c,0.1394,84.3816,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,TKT1a_reverse,R86,TK_C2_c + r5p_c -> s7p_c,0.8167,715.5253,0.2528,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,TKT1b,R87,f6p_c -> TA_C3_c + g3p_c,1.00E-07,9.25E+05,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,TKT1b_reverse,R88,TA_C3_c + g3p_c -> f6p_c,0.6773,9.26E+05,0.2256,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,TKT2a,R89,xu5p_DASH_D_c -> TK_C2_c + g3p_c,3.1506,1.26E+03,0.7757,7.872
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,TKT2a_reverse,R90,TK_C2_c + g3p_c -> xu5p_DASH_D_c,1.8579,65.0695,0.3925,5.5298
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,TKT2b,R91,f6p_c -> e4p_c + TK_C2_c,1.00E-07,4.4807,0,0.4035
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,TKT2b_reverse,R92,e4p_c + TK_C2_c -> f6p_c,0.6154,635.6332,0.1562,1.3827
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,TPI,R93,dhap_c -> g3p_c,2.8404,2.78E+03,0.7768,29.3938
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,TPI_reverse,R94,g3p_c -> dhap_c,1.5598,1.53E+03,0.2856,27.3609
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,TrpSYN,R95,e4p_c + gln_DASH_L_c + nadph_c + r5p_c + 3*atp_c + ser_DASH_L_c + pep_c + pep_c -> pyr_c + glu_DASH_L_c + g3p_c + co2_c + trp_DASH_L_c,0.0093,0.0012,0.0067,0.0119
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,TyrSYN,R96,e4p_c + glu_DASH_L_c + nadph_c + atp_c + pep_c + pep_c -> nadh_c + tyr_DASH_L_c + co2_c + akg_c,0.0225,0.0029,0.0161,0.0288
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,ValSYN,R97,glu_DASH_L_c + pyr_c + pyr_c + nadph_c -> co2_c + akg_c + val_DASH_L_c,0.069,0.009,0.0495,0.0884
