experiment_id,sample_name_abbreviation,time_point,component_group_name,component_name,n_replicates_broth,calculated_concentration_broth_average,calculated_concentration_broth_cv,n_replicates_filtrate,calculated_concentration_filtrate_average,calculated_concentration_filtrate_cv,n_replicates,calculated_concentration_average,calculated_concentration_cv,calculated_concentration_units,extracellular_percent,used_,comment_
rpomut02,OxicRpoBE546V,0,pep,pep.pep_1.Light,6,0.034514864,5.740168264,2,0.002398962,15.27167268,6,0.032115903,6.273527471,mM,6.950517212,t,
rpomut02,OxicRpoBE672K,0,pep,pep.pep_1.Light,6,0.037023675,14.43585665,2,0.001747319,18.26789298,6,0.035276356,15.17789382,mM,4.719464242,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,pep,pep.pep_1.Light,6,0.066771954,76.3282037,2,0.014169377,0.987941399,6,0.052602577,96.88883664,mM,21.22055104,t,
rpomut02,OxicWtGlc,0,pep,pep.pep_1.Light,6,0.028380575,7.212225711,2,0.003031275,0.19497334,6,0.0253493,8.074698958,mM,10.68080911,t,
rpomut02,OxicRph-pyrE82,0,phe-L,phe-L.phe-L_1.Light,6,0.020157377,102.2022251,1,0.00635978,0,6,0.013797596,149.3106977,mM,31.55063455,t,
rpomut02,OxicRpoBE546V,0,phe-L,phe-L.phe-L_1.Light,6,0.010645303,10.90677949,1,0.000201057,0,6,0.010444246,11.11674056,mM,1.888692696,t,
rpomut02,OxicRpoBE672K,0,phe-L,phe-L.phe-L_1.Light,6,0.010443863,28.17539247,0,0,0,6,0.010443863,28.17539247,mM,0,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,phe-L,phe-L.phe-L_1.Light,6,0.012623116,56.40931346,1,0.004998993,0,6,0.007624123,93.39583543,mM,39.60189638,t,
rpomut02,OxicWtGlc,0,phe-L,phe-L.phe-L_1.Light,6,0.01812449,61.99527871,0,0,0,6,0.01812449,61.99527871,mM,0,t,
rpomut02,OxicRph-pyrE82,0,phpyr,phpyr.phpyr_1.Light,6,0.234130183,56.3409758,2,0.824001295,0.046781838,6,0,0,mM,351.9415075,t,
rpomut02,OxicRpoBE546V,0,phpyr,phpyr.phpyr_1.Light,6,0.800806072,16.67834136,2,0.176679608,0.885692997,6,0.624126465,21.40116541,mM,22.06272077,t,
rpomut02,OxicRpoBE672K,0,phpyr,phpyr.phpyr_1.Light,6,0.642791419,13.6575241,2,0.132918013,0.057835307,6,0.509873406,17.21788695,mM,20.67824946,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,phpyr,phpyr.phpyr_1.Light,6,0.892031809,91.22383917,2,1.115897736,5.805018494,6,0,0,mM,125.0961821,t,
rpomut02,OxicWtGlc,0,phpyr,phpyr.phpyr_1.Light,6,0.465100037,8.858891901,2,0.12878744,2.1957638,6,0.336312596,12.28013418,mM,27.69026667,t,
rpomut02,OxicRph-pyrE82,0,Pool_2pg_3pg,Pool_2pg_3pg.Pool_2pg_3pg_1.Light,6,0.2791568,58.96862437,2,0.494837044,7.372136206,6,0,0,mM,177.2613257,t,
rpomut02,OxicRpoBE546V,0,Pool_2pg_3pg,Pool_2pg_3pg.Pool_2pg_3pg_1.Light,6,0.263539133,7.195227439,2,0.01027241,3.339454334,6,0.253266723,7.48828842,mM,3.897868816,t,
rpomut02,OxicRpoBE672K,0,Pool_2pg_3pg,Pool_2pg_3pg.Pool_2pg_3pg_1.Light,6,0.257018885,15.33768863,2,0.007978709,6.512365661,6,0.249040175,15.83045003,mM,3.104328051,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,Pool_2pg_3pg,Pool_2pg_3pg.Pool_2pg_3pg_1.Light,6,0.561750039,70.41621513,2,0.098148162,1.85963971,6,0.463601877,85.32478981,mM,17.47185679,t,
rpomut02,OxicWtGlc,0,Pool_2pg_3pg,Pool_2pg_3pg.Pool_2pg_3pg_1.Light,6,0.252586937,4.78767699,2,0.014374995,7.559546347,6,0.238211942,5.097046465,mM,5.691107839,t,
rpomut02,OxicRph-pyrE82,0,prpp,prpp.prpp_1.Light,6,90.8351683,81.53899489,2,25.78799734,26.09938724,6,65.04717097,114.3343511,height_ratio,28.38988226,t,
rpomut02,OxicRpoBE546V,0,prpp,prpp.prpp_1.Light,6,54.76821127,21.73779654,0,0,0,6,54.76821127,21.73779654,height_ratio,0,t,
rpomut02,OxicRpoBE672K,0,prpp,prpp.prpp_1.Light,6,57.95679947,40.42421533,0,0,0,6,57.95679947,40.42421533,height_ratio,0,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,prpp,prpp.prpp_1.Light,6,295.3838715,126.7049777,0,0,0,6,295.3838715,126.7049777,height_ratio,0,t,
rpomut02,OxicWtGlc,0,prpp,prpp.prpp_1.Light,6,28.22733658,50.63925616,0,0,0,6,28.22733658,50.63925616,height_ratio,0,t,
rpomut02,OxicRph-pyrE82,0,r5p,r5p.r5p_1.Light,4,0.028253887,9.810417789,1,0.023945832,0,4,0.004308054,64.34051593,mM,84.75234827,t,
rpomut02,OxicRpoBE546V,0,r5p,r5p.r5p_1.Light,6,0.013617403,10.7041354,0,0,0,6,0.013617403,10.7041354,mM,0,t,
rpomut02,OxicRpoBE672K,0,r5p,r5p.r5p_1.Light,6,0.015797975,17.86191837,0,0,0,6,0.015797975,17.86191837,mM,0,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,r5p,r5p.r5p_1.Light,6,0.017916348,43.51748703,0,0,0,6,0.017916348,43.51748703,mM,0,t,
rpomut02,OxicWtGlc,0,r5p,r5p.r5p_1.Light,5,0.021314883,26.8952565,0,0,0,5,0.021314883,26.8952565,mM,0,t,
rpomut02,OxicRpoBE546V,0,ru5p-D,ru5p-D.ru5p-D_1.Light,4,0.004929659,22.86935611,1,0.00476337,0,4,0.000166289,677.9656197,mM,96.62676758,t,
rpomut02,OxicRpoBE672K,0,ru5p-D,ru5p-D.ru5p-D_1.Light,6,0.005304511,19.81540764,2,0.005166332,3.508037478,6,0.000138179,771.9102765,mM,97.395059,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,ru5p-D,ru5p-D.ru5p-D_1.Light,6,0.008691042,19.8266685,0,0,0,6,0.008691042,19.8266685,mM,0,t,
rpomut02,OxicWtGlc,0,ru5p-D,ru5p-D.ru5p-D_1.Light,4,0.008910048,16.37699887,0,0,0,4,0.008910048,16.37699887,mM,0,t,
rpomut02,OxicRph-pyrE82,0,s7p,s7p.s7p_1.Light,6,0.052247704,56.90124874,2,0.034868377,37.11920655,6,0.017379327,186.5710039,mM,66.73666908,t,
rpomut02,OxicRpoBE546V,0,s7p,s7p.s7p_1.Light,6,0.049680334,42.13532028,1,0.004705792,0,6,0.044974543,46.54403737,mM,9.472141525,t,
rpomut02,OxicRpoBE672K,0,s7p,s7p.s7p_1.Light,6,0.064398364,26.70419206,0,0,0,6,0.064398364,26.70419206,mM,0,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,s7p,s7p.s7p_1.Light,6,0.06371551,15.72782363,0,0,0,6,0.06371551,15.72782363,mM,0,t,
rpomut02,OxicWtGlc,0,s7p,s7p.s7p_1.Light,6,0.052563839,12.14270213,0,0,0,6,0.052563839,12.14270213,mM,0,t,
rpomut02,OxicRph-pyrE82,0,ser-L,ser-L.ser-L_1.Light,6,0.154300279,62.15702828,2,0.151515633,19.46238374,6,0.002784646,3603.311074,mM,98.19530701,t,
rpomut02,OxicRpoBE546V,0,ser-L,ser-L.ser-L_1.Light,6,0.110590169,21.57900138,2,0.029697975,10.48636613,6,0.080892194,29.75144578,mM,26.85408219,t,
rpomut02,OxicRpoBE672K,0,ser-L,ser-L.ser-L_1.Light,6,0.09181786,22.12724951,2,0.016375691,54.20980019,6,0.075442169,29.38876012,mM,17.83497311,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,ser-L,ser-L.ser-L_1.Light,6,0.169831519,42.84885508,1,0.023106201,0,6,0.146725318,49.59666298,mM,13.60536678,t,
rpomut02,OxicWtGlc,0,ser-L,ser-L.ser-L_1.Light,6,0.112677243,23.1548667,2,0.02847776,8.174040649,6,0.084199483,31.10933877,mM,25.27374565,t,
rpomut02,OxicRph-pyrE82,0,skm,skm.skm_1.Light,6,0.002213771,35.82183899,2,0.003239961,0.039681057,6,0,0,mM,146.354852,t,
rpomut02,OxicRpoBE546V,0,skm,skm.skm_1.Light,6,0.00225754,20.09796437,0,0,0,6,0.00225754,20.09796437,mM,0,t,
rpomut02,OxicRpoBE672K,0,skm,skm.skm_1.Light,6,0.002436348,22.81161137,0,0,0,6,0.002436348,22.81161137,mM,0,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,skm,skm.skm_1.Light,6,0.003143821,34.0144461,2,0.002946765,16.9267315,6,0.000197055,598.797823,mM,93.73198818,t,
rpomut02,OxicWtGlc,0,skm,skm.skm_1.Light,6,0.002332528,15.79469238,0,0,0,6,0.002332528,15.79469238,mM,0,t,
rpomut02,OxicRph-pyrE82,0,succ,succ.succ_1.Light,6,0.287117104,50.63938487,2,0.577545066,4.550849499,6,0,0,mM,201.1531387,t,
rpomut02,OxicRpoBE546V,0,succ,succ.succ_1.Light,6,0.260039956,15.05210706,2,0.048736592,2.373640402,6,0.211303365,18.53192641,mM,18.74196275,t,
rpomut02,OxicRpoBE672K,0,succ,succ.succ_1.Light,6,0.358847875,5.631151664,2,0.058453647,0.226109208,6,0.300394227,6.727060132,mM,16.28925558,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,succ,succ.succ_1.Light,6,0.786756222,77.27885922,2,0.205428134,9.096205707,6,0.581328088,104.6368357,mM,26.11077338,t,
rpomut02,OxicWtGlc,0,succ,succ.succ_1.Light,6,0.296598674,11.65756662,2,0.115119584,2.755923767,6,0.181479091,19.13247271,mM,38.81324956,t,
rpomut02,OxicRph-pyrE82,0,succoa,succoa.succoa_1.Light,6,31.54943911,65.01755407,2,53.01143413,1.112911268,6,0,0,height_ratio,168.0265501,t,
rpomut02,OxicRpoBE546V,0,succoa,succoa.succoa_1.Light,6,10.14970471,53.32661317,2,16.17449838,7.318425373,6,0,0,height_ratio,159.3593001,t,
rpomut02,OxicRpoBE672K,0,succoa,succoa.succoa_1.Light,6,15.44631774,28.3956442,2,4.471315899,24.19905665,6,10.97500185,41.16239315,height_ratio,28.94745513,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,succoa,succoa.succoa_1.Light,6,15.8110142,81.00227121,2,13.92085744,5.449940218,6,1.890156756,678.765515,height_ratio,88.04531618,t,
rpomut02,OxicWtGlc,0,succoa,succoa.succoa_1.Light,6,22.84010252,59.74543623,2,14.87004364,3.320597179,6,7.970058885,171.3268335,height_ratio,65.10497763,t,
rpomut02,OxicRph-pyrE82,0,thr-L,thr-L.thr-L_1.Light,6,0.190095388,64.30397408,2,0.229198634,0.26849472,6,0,0,mM,120.5703289,t,
rpomut02,OxicRpoBE546V,0,thr-L,thr-L.thr-L_1.Light,6,0.243048453,20.41562328,0,0,0,6,0.243048453,20.41562328,mM,0,t,
rpomut02,OxicRpoBE672K,0,thr-L,thr-L.thr-L_1.Light,6,0.190568365,29.64389478,0,0,0,6,0.190568365,29.64389478,mM,0,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,thr-L,thr-L.thr-L_1.Light,6,0.42189301,60.22188496,0,0,0,6,0.42189301,60.22188496,mM,0,t,
rpomut02,OxicWtGlc,0,thr-L,thr-L.thr-L_1.Light,6,0.192714679,9.064600457,0,0,0,6,0.192714679,9.064600457,mM,0,t,
rpomut02,OxicRph-pyrE82,0,thym,thym.thym_1.Light,6,0.00992431,73.43928876,2,0.042541567,2.587848768,6,0,0,mM,428.6601857,t,
rpomut02,OxicRpoBE546V,0,thym,thym.thym_1.Light,6,0.00859583,16.82362687,2,0.001906302,8.473662409,6,0.006689528,21.75226796,mM,22.17705352,t,
rpomut02,OxicRpoBE672K,0,thym,thym.thym_1.Light,6,0.006565131,10.93900424,2,0.001026998,4.566974188,6,0.005538133,12.99517206,mM,15.64321999,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,thym,thym.thym_1.Light,6,0.009364484,88.54941829,2,0.021846006,7.295119634,6,0,0,mM,233.2857383,t,
rpomut02,OxicWtGlc,0,thym,thym.thym_1.Light,6,0.028953945,8.167819824,2,0.009364694,6.242104528,6,0.019589252,12.43579743,mM,32.34341119,t,
rpomut02,OxicRph-pyrE82,0,trp-L,trp-L.trp-L_1.Light,5,0.004503708,57.1064105,1,0.003580258,0,5,0.000923449,278.510774,mM,79.49579843,t,
rpomut02,OxicRpoBE546V,0,trp-L,trp-L.trp-L_1.Light,2,0.002196677,44.51096095,0,0,0,2,0.002196677,44.51096095,mM,0,t,
rpomut02,OxicRpoBE672K,0,trp-L,trp-L.trp-L_1.Light,4,0.004455068,46.6567681,0,0,0,4,0.004455068,46.6567681,mM,0,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,trp-L,trp-L.trp-L_1.Light,4,0.005000864,12.24469001,0,0,0,4,0.005000864,12.24469001,mM,0,t,
rpomut02,OxicWtGlc,0,trp-L,trp-L.trp-L_1.Light,2,0.001368069,27.56556608,0,0,0,2,0.001368069,27.56556608,mM,0,t,
rpomut02,OxicRph-pyrE82,0,tyr-L,tyr-L.tyr-L_1.Light,6,0.019784417,62.25059971,2,0.035676208,6.719494853,6,0,0,mM,180.3247882,t,
rpomut02,OxicRpoBE546V,0,tyr-L,tyr-L.tyr-L_1.Light,6,0.017510578,14.71733063,2,0.001824924,3.828558961,6,0.015685654,16.43563303,mM,10.42183528,t,
rpomut02,OxicRpoBE672K,0,tyr-L,tyr-L.tyr-L_1.Light,6,0.020778687,11.60463867,2,0.000824759,35.37818462,6,0.019953928,12.172448,mM,3.969255329,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,tyr-L,tyr-L.tyr-L_1.Light,6,0.053576568,93.22366291,2,0.006744643,20.14398452,6,0.046831925,106.6890054,mM,12.58879309,t,
rpomut02,OxicWtGlc,0,tyr-L,tyr-L.tyr-L_1.Light,6,0.017217903,11.15948174,2,0.001246106,4.144201407,6,0.015971797,12.03447943,mM,7.237271316,t,
rpomut02,OxicRph-pyrE82,0,udp,udp.udp_1.Light,6,0.073654797,43.83860557,2,0.022599145,7.546701789,6,0.051055652,63.33137401,mM,30.68251635,t,
rpomut02,OxicRpoBE546V,0,udp,udp.udp_1.Light,6,0.078851302,33.83932984,0,0,0,6,0.078851302,33.83932984,mM,0,t,
rpomut02,OxicRpoBE672K,0,udp,udp.udp_1.Light,6,0.074079209,7.583523301,0,0,0,6,0.074079209,7.583523301,mM,0,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,udp,udp.udp_1.Light,6,0.2150945,94.38421621,2,0.005027889,19.08700942,6,0.210066612,96.64435711,mM,2.337525382,t,
rpomut02,OxicWtGlc,0,udp,udp.udp_1.Light,6,0.080596312,47.90249326,2,0.000951508,31.96450216,6,0.079644804,48.47628332,mM,1.180584862,t,
rpomut02,OxicRph-pyrE82,0,udpg,udpg.udpg_1.Light,6,0.314326361,45.25531681,2,0.420151499,14.68253036,6,0,0,mM,133.6672806,t,
rpomut02,OxicRpoBE546V,0,udpg,udpg.udpg_1.Light,6,0.285349476,16.74547086,2,0.003243876,18.58483225,6,0.282105601,16.93937174,mM,1.136808042,t,
rpomut02,OxicRpoBE672K,0,udpg,udpg.udpg_1.Light,6,0.31467245,14.82827748,2,0.003572976,31.84134154,6,0.311099473,15.00303778,mM,1.135458891,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,udpg,udpg.udpg_1.Light,6,0.654904877,48.01823125,2,0.029117794,5.815588909,6,0.625787083,50.25324204,mM,4.446110425,t,
rpomut02,OxicWtGlc,0,udpg,udpg.udpg_1.Light,6,0.315303185,10.66345235,2,0.005417497,5.655540042,6,0.309885688,10.85032388,mM,1.718186451,t,
rpomut02,OxicRph-pyrE82,0,udpglcur,udpglcur.udpglcur_1.Light,6,0.051355855,52.36391983,2,0.04507429,8.493360376,6,0.006281565,432.425211,mM,87.76855135,t,
rpomut02,OxicRpoBE546V,0,udpglcur,udpglcur.udpglcur_1.Light,6,0.035681226,6.996325715,2,0.000440495,4.469581812,6,0.035240731,7.083997279,mM,1.234528696,t,
rpomut02,OxicRpoBE672K,0,udpglcur,udpglcur.udpglcur_1.Light,6,0.050260336,9.875790846,2,0.000640427,8.218354889,6,0.04961991,10.00381657,mM,1.274218992,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,udpglcur,udpglcur.udpglcur_1.Light,6,0.103272544,53.6553188,2,0.006595548,4.500490749,6,0.096676997,57.31664177,mM,6.38654499,t,
rpomut02,OxicWtGlc,0,udpglcur,udpglcur.udpglcur_1.Light,6,0.059647054,13.29990266,2,0.001217046,1.785702218,6,0.058430008,13.5769789,mM,2.040412151,t,
rpomut02,OxicRph-pyrE82,0,ump,ump.ump_1.Light,6,0.050299756,52.75439985,2,0.068373701,2.017777502,6,0,0,mM,135.9324716,t,
rpomut02,OxicRpoBE546V,0,ump,ump.ump_1.Light,6,0.044664822,26.57783924,0,0,0,6,0.044664822,26.57783924,mM,0,t,
rpomut02,OxicRpoBE672K,0,ump,ump.ump_1.Light,6,0.047879778,12.49529717,1,0.001359425,0,6,0.046520352,12.8604368,mM,2.839247501,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,ump,ump.ump_1.Light,6,0.137367715,84.76685176,0,0,0,6,0.137367715,84.76685176,mM,0,t,
rpomut02,OxicWtGlc,0,ump,ump.ump_1.Light,6,0.059521988,31.9636718,0,0,0,6,0.059521988,31.9636718,mM,0,t,
rpomut02,OxicRph-pyrE82,0,ura,ura.ura_1.Light,4,0.002739213,35.63325071,2,0.005652774,2.259244907,4,0,0,mM,206.3649061,t,
rpomut02,OxicRpoBE546V,0,ura,ura.ura_1.Light,6,0.005285366,32.1829417,2,0.00096304,5.819531613,6,0.004322326,39.3748486,mM,18.22087768,t,
rpomut02,OxicRpoBE672K,0,ura,ura.ura_1.Light,6,0.004053486,21.68874875,2,0.000917275,41.03023839,6,0.003136212,30.49291316,mM,22.62927635,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,ura,ura.ura_1.Light,6,0.03173652,134.0998359,2,0.003317471,7.59869982,6,0.028419049,149.7564818,mM,10.45316593,t,
rpomut02,OxicWtGlc,0,ura,ura.ura_1.Light,6,0.006129307,69.64398931,2,0.001576158,0.779553899,6,0.004553149,93.75295478,mM,25.71511162,t,
rpomut02,OxicWtGlc,0,uri,uri.uri_1.Light,3,0.004966593,51.04090347,0,0,0,3,0.004966593,51.04090347,mM,0,t,
rpomut02,OxicRph-pyrE82,0,utp,utp.utp_1.Light,6,0.22592976,42.98779381,2,0.166102372,1.923368791,6,0.059827388,162.4251919,mM,73.51947436,t,
rpomut02,OxicRpoBE546V,0,utp,utp.utp_1.Light,6,0.15143449,7.362006334,0,0,0,6,0.15143449,7.362006334,mM,0,t,
rpomut02,OxicRpoBE672K,0,utp,utp.utp_1.Light,6,0.157088424,20.83130893,0,0,0,6,0.157088424,20.83130893,mM,0,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,utp,utp.utp_1.Light,6,0.357549038,68.38138969,0,0,0,6,0.357549038,68.38138969,mM,0,t,
rpomut02,OxicWtGlc,0,utp,utp.utp_1.Light,6,0.219729411,14.01563919,0,0,0,6,0.219729411,14.01563919,mM,0,t,
rpomut02,OxicRph-pyrE82,0,xan,xan.xan_1.Light,6,0.00118359,22.15597891,2,0.002045352,5.915216652,6,0,0,mM,172.8091453,t,
rpomut02,OxicRpoBE546V,0,xan,xan.xan_1.Light,6,0.000682648,17.2308599,2,0.000527723,10.05732086,6,0.000154924,83.29602672,mM,77.3053703,t,
rpomut02,OxicRpoBE672K,0,xan,xan.xan_1.Light,6,0.000706412,18.33106187,2,0.000490773,8.537547803,6,0.000215639,63.11602672,mM,69.47401845,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,xan,xan.xan_1.Light,6,0.001646983,82.00067257,0,0,0,6,0.001646983,82.00067257,mM,0,t,
rpomut02,OxicWtGlc,0,xan,xan.xan_1.Light,6,0.001063877,17.87787357,2,0.001297027,12.23876752,6,0,0,mM,121.9152033,t,
