Reaction,Flux
OCDCAtexi,0.0
XANtpp,0.0
ENO_reverse,0.0
H2Otex,0.0
PLIPA2G161pp,0.0
ZN2t3pp,0.0
RMI_reverse,0.0
INStex_reverse,0.0
SDPTA,0.0
T2DECAI_reverse,0.0
POR5,0.005973404166240925
XYLI1_reverse,0.0
LIPOtex,0.0
CPGNR2,0.0
CPGNR3,0.0
CRNCBCT,0.0
CPGNR1,0.0
BPNT,0.22344552315538907
EX_maltpt_LPAREN_e_RPAREN_,0.0
ETHSO3tex,0.0
FMNRx,0.0
TRSARr_reverse,0.0
CBLAT,0.00020103669318861995
3GMPtex_reverse,0.0
LPLIPAL1E160pp,0.0
PROTRS,0.0
GLYTRS,0.0
CA2tex,0.00446427670255626
LPLIPAL1A181pp,0.0
APPLDHr,0.0
HPPPNt2rpp_reverse,0.0
PGP161abcpp,0.0
3OAR40,0.2823393576514707
FLVRx,0.0
SULabcpp,0.0
DURItex,0.0
ThDPAT,0.0
LPADSS,0.007348206664486284
XTSNtex_reverse,0.0
TUNGStex_reverse,0.0
GUI2_reverse,0.0
UMPtex_reverse,0.0
FADSYN_1,0.00040207338637723985
FADSYN_2,0.0008041467727544797
FADSYN_3,0.00020103669318861993
BUTSO3tex,0.0
MDDEP1pp,0.0
SUCDi,3.325822057778971
ILEabcpp,0.0
CLPNS161pp,0.0020644575219817924
RFAMPtex_reverse,0.0
TMAOtex_reverse,0.0
3UMPtex,0.0
METabcpp,0.0
GAL1Ptex_reverse,0.0
RIBabcpp,0.0
PLIPA2E161pp,0.0
LPLIPAL2E140,0.0
LPLIPAL2E141,0.0
MSO3abcpp,0.0
EX_pheme_LPAREN_e_RPAREN_,0.0
NAt3pp,0.0
2AGPGAT181,0.0
2AGPGAT180,0.0
CUtex,0.0
EX_tma_LPAREN_e_RPAREN_,0.0
METDtex_reverse,0.0
PLIPA1A141pp,0.0
UDPGALPpp,0.0
INDOLEt2rpp,0.0
LEUTRS,0.0
EX_asn_DASH_L_LPAREN_e_RPAREN_,0.0
GLUR,0.0
4HOXPACDtex,0.0
GLUN,0.0
NH4tex,9.471513846982093
UACGAMtex,0.0
AGt3,0.0
AGMHE,0.029392826657945136
CAt6pp_reverse,0.00446427670255626
AP4AS,0.0
MALTptspp,0.0
EX_octa_LPAREN_e_RPAREN_,0.0
FRULYStex_reverse,0.0
CYSabcpp,0.0
3OAR181,0.04383681723313837
AP4AH,0.0
GLYCLTt2rpp,0.0
PYROX,0.0
PIuabcpp,0.0
NO3R1bpp,0.0
ETHAt2pp,0.0
SHKK,0.33529314384522313
URDGLYCD,0.0
URACPAH,0.0
PAPA140pp,0.0
5DGLCNR_reverse,0.0
UREAtpp,0.0
3OAS160,0.10935494599626
ETHAAL,0.0
PROt2rpp,0.0
LALGP,0.0
ECAP2pp,0.0
DUMPtex,0.0
GTHOXtex_reverse,0.0
EX_tartr_DASH_L_LPAREN_e_RPAREN_,0.0
ISETACtex_reverse,0.0
Ktex,0.16740136124751048
DHAPT,0.0
ABUTt2pp,0.0
FEENTERexs,0.0
FE3abcpp,0.0
XAND,0.0
G6PP,0.0
AGPR,0.0
BUTt2rpp,0.0
PSD160,0.039814280349696016
CYSDtex,0.0
FALDtex_reverse,0.0
TRPt2rpp_reverse,0.0
ALAR,0.021890461811686412
EX_man6p_LPAREN_e_RPAREN_,0.0
EX_tyr_DASH_L_LPAREN_e_RPAREN_,0.0
CRNt2rpp,0.0
MALDtex,0.0
URIt2pp,0.0
GLUDC,0.0
CYANST,0.0
F6PP,0.0
GLUDy,0.0
PGP181abcpp,0.0
HCINNMtex_reverse,0.0
FLDR2,0.0
PLIPA2A140pp,0.0
F6PA,0.0
FRUtex,0.0
NO2t2rpp,0.0
UM3PL,0.0
MI1PP,0.0
26DAHtex,0.0
INSt2rpp_reverse,0.0
EX_chol_LPAREN_e_RPAREN_,0.0
ACGAMT,0.0
EX_kdo2lipid4_LPAREN_e_RPAREN_,0.0
FUMtex,0.0
glu_DASH_L_to_acg5p,0.295184971289339
DDPGALA_reverse,0.0
PPPNDO,0.0
ACACT7r,0.0
DMSOtex_reverse,0.0
DAGK180,0.0
PLIPA2A181pp,0.0
ACGAMK,0.0
MALTTTRtexi,0.0
PPTtex_reverse,0.0
IMPSYN_1,0.3922334065289873
G3PSabcpp,0.0
IMPSYN_2,0.3920323698357987
N2Otex,0.0
EX_cobalt2_LPAREN_e_RPAREN_,0.0
DHCINDO,0.0
R15BPK,0.0
CINNDO,0.0
HETZK,0.0
K2L4Aabctex,0.0
EX_h2o_LPAREN_e_RPAREN_,43.08205905007991
MOAT,0.007348206664486284
TDPGDH,0.007348206664486284
ACALDtpp_reverse,0.0
PGSA141,0.0
PGSA140,0.0
FE3tex_reverse,0.0
CPPPGO,0.0004020733863772399
PE141abcpp,0.0
D_DASH_LACtex_reverse,0.0
H2Stex,0.0
NODOx,0.0
NNAM,0.0
CYTBD2pp,0.0
ASAD,0.0
3HAD140,0.11670315266074628
3HAD141,0.1288924671387882
EX_12ppd_DASH_R_LPAREN_e_RPAREN_,0.0
HPYRRy,0.0
HPYRRx,0.0
CLPNS120pp,0.0
ADMDC,0.006079782326744632
OAADC,0.0
PAPA180pp,0.0
IDOND,0.0
UDPGD,0.0
EX_dmso_LPAREN_e_RPAREN_,0.0
CMPtex,0.0
HADPCOADH3_reverse,0.0
EX_orot_LPAREN_e_RPAREN_,0.0
FECRMUtpp,0.0
DDGLCNtex,0.0
TPI_reverse,0.0
MTAN,0.006079782326744632
EX_mg2_LPAREN_e_RPAREN_,0.0
MOBDabcpp,0.00012350684738493694
H2SO,0.0
EX_alltn_LPAREN_e_RPAREN_,0.0
MLDEP2pp,0.0
FESR,0.00669641505383439
APPLDHr_reverse,0.0
TTDCAtexi,0.0
ILETRS,0.0
AAMYL,0.0
QUINDH,0.0
OROTtex_reverse,0.0
COBALT2tex,2.1636236038237127e-05
GF6PTA,0.06441828676451133
CHLtex,0.0
EX_so3_LPAREN_e_RPAREN_,0.0
MDDCP3pp,0.004851024421739749
EX_xylu_DASH_L_LPAREN_e_RPAREN_,0.0
PPAtex_reverse,0.0
CDPMEK,0.005973404166240925
CU1abcpp,0.0
LCTSt3ipp,0.0
SELR,0.0
PLIPA1G180pp,0.0
